S/NO.,ENTRYDATETIME,IU,CASHCARD,VEHICLE,CARDTYPE,AMOUNT,EXITDATETIME
2549,2022-06-17 07:28:00,C13474691731,0,,               ,$0.00 ,2022-06-17 18:36:00
2550,2022-06-17 07:39:00,C13475529561,0,,Season         ,$0.00 ,2022-06-17 17:47:00
2551,2022-06-17 07:49:00,C13473816851,0,,Season         ,$0.00 ,2022-06-17 17:36:00
2552,2022-06-17 07:49:00,C13475456517,0,,Hourly         ,$0.00 ,2022-06-17 17:17:00
2554,2022-06-17 08:12:00,C13471574355,1.11E+15,,Hourly         ,$22.80 ,2022-06-17 16:56:00
2555,2022-06-17 08:21:00,C13475012731,0,,Season         ,$0.00 ,2022-06-17 17:38:00
2556,2022-06-17 08:25:00,C13565734581,1.11E+15,,Hourly         ,$14.40 ,2022-06-17 13:43:00
2557,2022-06-17 08:26:00,C13059645510,1.11E+15,,Hourly         ,$1.50 ,2022-06-17 17:08:00
2558,2022-06-17 08:26:00,C13470650172,0,,Season         ,$0.00 ,2022-06-17 14:32:00
2559,2022-06-17 08:28:00,C13474458498,0,,Season         ,$0.00 ,2022-06-17 15:02:00
2560,2022-06-17 08:30:00,C13060101272,0,,Season         ,$0.00 ,2022-06-17 13:22:00
2561,2022-06-17 08:36:00,C13565751147,1.11E+15,,Hourly         ,$21.92 ,2022-06-17 16:58:00
2562,2022-06-17 08:36:00,C13473144081,0,,Season         ,$0.00 ,2022-06-17 18:26:00
2563,2022-06-17 08:36:00,C13472907504,0,,Season         ,$0.00 ,2022-06-17 14:56:00
2564,2022-06-17 08:40:00,C13470818099,0,,Season         ,$0.00 ,2022-06-17 13:05:00
2565,2022-06-17 08:44:00,C13471773724,0,,               ,$0.00 ,2022-06-17 18:25:00
2566,2022-06-17 08:46:00,C13474478298,1.11E+15,,Hourly         ,$21.56 ,2022-06-17 16:59:00
2567,2022-06-17 08:52:00,C13471638926,0,,               ,$0.00 ,2022-06-17 16:08:00
2568,2022-06-17 08:53:00,C13474821932,0,,Season         ,$0.00 ,2022-06-17 18:22:00
2570,2022-06-17 08:54:00,C13474392049,1.11E+15,,Hourly         ,$22.16 ,2022-06-17 17:22:00
2569,2022-06-17 08:54:00,C13469870746,0,,Hourly         ,$0.00 ,2022-06-17 18:35:00
2571,2022-06-17 08:56:00,C13470688219,0,,Season         ,$0.00 ,2022-06-17 17:54:00
2572,2022-06-17 09:03:00,C13473417907,1.11E+15,,Hourly         ,$23.20 ,2022-06-17 17:57:00
2573,2022-06-17 09:04:00,C13566091244,0,,Season         ,$0.00 ,2022-06-17 12:21:00
2574,2022-06-17 09:05:00,C13472299008,0,,Season         ,$0.00 ,2022-06-17 18:08:00
2575,2022-06-17 09:09:00,C13566348834,0,,               ,$0.00 ,2022-06-17 18:56:00
2576,2022-06-17 09:13:00,C13472983023,0,,Season         ,$0.00 ,2022-06-17 19:04:00
2577,2022-06-17 09:14:00,C13388486144,0,,Hourly         ,$0.00 ,2022-06-17 09:24:00
2578,2022-06-17 09:15:00,C13474601064,0,,Season         ,$0.00 ,2022-06-17 17:45:00
2579,2022-06-17 09:16:00,C13566533264,0,,Season         ,$0.00 ,2022-06-17 18:22:00
2581,2022-06-17 09:26:00,C13388411763,1.11E+15,,Hourly         ,$4.81 ,2022-06-17 11:20:00
2582,2022-06-17 09:26:00,C13474437302,0,,Season         ,$0.00 ,2022-06-17 12:31:00
2583,2022-06-17 09:31:00,C13475170990,0,,Hourly         ,$0.00 ,2022-06-17 20:59:00
2584,2022-06-17 09:36:00,C13471054099,0,,Season         ,$0.00 ,2022-06-17 15:09:00
2585,2022-06-17 09:37:00,C13472504781,1.11E+15,,Hourly         ,$21.20 ,2022-06-17 17:41:00
2586,2022-06-17 10:12:00,C13470041973,0,,Season         ,$0.00 ,2022-06-17 18:12:00
2587,2022-06-17 10:12:00,C13473132573,0,,Season         ,$0.00 ,2022-06-17 14:18:00
2589,2022-06-17 11:30:00,C13473692748,1.11E+15,,Hourly         ,$6.90 ,2022-06-17 13:47:00
2590,2022-06-17 11:42:00,C13565788362,0,,Season         ,$0.00 ,2022-06-17 15:14:00
2593,2022-06-17 12:23:00,C13471459481,1.11E+15,,Hourly         ,$5.69 ,2022-06-17 14:20:00
2595,2022-06-17 12:48:00,C13475657602,1.11E+15,,               ,$6.44 ,2022-06-17 16:20:00
2596,2022-06-17 12:49:00,C13473210056,0,,Season         ,$0.00 ,2022-06-17 21:36:00
2597,2022-06-17 13:01:00,C13565775684,1.11E+15,,Hourly         ,$2.99 ,2022-06-17 14:00:00
2600,2022-06-17 13:36:00,C13566155688,0,,Hourly         ,$0.00 ,2022-06-17 13:41:00
2601,2022-06-17 13:37:00,C13472313330,0,,Season         ,$0.00 ,2022-06-17 14:25:00
2606,2022-06-17 14:03:00,C13474948647,1.11E+15,,Hourly         ,$2.20 ,2022-06-17 14:57:00
2607,2022-06-17 14:17:00,C13472623630,1.11E+15,,Hourly         ,$0.48 ,2022-06-17 14:28:00
2609,2022-06-17 14:19:00,C13468040828,1.11E+15,,Hourly         ,$4.88 ,2022-06-17 16:21:00
2612,2022-06-17 14:27:00,C13473500827,0,,Season         ,$0.00 ,2022-06-17 20:03:00
2613,2022-06-17 14:28:00,C13565806669,1.11E+15,,               ,$3.28 ,2022-06-17 16:24:00
2616,2022-06-17 14:41:00,C13468868609,0,,Hourly         ,$0.00 ,2022-06-17 14:50:00
2617,2022-06-17 14:46:00,C13473132573,0,,Season         ,$0.00 ,2022-06-17 15:37:00
2619,2022-06-17 14:51:00,C13474031805,0,,Season         ,$0.00 ,2022-06-17 15:35:00
2621,2022-06-17 14:56:00,C13471163562,1.11E+15,,               ,$2.38 ,2022-06-17 16:21:00
2626,2022-06-17 15:15:00,C13388566302,1.11E+15,,Hourly         ,$1.16 ,2022-06-17 15:44:00
2627,2022-06-17 15:16:00,C13471635790,1.11E+15,,Hourly         ,$0.72 ,2022-06-17 15:34:00
2628,2022-06-17 15:32:00,C12365711236,0,,               ,$0.00 ,2022-06-17 16:09:00
2633,2022-06-17 15:44:00,C13468198798,1.11E+15,,Hourly         ,$4.68 ,2022-06-17 17:41:00
2634,2022-06-17 15:55:00,C13474430223,1.11E+15,,Hourly         ,$3.64 ,2022-06-17 17:26:00
2635,2022-06-17 16:01:00,C13475298297,1.01E+15,,Hourly         ,$0.80 ,2022-06-17 16:20:00
2638,2022-06-17 16:10:00,C13473132573,0,,Season         ,$0.00 ,2022-06-17 19:23:00
2640,2022-06-17 16:18:00,C13475495662,1.11E+15,,Hourly         ,$1.88 ,2022-06-17 17:05:00
2646,2022-06-17 16:37:00,C13388638291,0,,Hourly         ,$0.00 ,2022-06-17 16:45:00
2648,2022-06-17 16:48:00,C13471233068,1.11E+15,,Hourly         ,$2.76 ,2022-06-17 17:56:00
2652,2022-06-17 17:02:00,C13470650172,0,,Season         ,$0.00 ,2022-06-20 10:45:00
2655,2022-06-17 17:11:00,C13566188174,1.11E+15,,Hourly         ,$1.28 ,2022-06-17 17:42:00
2663,2022-06-17 17:41:00,C13468343612,0,,Season         ,$0.00 ,2022-06-17 17:47:00
2665,2022-06-17 17:43:00,C13473344615,0,,Hourly         ,$0.00 ,2022-06-17 17:45:00
2670,2022-06-17 17:50:00,C13470243670,1.11E+15,,Hourly         ,$3.40 ,2022-06-17 23:42:00
2682,2022-06-17 18:43:00,C13473621162,1.11E+15,,Hourly         ,$3.00 ,2022-06-17 18:54:00
2686,2022-06-17 19:02:00,C13475265463,1.11E+15,,Hourly         ,$3.40 ,2022-06-18 00:07:00
2688,2022-06-17 19:22:00,C13473429828,1.11E+15,,Hourly         ,$3.45 ,2022-06-18 00:08:00
2690,2022-06-17 19:25:00,C13474211936,1.11E+15,,Hourly         ,$3.80 ,2022-06-18 00:15:00
2691,2022-06-17 19:26:00,C13470981417,1.11E+15,,Hourly         ,$3.00 ,2022-06-17 23:52:00
2692,2022-06-17 19:36:00,C13471448344,1.11E+15,,Hourly         ,$3.00 ,2022-06-17 23:41:00
2693,2022-06-17 19:36:00,C13472882892,1.11E+15,,Hourly         ,$3.00 ,2022-06-17 22:40:00
2694,2022-06-17 19:38:00,C13472498929,1.11E+15,,Hourly         ,$3.75 ,2022-06-18 00:14:00
2695,2022-06-17 19:39:00,C13473943408,1.11E+15,,Hourly         ,$3.00 ,2022-06-17 21:47:00
2696,2022-06-17 19:46:00,C13467693948,1.11E+15,,Hourly         ,$3.00 ,2022-06-17 22:05:00
2697,2022-06-17 19:50:00,C13473654080,1.11E+15,,Hourly         ,$3.00 ,2022-06-17 22:07:00
2698,2022-06-17 19:53:00,C13565965615,1.11E+15,,Hourly         ,$4.20 ,2022-06-18 00:23:00
2699,2022-06-17 19:58:00,C13471684909,1.11E+15,,Hourly         ,$3.05 ,2022-06-18 00:00:00
2701,2022-06-17 20:08:00,C13468910783,1.11E+15,,Hourly         ,$3.15 ,2022-06-18 00:02:00
2703,2022-06-17 21:10:00,C13566280243,1.11E+15,,Hourly         ,$3.30 ,2022-06-18 00:05:00
2704,2022-06-17 21:25:00,C13566289689,1.11E+15,,Hourly         ,$5.90 ,2022-06-18 00:57:00
2705,2022-06-17 21:25:00,C13472340515,1.11E+15,,Hourly         ,$3.85 ,2022-06-18 00:16:00
2710,2022-06-17 22:07:00,C13471153149,1.11E+15,,Hourly         ,$3.40 ,2022-06-18 00:07:00
2711,2022-06-17 22:33:00,C13565771484,1.11E+15,,Hourly         ,$3.35 ,2022-06-18 00:06:00
2728,2022-06-18 07:10:00,C13566533264,0,,Season         ,$0.00 ,2022-06-18 12:05:00
2729,2022-06-18 07:23:00,C13374895869,1.11E+15,,Hourly         ,$11.84 ,2022-06-18 12:19:00
2730,2022-06-18 07:33:00,C13474839968,0,,Season         ,$0.00 ,2022-06-18 11:12:00
2731,2022-06-18 07:57:00,C13471167696,1.11E+15,,Hourly         ,$27.12 ,2022-06-18 21:58:00
2732,2022-06-18 09:17:00,C13388543152,1.11E+15,,Hourly         ,$16.84 ,2022-06-18 16:17:00
2733,2022-06-18 09:24:00,C13473600595,1.11E+15,,Hourly         ,$1.44 ,2022-06-18 09:59:00
2734,2022-06-18 09:24:00,C13388389735,1.11E+15,,Hourly         ,$0.84 ,2022-06-18 09:45:00
2735,2022-06-18 09:28:00,C13474050112,1.11E+15,,Hourly         ,$2.52 ,2022-06-18 10:31:00
2736,2022-06-18 09:39:00,C13472291294,1.11E+15,,Hourly         ,$2.44 ,2022-06-18 10:40:00
2738,2022-06-18 09:45:00,C13388779933,0,,Hourly         ,$0.00 ,2022-06-18 09:51:00
2741,2022-06-18 10:08:00,C13388227011,1.11E+15,,Hourly         ,$6.28 ,2022-06-18 12:45:00
2742,2022-06-18 10:14:00,C13566543815,1.11E+15,,Hourly         ,$17.84 ,2022-06-18 17:40:00
2743,2022-06-18 10:20:00,C13472814929,0,,Season         ,$0.00 ,2022-06-18 14:44:00
2744,2022-06-18 10:26:00,C13469934584,0,,Hourly         ,$0.00 ,2022-06-18 10:29:00
2747,2022-06-18 10:35:00,C13060886384,1.00E+15,,Hourly         ,$1.50 ,2022-06-18 15:45:00
2749,2022-06-18 10:48:00,C13473692748,1.11E+15,,Hourly         ,$3.60 ,2022-06-18 12:17:00
2750,2022-06-18 10:48:00,C13469074596,1.11E+15,,Hourly         ,$5.68 ,2022-06-18 13:09:00
2752,2022-06-18 11:30:00,C13473358837,0,,Hourly         ,$0.00 ,2022-06-18 11:34:00
2753,2022-06-18 11:32:00,C13474723081,1.11E+15,,Hourly         ,$4.08 ,2022-06-18 13:14:00
2755,2022-06-18 11:35:00,C13473881101,1.11E+15,,Hourly         ,$9.44 ,2022-06-18 15:31:00
2756,2022-06-18 11:40:00,C13566204576,1.11E+15,,Hourly         ,$3.48 ,2022-06-18 13:06:00
2757,2022-06-18 11:44:00,C13475020502,1.11E+15,,               ,$5.10 ,2022-06-18 14:45:00
2758,2022-06-18 11:52:00,C13470088857,1.11E+15,,Hourly         ,$5.24 ,2022-06-18 14:02:00
2759,2022-06-18 12:04:00,C13474904326,1.11E+15,,Hourly         ,$5.68 ,2022-06-18 14:25:00
2761,2022-06-18 12:16:00,C13471163158,1.11E+15,,Hourly         ,$5.80 ,2022-06-18 14:41:00
2764,2022-06-18 12:26:00,C13472794923,0,,Hourly         ,$0.00 ,2022-06-18 12:29:00
2766,2022-06-18 12:30:00,C13566498109,1.11E+15,,Hourly         ,$9.00 ,2022-06-18 16:15:00
2767,2022-06-18 12:30:00,C13474484765,0,,Season         ,$0.00 ,2022-06-18 13:01:00
2769,2022-06-18 12:50:00,C13472178635,1.11E+15,,Hourly         ,$1.64 ,2022-06-18 13:31:00
2770,2022-06-18 12:55:00,C13467849807,1.11E+15,,Hourly         ,$7.20 ,2022-06-18 15:55:00
2772,2022-06-18 13:06:00,C13472977151,1.11E+15,,Hourly         ,$4.72 ,2022-06-18 15:03:00
2777,2022-06-18 13:45:00,C13473096329,1.11E+15,,Hourly         ,$6.48 ,2022-06-18 16:26:00
2778,2022-06-18 13:52:00,C13475233155,1.11E+15,,Hourly         ,$1.76 ,2022-06-18 14:36:00
2780,2022-06-18 14:14:00,C13565846219,0,,Hourly         ,$0.00 ,2022-06-18 14:17:00
2787,2022-06-18 14:55:00,C13467193139,0,,Hourly         ,$0.00 ,2022-06-18 14:59:00
2790,2022-06-18 15:18:00,C13471558440,1.01E+15,,Hourly         ,$3.80 ,2022-06-18 16:52:00
2791,2022-06-18 15:27:00,C13472765249,1.11E+15,,Hourly         ,$4.32 ,2022-06-18 17:14:00
2795,2022-06-18 16:09:00,C13475579900,1.11E+15,,Hourly         ,$7.44 ,2022-06-18 18:44:00
2797,2022-06-18 16:15:00,C13474228636,1.11E+15,,Hourly         ,$1.76 ,2022-06-18 16:58:00
2800,2022-06-18 16:32:00,C13467193139,0,,Hourly         ,$0.00 ,2022-06-18 16:36:00
2804,2022-06-18 17:14:00,C13475407964,0,,Hourly         ,$0.00 ,
2807,2022-06-18 17:44:00,C13373177090,1.11E+15,,Hourly         ,$3.64 ,2022-06-18 19:13:00
2808,2022-06-18 18:08:00,C13565788362,0,,Season         ,$0.00 ,2022-06-18 20:18:00
2811,2022-06-18 19:16:00,C13471727828,1.11E+15,,Hourly         ,$3.00 ,2022-06-18 23:57:00
2812,2022-06-18 19:21:00,C13474497279,1.11E+15,,Hourly         ,$3.00 ,2022-06-18 20:52:00
2813,2022-06-18 19:28:00,C13474167329,1.11E+15,,Hourly         ,$3.00 ,2022-06-18 22:05:00
2814,2022-06-18 19:32:00,C13566424603,1.11E+15,,Hourly         ,$3.00 ,2022-06-18 23:56:00
2816,2022-06-18 20:25:00,C13469317567,1.11E+15,,Hourly         ,$3.00 ,2022-06-18 23:40:00
2817,2022-06-18 20:26:00,C13565846219,0,,Hourly         ,$0.00 ,2022-06-18 20:30:00
2819,2022-06-18 20:40:00,C13565844619,0,,Hourly         ,$0.00 ,2022-06-18 20:44:00
2822,2022-06-18 21:16:00,C13566245405,1.11E+15,,Hourly         ,$3.70 ,2022-06-19 00:13:00
2825,2022-06-18 22:16:00,C13475085067,1.11E+15,,Hourly         ,$3.00 ,2022-06-18 23:55:00
2826,2022-06-18 22:35:00,C13474044545,1.11E+15,,Hourly         ,$3.00 ,2022-06-18 22:56:00
2833,2022-06-19 06:58:00,C13566526350,1.00E+15,,Hourly         ,$14.80 ,2022-06-19 13:07:00
2834,2022-06-19 07:20:00,C13566426409,1.11E+15,,               ,$7.59 ,2022-06-19 11:50:00
2835,2022-06-19 08:46:00,C13474385137,1.11E+15,,Hourly         ,$11.00 ,2022-06-19 13:20:00
2836,2022-06-19 08:49:00,C13475599562,0,,Hourly         ,$0.00 ,2022-06-19 08:51:00
2837,2022-06-19 08:50:00,C13471223009,0,,Hourly         ,$0.00 ,2022-06-19 08:50:00
2840,2022-06-19 08:56:00,C13474152710,1.11E+15,,Hourly         ,$2.88 ,2022-06-19 10:07:00
2841,2022-06-19 08:56:00,C13475676743,1.11E+15,,Hourly         ,$5.20 ,2022-06-19 11:06:00
2842,2022-06-19 08:57:00,C13566031341,1.11E+15,,Hourly         ,$4.56 ,2022-06-19 10:51:00
2843,2022-06-19 08:58:00,C13468954377,1.11E+15,,Hourly         ,$3.96 ,2022-06-19 10:36:00
2844,2022-06-19 09:02:00,C13474371302,1.11E+15,,Hourly         ,$10.04 ,2022-06-19 13:13:00
2845,2022-06-19 09:07:00,C13471969504,1.11E+15,,Hourly         ,$10.08 ,2022-06-19 13:19:00
2846,2022-06-19 09:11:00,C13565690012,1.11E+15,,Hourly         ,$8.96 ,2022-06-19 12:55:00
2847,2022-06-19 09:21:00,C13475014000,1.11E+15,,Hourly         ,$2.68 ,2022-06-19 10:28:00
2848,2022-06-19 09:22:00,C13566237056,1.00E+15,,Hourly         ,$9.56 ,2022-06-19 13:20:00
2849,2022-06-19 09:28:00,C13471584904,1.11E+15,,Hourly         ,$4.24 ,2022-06-19 11:13:00
2850,2022-06-19 09:30:00,C13474600082,1.11E+15,,Hourly         ,$3.52 ,2022-06-19 10:58:00
2851,2022-06-19 10:02:00,C13474661719,0,,Hourly         ,$0.00 ,2022-06-19 10:03:00
2854,2022-06-19 10:19:00,C13471861939,1.11E+15,,Hourly         ,$3.96 ,2022-06-19 11:58:00
2855,2022-06-19 10:22:00,C13467460952,1.11E+15,,Hourly         ,$3.84 ,2022-06-19 11:57:00
2856,2022-06-19 10:27:00,C13470116940,1.11E+15,,Hourly         ,$3.60 ,2022-06-19 11:57:00
2857,2022-06-19 10:28:00,C13474052051,0,,Hourly         ,$0.00 ,
2860,2022-06-19 10:38:00,C13470585820,1.11E+15,,Hourly         ,$0.72 ,2022-06-19 10:55:00
2861,2022-06-19 10:40:00,C13396316095,1.11E+15,,Hourly         ,$4.92 ,2022-06-19 12:43:00
2862,2022-06-19 10:43:00,C13470533302,1.11E+15,,Hourly         ,$4.92 ,2022-06-19 12:45:00
2863,2022-06-19 10:47:00,C13473571424,1.11E+15,,Hourly         ,$7.00 ,2022-06-19 13:41:00
2865,2022-06-19 10:52:00,C13388578084,1.11E+15,,Hourly         ,$4.12 ,2022-06-19 12:35:00
2867,2022-06-19 10:57:00,C13473840646,1.11E+15,,Hourly         ,$3.80 ,2022-06-19 12:31:00
2870,2022-06-19 11:09:00,C13471680654,1.11E+15,,Hourly         ,$2.76 ,2022-06-19 12:18:00
2872,2022-06-19 11:15:00,C13474895078,1.11E+15,,Hourly         ,$2.16 ,2022-06-19 12:08:00
2873,2022-06-19 11:27:00,C13472624571,1.11E+15,,Hourly         ,$12.20 ,2022-06-19 16:31:00
2874,2022-06-19 11:34:00,C13472843328,1.11E+15,,Hourly         ,$10.40 ,2022-06-19 15:53:00
2878,2022-06-19 11:58:00,C13468006327,1.11E+15,,Hourly         ,$0.44 ,2022-06-19 12:09:00
2884,2022-06-19 12:32:00,C13472956929,1.11E+15,,Hourly         ,$2.92 ,2022-06-19 13:45:00
2889,2022-06-19 13:00:00,C13473983822,1.11E+15,,Hourly         ,$4.80 ,2022-06-19 14:59:00
2891,2022-06-19 13:09:00,C13475007599,0,,Hourly         ,$0.00 ,
2898,2022-06-19 13:49:00,C13566526350,                ,,Hourly         ,$13.04 ,2022-06-19 19:08:00
2899,2022-06-19 14:23:00,C13473535824,0,,Hourly         ,$0.00 ,2022-06-19 14:31:00
2901,2022-06-19 14:38:00,C13471777279,1.11E+15,,Hourly         ,$0.44 ,2022-06-19 14:48:00
2904,2022-06-19 15:15:00,C13471327275,0,,Hourly         ,$0.00 ,2022-06-19 15:17:00
2906,2022-06-19 15:35:00,C13473692748,1.11E+15,,Hourly         ,$3.56 ,2022-06-19 17:03:00
2908,2022-06-19 16:04:00,C13473275430,0,,Season         ,$0.00 ,2022-06-19 17:15:00
2909,2022-06-19 16:18:00,C13474422171,1.11E+15,,Hourly         ,$7.08 ,2022-06-19 20:08:00
2910,2022-06-19 16:19:00,C13474854850,1.11E+15,,Hourly         ,$1.84 ,2022-06-19 17:04:00
2911,2022-06-19 16:21:00,C13470093643,1.11E+15,,Hourly         ,$6.96 ,2022-06-19 20:32:00
2913,2022-06-19 16:57:00,C13472213629,1.00E+15,,Hourly         ,$5.52 ,2022-06-19 18:52:00
2917,2022-06-19 17:50:00,C13475304740,1.11E+15,,Hourly         ,$3.40 ,2022-06-19 20:07:00
2918,2022-06-19 17:52:00,C13474797826,1.11E+15,,Hourly         ,$3.32 ,2022-06-19 19:35:00
2919,2022-06-19 17:54:00,C13474587163,1.11E+15,,Hourly         ,$3.24 ,2022-06-19 18:43:00
2920,2022-06-19 18:13:00,C13473778540,1.11E+15,,Hourly         ,$3.00 ,2022-06-19 19:18:00
2921,2022-06-19 18:28:00,C13472237241,1.11E+15,,Hourly         ,$3.00 ,2022-06-19 21:38:00
2922,2022-06-19 18:31:00,C13470993462,1.00E+15,,Hourly         ,$3.00 ,2022-06-19 20:50:00
2923,2022-06-19 18:35:00,C13474483394,1.11E+15,,Hourly         ,$3.00 ,2022-06-19 21:35:00
2926,2022-06-19 18:46:00,C13473336381,1.11E+15,,Hourly         ,$3.00 ,2022-06-19 20:39:00
2938,2022-06-20 06:39:00,C13471724785,0,,Season         ,$0.00 ,2022-06-20 16:24:00
2939,2022-06-20 07:16:00,C13470461157,0,,Season         ,$0.00 ,2022-06-20 17:19:00
2940,2022-06-20 07:36:00,C13566121918,0,,Season         ,$0.00 ,2022-06-20 17:59:00
2941,2022-06-20 07:42:00,C13471757166,0,,Season         ,$0.00 ,2022-06-20 18:55:00
2942,2022-06-20 07:46:00,C13396385172,0,,Hourly         ,$0.00 ,2022-06-20 07:48:00
2943,2022-06-20 07:48:00,C13374832221,0,,Hourly         ,$0.00 ,2022-06-20 17:30:00
2945,2022-06-20 07:53:00,C13475420908,0,,Season         ,$0.00 ,2022-06-20 18:54:00
2946,2022-06-20 07:57:00,C13472814929,0,,Season         ,$0.00 ,2022-06-20 17:48:00
2947,2022-06-20 08:00:00,C13471638926,0,,               ,$0.00 ,2022-06-20 18:53:00
2948,2022-06-20 08:02:00,C13474691731,0,,               ,$0.00 ,2022-06-20 18:10:00
2949,2022-06-20 08:03:00,C13471891516,0,,Season         ,$0.00 ,2022-06-20 18:33:00
2950,2022-06-20 08:10:00,C13565788362,0,,Season         ,$0.00 ,2022-06-20 17:46:00
2952,2022-06-20 08:17:00,C13470743841,1.11E+15,,Hourly         ,$22.88 ,2022-06-20 17:03:00
2951,2022-06-20 08:17:00,C13472255391,0,,Hourly         ,$0.00 ,2022-06-20 18:01:00
2953,2022-06-20 08:20:00,C13059355802,0,,Season         ,$0.00 ,2022-06-20 18:00:00
2954,2022-06-20 08:23:00,C13472444959,0,,Season         ,$0.00 ,2022-06-20 17:41:00
2955,2022-06-20 08:24:00,C13473407661,1.11E+15,,Hourly         ,$22.56 ,2022-06-20 17:02:00
2956,2022-06-20 08:27:00,C13475514638,0,,Season         ,$0.00 ,2022-06-20 13:01:00
2957,2022-06-20 08:27:00,C13475012731,0,,Season         ,$0.00 ,2022-06-20 17:58:00
2960,2022-06-20 08:30:00,C13475611210,0,,Hourly         ,$0.00 ,2022-06-20 14:35:00
2958,2022-06-20 08:30:00,C13566474525,0,,Season         ,$0.00 ,2022-06-20 17:29:00
2959,2022-06-20 08:30:00,C13473532757,0,,Season         ,$0.00 ,2022-06-20 10:32:00
2962,2022-06-20 08:38:00,C13471315897,0,,               ,$0.00 ,2022-06-20 17:04:00
2961,2022-06-20 08:38:00,C13473144081,0,,Season         ,$0.00 ,2022-06-20 19:18:00
2963,2022-06-20 08:44:00,C13475026805,0,,Season         ,$0.00 ,2022-06-20 17:16:00
2964,2022-06-20 08:45:00,C13566347764,1.11E+15,,Hourly         ,$23.44 ,2022-06-20 17:45:00
2965,2022-06-20 08:46:00,C13469870746,0,,Hourly         ,$0.00 ,2022-06-20 18:33:00
2966,2022-06-20 08:46:00,C13473210056,0,,Season         ,$0.00 ,2022-06-20 20:49:00
2967,2022-06-20 08:54:00,C13474693365,0,,Season         ,$0.00 ,2022-06-20 19:06:00
2968,2022-06-20 08:59:00,C13388411763,1.11E+15,,Hourly         ,$2.08 ,2022-06-20 09:51:00
2969,2022-06-20 09:03:00,C13474648173,0,,Season         ,$0.00 ,2022-06-20 18:08:00
2970,2022-06-20 09:07:00,C13474017112,0,,Season         ,$0.00 ,2022-06-20 17:45:00
2972,2022-06-20 09:09:00,C13474648693,1.11E+15,,Hourly         ,$8.49 ,2022-06-20 12:21:00
2971,2022-06-20 09:09:00,C13471054099,0,,Season         ,$0.00 ,2022-06-20 11:57:00
2973,2022-06-20 09:16:00,C13468773264,0,,Season         ,$0.00 ,2022-06-20 17:24:00
2974,2022-06-20 09:22:00,C13474484765,0,,Season         ,$0.00 ,2022-06-20 10:32:00
2975,2022-06-20 09:23:00,C13473275430,0,,Season         ,$0.00 ,2022-06-20 18:06:00
2976,2022-06-20 09:24:00,C13474503499,0,,Season         ,$0.00 ,2022-06-20 14:28:00
2977,2022-06-20 09:34:00,C13473183368,0,,Season         ,$0.00 ,2022-06-20 18:04:00
2978,2022-06-20 09:36:00,C13474772119,1.11E+15,,Hourly         ,$4.61 ,2022-06-20 11:24:00
2979,2022-06-20 09:38:00,C13472299008,0,,Season         ,$0.00 ,2022-06-20 17:46:00
2980,2022-06-20 09:38:00,C13473459744,0,,Season         ,$0.00 ,2022-06-20 14:43:00
2982,2022-06-20 09:58:00,C13565806669,1.11E+15,,               ,$8.57 ,2022-06-20 14:18:00
2983,2022-06-20 10:02:00,C13472456098,0,,Season         ,$0.00 ,2022-06-20 19:03:00
2984,2022-06-20 10:04:00,C13388751514,1.11E+15,,Hourly         ,$9.29 ,2022-06-20 13:20:00
2985,2022-06-20 10:11:00,C13470041973,0,,Season         ,$0.00 ,2022-06-20 19:18:00
2986,2022-06-20 10:12:00,C13472504781,1.11E+15,,Hourly         ,$13.56 ,2022-06-20 15:05:00
2987,2022-06-20 10:28:00,C13472864481,1.11E+15,,Hourly         ,$11.40 ,2022-06-20 14:27:00
2990,2022-06-20 10:33:00,C13474458498,0,,Season         ,$0.00 ,2022-06-20 16:28:00
2991,2022-06-20 10:42:00,C13472693794,1.00E+15,,Hourly         ,$0.56 ,2022-06-20 10:55:00
2992,2022-06-20 10:44:00,C13388874051,1.11E+15,,Hourly         ,$10.08 ,2022-06-20 14:10:00
2995,2022-06-20 10:59:00,C13474339697,1.11E+15,,Hourly         ,$2.99 ,2022-06-20 11:58:00
2996,2022-06-20 11:02:00,C13388672975,0,,Hourly         ,$0.00 ,2022-06-20 11:09:00
2998,2022-06-20 11:10:00,C13473539116,1.11E+15,,Hourly         ,$0.75 ,2022-06-20 11:24:00
3001,2022-06-20 11:39:00,C13566112339,1.11E+15,,               ,$4.48 ,2022-06-20 13:47:00
3002,2022-06-20 11:56:00,C13388998388,1.11E+15,,Hourly         ,$5.65 ,2022-06-20 13:49:00
3005,2022-06-20 12:01:00,C13470650172,0,,Season         ,$0.00 ,2022-06-20 13:48:00
3006,2022-06-20 12:16:00,C13473314684,1.11E+15,,Hourly         ,$4.90 ,2022-06-20 13:54:00
3008,2022-06-20 12:35:00,C13472281179,0,,Season         ,$0.00 ,2022-06-20 18:18:00
3009,2022-06-20 12:38:00,C13388786897,                ,,Hourly         ,$0.85 ,2022-06-20 12:55:00
3010,2022-06-20 12:39:00,C13388772789,                ,,Hourly         ,$0.95 ,2022-06-20 12:57:00
3012,2022-06-20 12:56:00,C13472839887,0,,Season         ,$0.00 ,2022-06-20 17:46:00
3015,2022-06-20 13:19:00,C13472500375,1.11E+15,,Hourly         ,$2.69 ,2022-06-20 14:15:00
3017,2022-06-20 13:25:00,C13473532757,0,,Season         ,$0.00 ,2022-06-20 15:59:00
