S/NO.,ENTRYDATETIME,IU,CASHCARD,VEHICLE,CARDTYPE,AMOUNT,EXITDATETIME
1048,2022-06-14 07:30:00,C13475384591,1.11E+15,,Hourly         ,$23.60 ,2022-06-14 16:34:00
1049,2022-06-14 08:25:00,C13470143226,1.11E+15,,Hourly         ,$23.84 ,2022-06-14 17:35:00
1050,2022-06-14 08:34:00,C13472396698,0,,Hourly         ,$0.00 ,2022-06-14 08:35:00
1051,2022-06-14 08:35:00,C13472309213,0,,Hourly         ,$0.00 ,2022-06-14 08:37:00
1054,2022-06-14 08:45:00,C13566266013,0,,Hourly         ,$0.00 ,2022-06-14 08:46:00
1055,2022-06-14 08:45:00,C13566249125,0,,Hourly         ,$0.00 ,2022-06-14 08:46:00
1056,2022-06-14 08:46:00,C13473886836,1.11E+15,,Hourly         ,$9.35 ,2022-06-16 11:46:00
1059,2022-06-14 08:51:00,C13475467035,0,,Hourly         ,$0.00 ,2022-06-14 08:51:00
1061,2022-06-14 09:01:00,C13474058067,0,,Hourly         ,$0.00 ,2022-06-14 09:01:00
1063,2022-06-14 09:10:00,C13474416562,0,,Hourly         ,$0.00 ,2022-06-14 09:11:00
1066,2022-06-14 09:12:00,C13470689515,0,,Season         ,$0.00 ,2022-06-14 17:36:00
1065,2022-06-14 09:12:00,C13474342577,1.11E+15,,Hourly         ,$25.92 ,2022-06-14 19:35:00
1067,2022-06-14 09:16:00,C13472687211,0,,Hourly         ,$0.00 ,2022-06-14 19:04:00
1068,2022-06-14 09:21:00,C13472010679,1.11E+15,,Hourly         ,$22.36 ,2022-06-14 17:54:00
1069,2022-06-14 09:48:00,C13471574874,0,,Season         ,$0.00 ,2022-06-14 15:48:00
1070,2022-06-14 10:04:00,C13374300805,1.11E+15,,Hourly         ,$10.44 ,2022-06-14 13:43:00
1071,2022-06-14 10:27:00,C13474710286,0,,Season         ,$0.00 ,2022-06-14 14:26:00
1072,2022-06-14 10:29:00,C13472944374,0,,Hourly         ,$0.00 ,2022-06-14 10:29:00
1074,2022-06-14 11:13:00,C13388548094,1.11E+15,,Hourly         ,$4.70 ,2022-06-14 12:46:00
1075,2022-06-14 11:20:00,C13566610343,1.11E+15,,Hourly         ,$2.55 ,2022-06-14 12:11:00
1076,2022-06-14 11:23:00,C13475633866,0,,Hourly         ,$0.00 ,2022-06-14 11:24:00
1078,2022-06-14 11:41:00,C13388482629,0,,Hourly         ,$0.00 ,2022-06-14 11:44:00
1080,2022-06-14 12:00:00,C13474395087,1.11E+15,,Hourly         ,$10.84 ,2022-06-14 16:00:00
1082,2022-06-14 12:16:00,C13388209737,1.11E+15,,Hourly         ,$5.20 ,2022-06-14 13:59:00
1084,2022-06-14 13:15:00,C13474214164,0,,Hourly         ,$0.00 ,2022-06-14 13:16:00
1086,2022-06-14 13:37:00,C13474531170,1.11E+15,,Hourly         ,$8.95 ,2022-06-14 17:14:00
1088,2022-06-14 13:57:00,C13474605165,1.01E+15,,Hourly         ,$5.31 ,2022-06-14 16:08:00
1090,2022-06-14 14:04:00,C13388305411,1.11E+15,,Hourly         ,$5.36 ,2022-06-14 16:17:00
1091,2022-06-14 14:20:00,C13388563457,0,,Hourly         ,$0.00 ,2022-06-14 14:22:00
1094,2022-06-14 14:58:00,C13566431012,0,,Hourly         ,$0.00 ,2022-06-14 15:08:00
1096,2022-06-14 15:41:00,C13369628855,0,,Hourly         ,$0.00 ,2022-06-14 15:45:00
1097,2022-06-14 15:44:00,C13374300805,1.11E+15,,Hourly         ,$8.44 ,2022-06-14 21:26:00
1100,2022-06-14 15:53:00,C13474220666,1.00E+15,,Hourly         ,$4.32 ,2022-06-14 17:41:00
1101,2022-06-14 16:00:00,C13386876116,1.11E+15,,Hourly         ,$0.76 ,2022-06-14 16:19:00
1106,2022-06-14 16:20:00,C13566127867,1.11E+15,,Hourly         ,$2.44 ,2022-06-14 17:20:00
1114,2022-06-14 18:17:00,C13475037151,1.11E+15,,Hourly         ,$3.00 ,2022-06-14 22:43:00
1115,2022-06-14 18:35:00,C13469377206,1.11E+15,,Hourly         ,$3.00 ,2022-06-14 22:27:00
1117,2022-06-14 19:13:00,C13472779215,0,,Hourly         ,$0.00 ,2022-06-14 19:14:00
1119,2022-06-14 19:18:00,C13471574874,0,,Season         ,$0.00 ,2022-06-14 19:20:00
1122,2022-06-14 20:18:00,C13566216933,0,,Hourly         ,$0.00 ,2022-06-14 20:22:00
1124,2022-06-14 20:43:00,C13470143226,1.11E+15,,Hourly         ,$3.00 ,2022-06-14 23:11:00
1125,2022-06-14 21:08:00,C13474058067,0,,Hourly         ,$0.00 ,2022-06-14 21:13:00
1131,2022-06-15 08:02:00,C13471481483,0,,Season         ,$0.00 ,2022-06-15 18:43:00
1132,2022-06-15 08:40:00,C13374300805,1.11E+15,,Hourly         ,$18.00 ,2022-06-15 15:24:00
1133,2022-06-15 09:02:00,C13470689515,0,,Season         ,$0.00 ,2022-06-15 15:56:00
1134,2022-06-15 09:10:00,C13472693794,1.00E+15,,Hourly         ,$21.28 ,2022-06-15 17:16:00
1135,2022-06-15 09:25:00,C13472687211,0,,Hourly         ,$0.00 ,2022-06-15 18:49:00
1137,2022-06-15 09:28:00,C13566063829,0,,Hourly         ,$0.00 ,2022-06-15 09:29:00
1136,2022-06-15 09:28:00,C13471350002,0,,               ,$0.00 ,2022-06-15 18:35:00
1139,2022-06-15 09:57:00,C13474766823,1.11E+15,,Hourly         ,$4.52 ,2022-06-15 11:39:00
1140,2022-06-15 10:45:00,C13473267279,0,,Hourly         ,$0.00 ,2022-06-15 10:53:00
1143,2022-06-15 12:32:00,C13471977623,0,,Hourly         ,$0.00 ,
1144,2022-06-15 12:32:00,C13473934663,0,,Hourly         ,$0.00 ,2022-06-15 12:33:00
1147,2022-06-15 12:46:00,C13565865641,1.11E+15,,Hourly         ,$0.60 ,2022-06-15 12:58:00
1149,2022-06-15 13:34:00,C13474102004,1.11E+15,,Hourly         ,$5.58 ,2022-06-15 15:46:00
1150,2022-06-15 14:19:00,C13471574874,0,,Season         ,$0.00 ,2022-06-15 18:30:00
1151,2022-06-15 14:33:00,C13473599059,0,,Hourly         ,$0.00 ,2022-06-15 14:34:00
1154,2022-06-15 15:25:00,C13565806429,1.11E+15,,Hourly         ,$2.68 ,2022-06-15 16:32:00
1155,2022-06-15 15:37:00,C13468709878,1.11E+15,,Hourly         ,$1.20 ,2022-06-15 16:06:00
1159,2022-06-15 16:18:00,C13388956437,1.11E+15,,Hourly         ,$2.28 ,2022-06-15 17:14:00
1163,2022-06-15 18:01:00,C13473779735,1.11E+15,,Hourly         ,$3.00 ,2022-06-15 23:00:00
1164,2022-06-15 18:08:00,C13471442312,0,,Hourly         ,$0.00 ,2022-06-15 18:08:00
1166,2022-06-15 18:20:00,C13470238605,1.11E+15,,Hourly         ,$3.00 ,2022-06-15 21:48:00
1169,2022-06-15 18:40:00,C13469645306,1.11E+15,,Hourly         ,$3.00 ,2022-06-15 21:26:00
1170,2022-06-15 18:41:00,C13474793594,1.11E+15,,Hourly         ,$3.00 ,2022-06-15 21:31:00
1171,2022-06-15 18:42:00,C13474727090,1.11E+15,,Hourly         ,$3.00 ,2022-06-15 21:34:00
1173,2022-06-15 18:44:00,C13565986494,1.11E+15,,Hourly         ,$3.00 ,2022-06-15 21:38:00
1174,2022-06-15 18:46:00,C13475083243,1.11E+15,,Hourly         ,$3.00 ,2022-06-15 21:41:00
1175,2022-06-15 18:47:00,C13566177343,1.11E+15,,Hourly         ,$3.00 ,2022-06-15 21:39:00
1177,2022-06-15 19:32:00,C13471185679,1.11E+15,,Hourly         ,$3.00 ,2022-06-15 23:03:00
1178,2022-06-15 19:38:00,C13373774878,1.11E+15,,Hourly         ,$3.00 ,2022-06-15 22:54:00
1179,2022-06-15 19:52:00,C13061307283,0,,Hourly         ,$0.00 ,2022-06-15 19:55:00
1181,2022-06-15 20:50:00,C13470436077,0,,Hourly         ,$0.00 ,2022-06-15 20:51:00
1184,2022-06-15 21:26:00,C13471158076,0,,Hourly         ,$0.00 ,2022-06-15 21:27:00
1192,2022-06-15 22:10:00,C13475542382,0,,Hourly         ,$0.00 ,2022-06-15 22:17:00
1197,2022-06-16 07:53:00,C13475384591,1.11E+15,,Hourly         ,$23.64 ,2022-06-16 16:58:00
1198,2022-06-16 08:05:00,C13473886836,1.11E+15,,Hourly         ,$9.35 ,2022-06-16 11:46:00
1199,2022-06-16 08:07:00,C13471481483,0,,Season         ,$0.00 ,2022-06-16 17:05:00
1200,2022-06-16 09:07:00,C13470689515,0,,Season         ,$0.00 ,2022-06-16 14:10:00
1201,2022-06-16 09:43:00,C13566289054,0,,Season         ,$0.00 ,2022-06-16 20:14:00
1202,2022-06-16 09:44:00,C13374300805,1.11E+15,,Hourly         ,$1.96 ,2022-06-16 10:33:00
1203,2022-06-16 09:52:00,C13470791699,1.11E+15,,Hourly         ,$3.92 ,2022-06-16 11:23:00
1204,2022-06-16 09:53:00,C13470661228,0,,Hourly         ,$0.00 ,2022-06-16 09:54:00
1206,2022-06-16 10:07:00,C13388305411,1.11E+15,,Hourly         ,$4.22 ,2022-06-16 11:41:00
1211,2022-06-16 12:45:00,C13473095737,0,,Season         ,$0.00 ,2022-06-16 22:14:00
1212,2022-06-16 13:05:00,C13473886836,1.11E+15,,Hourly         ,$9.91 ,2022-06-16 16:58:00
1213,2022-06-16 13:09:00,C13374781731,1.11E+15,,Hourly         ,$2.30 ,2022-06-16 13:54:00
1216,2022-06-16 14:27:00,C13471574874,0,,Season         ,$0.00 ,2022-06-16 16:50:00
1217,2022-06-16 14:32:00,C13473885442,1.11E+15,,Hourly         ,$2.08 ,2022-06-16 15:23:00
1218,2022-06-16 14:57:00,C13472693794,1.00E+15,,Hourly         ,$2.12 ,2022-06-16 15:50:00
1219,2022-06-16 14:59:00,C13374781731,1.11E+15,,Hourly         ,$3.88 ,2022-06-16 16:36:00
1220,2022-06-16 15:04:00,C13388885478,1.11E+15,,Hourly         ,$0.76 ,2022-06-16 15:23:00
1221,2022-06-16 15:04:00,C13856774022,1.11E+15,,Hourly         ,$0.44 ,2022-06-16 15:15:00
1225,2022-06-16 15:43:00,C13389077801,1.11E+15,,Hourly         ,$3.40 ,2022-06-16 17:07:00
1226,2022-06-16 15:47:00,C13471487679,0,,Season         ,$0.00 ,2022-06-16 16:24:00
1228,2022-06-16 16:05:00,C13566526350,0,,Hourly         ,$0.00 ,2022-06-16 16:09:00
1237,2022-06-16 17:20:00,C13565748193,0,,Hourly         ,$0.00 ,2022-06-16 17:21:00
1239,2022-06-16 17:22:00,C13473025298,0,,Hourly         ,$0.00 ,2022-06-16 17:30:00
1241,2022-06-16 17:35:00,C13470791699,0,,Hourly         ,$0.00 ,2022-06-16 17:41:00
1243,2022-06-16 17:43:00,C13388218809,1.11E+15,,Hourly         ,$3.68 ,2022-06-16 21:28:00
1244,2022-06-16 17:48:00,C13469301536,0,,Hourly         ,$0.00 ,2022-06-16 17:57:00
1246,2022-06-16 18:27:00,C13566072733,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 20:07:00
1247,2022-06-16 18:45:00,C13470357883,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:26:00
1248,2022-06-16 18:50:00,C13565972882,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:13:00
1249,2022-06-16 18:50:00,C13471538119,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 21:59:00
1252,2022-06-16 18:53:00,C13566285566,1.01E+15,,Hourly         ,$3.00 ,2022-06-16 22:31:00
1251,2022-06-16 18:53:00,C13469036654,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:29:00
1250,2022-06-16 18:53:00,C13061228298,1.11E+15,,Hourly         ,$1.50 ,2022-06-16 22:27:00
1253,2022-06-16 19:11:00,C13059621039,1.11E+15,,Hourly         ,$1.50 ,2022-06-16 22:27:00
1254,2022-06-16 19:34:00,C13566461738,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 19:51:00
1267,2022-06-17 07:43:00,C13475384591,1.11E+15,,Hourly         ,$23.00 ,2022-06-17 16:32:00
1268,2022-06-17 07:58:00,C13471481483,0,,Season         ,$0.00 ,2022-06-17 17:39:00
1269,2022-06-17 08:12:00,C13473886836,1.11E+15,,Hourly         ,$9.27 ,2022-06-17 11:50:00
1270,2022-06-17 09:26:00,C13473736770,1.11E+15,,Hourly         ,$5.31 ,2022-06-17 11:30:00
1271,2022-06-17 09:26:00,C13566289054,0,,Season         ,$0.00 ,2022-06-17 22:59:00
1272,2022-06-17 09:32:00,C13471081613,1.11E+15,,Hourly         ,$4.02 ,2022-06-17 11:09:00
1273,2022-06-17 09:35:00,C13473147168,1.11E+15,,Hourly         ,$2.04 ,2022-06-17 10:26:00
1274,2022-06-17 09:36:00,C13473801101,1.11E+15,,Hourly         ,$2.08 ,2022-06-17 10:27:00
1277,2022-06-17 10:30:00,C13374300805,1.11E+15,,Hourly         ,$4.50 ,2022-06-17 12:05:00
1278,2022-06-17 11:03:00,C13469369937,1.11E+15,,Hourly         ,$16.89 ,2022-06-17 17:20:00
1279,2022-06-17 11:04:00,C13472687211,0,,Hourly         ,$0.00 ,2022-06-17 22:53:00
1282,2022-06-17 11:38:00,C13388274260,1.00E+15,,Hourly         ,$2.70 ,2022-06-17 12:32:00
1284,2022-06-17 11:58:00,C13474824292,0,,Hourly         ,$0.00 ,2022-06-17 11:59:00
1288,2022-06-17 12:35:00,C13471574874,0,,Season         ,$0.00 ,2022-06-17 14:09:00
1289,2022-06-17 13:18:00,C13473886836,1.11E+15,,Hourly         ,$8.26 ,2022-06-17 16:33:00
1290,2022-06-17 13:27:00,C13388717582,1.11E+15,,Hourly         ,$1.93 ,2022-06-17 14:06:00
1291,2022-06-17 13:31:00,C13470812705,1.11E+15,,Hourly         ,$4.41 ,2022-06-17 15:13:00
1292,2022-06-17 13:50:00,C13470492793,1.11E+15,,Hourly         ,$2.62 ,2022-06-17 14:52:00
1295,2022-06-17 14:13:00,C13473095737,0,,Season         ,$0.00 ,2022-06-17 23:00:00
1298,2022-06-17 15:21:00,C13468868609,1.11E+15,,Hourly         ,$2.12 ,2022-06-17 16:14:00
1299,2022-06-17 15:36:00,C13474710286,0,,Season         ,$0.00 ,2022-06-17 18:04:00
1300,2022-06-17 15:49:00,C13472839887,0,,Season         ,$0.00 ,2022-06-17 18:05:00
1301,2022-06-17 16:03:00,C13374781731,1.11E+15,,Hourly         ,$4.48 ,2022-06-17 17:55:00
1306,2022-06-17 17:32:00,C13473599059,0,,Hourly         ,$0.00 ,2022-06-17 17:37:00
1310,2022-06-17 17:56:00,C13472479163,1.11E+15,,Hourly         ,$3.16 ,2022-06-17 18:10:00
1314,2022-06-17 19:05:00,C13566285566,1.01E+15,,Hourly         ,$3.00 ,2022-06-17 22:04:00
1315,2022-06-17 19:09:00,C13473247496,0,,Hourly         ,$0.00 ,2022-06-17 19:09:00
1317,2022-06-17 19:26:00,C13471821234,1.11E+15,,Hourly         ,$3.00 ,2022-06-17 22:12:00
1319,2022-06-17 22:04:00,C13472479163,0,,Hourly         ,$0.00 ,2022-06-17 22:14:00
1322,2022-06-17 22:15:00,C13472479163,0,,Hourly         ,$0.00 ,
1326,2022-06-18 07:54:00,C13472029647,0,,Hourly         ,$0.00 ,2022-06-18 07:55:00
1328,2022-06-18 08:20:00,C13472694339,0,,Hourly         ,$0.00 ,2022-06-18 08:21:00
1330,2022-06-18 08:47:00,C13471640247,0,,Hourly         ,$0.00 ,2022-06-18 08:49:00
1332,2022-06-18 09:26:00,C13471841612,0,,Hourly         ,$0.00 ,2022-06-18 09:27:00
1334,2022-06-18 09:40:00,C13472622327,0,,Hourly         ,$0.00 ,2022-06-18 09:40:00
1336,2022-06-18 09:46:00,C13369869583,1.11E+15,,Hourly         ,$7.00 ,2022-06-18 12:40:00
1337,2022-06-18 10:00:00,C13473736770,0,,Hourly         ,$0.00 ,2022-06-18 10:01:00
1339,2022-06-18 10:10:00,C13566471761,1.11E+15,,Hourly         ,$2.96 ,2022-06-18 11:23:00
1340,2022-06-18 10:13:00,C13472470395,0,,Hourly         ,$0.00 ,2022-06-18 10:14:00
1342,2022-06-18 10:24:00,C13475255787,0,,Hourly         ,$0.00 ,2022-06-18 10:26:00
1344,2022-06-18 10:42:00,C13388671276,0,,Hourly         ,$0.00 ,2022-06-18 10:45:00
1347,2022-06-18 11:53:00,C13472533681,0,,Hourly         ,$0.00 ,2022-06-18 11:54:00
1349,2022-06-18 11:55:00,C13566285566,0,,Hourly         ,$0.00 ,2022-06-18 11:56:00
1351,2022-06-18 12:23:00,C13472532988,1.11E+15,,Hourly         ,$3.32 ,2022-06-18 13:45:00
1353,2022-06-18 12:47:00,C13473693168,1.11E+15,,Hourly         ,$7.84 ,2022-06-18 16:03:00
1354,2022-06-18 13:37:00,C13061373416,0,,Hourly         ,$0.00 ,2022-06-18 13:42:00
1357,2022-06-18 14:02:00,C13565885950,1.11E+15,,Hourly         ,$4.56 ,2022-06-18 15:55:00
1358,2022-06-18 14:25:00,C13472532988,1.11E+15,,Hourly         ,$0.88 ,2022-06-18 14:47:00
1359,2022-06-18 14:40:00,C13473158743,0,,Hourly         ,$0.00 ,2022-06-18 14:40:00
1362,2022-06-18 14:50:00,C13475542382,0,,Hourly         ,$0.00 ,2022-06-18 14:50:00
1364,2022-06-18 15:29:00,C13472443757,1.11E+15,,Hourly         ,$2.76 ,2022-06-18 16:37:00
1367,2022-06-18 16:05:00,C13473720392,1.11E+15,,Hourly         ,$7.60 ,2022-06-18 19:08:00
1368,2022-06-18 16:21:00,C13566347673,1.11E+15,,Hourly         ,$3.40 ,2022-06-18 17:45:00
1369,2022-06-18 16:21:00,C13473845183,0,,Hourly         ,$0.00 ,2022-06-18 16:21:00
1371,2022-06-18 16:30:00,C13472542994,1.11E+15,,Hourly         ,$1.08 ,2022-06-18 16:56:00
1375,2022-06-18 17:56:00,C13474157281,1.11E+15,,Hourly         ,$3.16 ,2022-06-18 20:07:00
1376,2022-06-18 18:11:00,C13565740397,0,,Hourly         ,$0.00 ,2022-06-18 18:20:00
1378,2022-06-18 18:51:00,C13566112339,1.11E+15,,               ,$2.10 ,2022-06-18 22:03:00
1381,2022-06-18 20:11:00,C13472977474,1.11E+15,,Hourly         ,$3.00 ,2022-06-18 21:58:00
1382,2022-06-18 21:09:00,C13475542382,0,,Hourly         ,$0.00 ,2022-06-18 21:10:00
1386,2022-06-19 09:23:00,C13469405213,1.11E+15,,Hourly         ,$3.68 ,2022-06-19 10:54:00
1387,2022-06-19 09:24:00,C13474927253,1.11E+15,,Hourly         ,$3.44 ,2022-06-19 10:49:00
1390,2022-06-19 13:48:00,C13471158076,0,,Hourly         ,$0.00 ,2022-06-19 13:49:00
1392,2022-06-19 14:00:00,C13471482340,0,,Hourly         ,$0.00 ,2022-06-19 14:01:00
1394,2022-06-19 14:03:00,C13474400959,1.11E+15,,Hourly         ,$3.72 ,2022-06-19 15:36:00
1395,2022-06-19 15:03:00,C13471046164,0,,Hourly         ,$0.00 ,2022-06-19 15:05:00
1397,2022-06-19 15:34:00,C13472066953,1.11E+15,,Hourly         ,$4.04 ,2022-06-19 17:14:00
1399,2022-06-19 16:49:00,C13474369158,1.11E+15,,               ,$4.09 ,2022-06-19 18:12:00
1402,2022-06-19 18:57:00,C13474536550,0,,Hourly         ,$0.00 ,2022-06-19 18:59:00
1404,2022-06-19 19:28:00,C13474338782,0,,Hourly         ,$0.00 ,2022-06-19 19:29:00
1406,2022-06-19 21:14:00,C13474058067,0,,Hourly         ,$0.00 ,2022-06-19 21:15:00
1408,2022-06-20 08:28:00,C13470689515,0,,Season         ,$0.00 ,2022-06-20 10:53:00
1409,2022-06-20 08:58:00,C13466362794,0,,               ,$0.00 ,2022-06-20 19:39:00
1410,2022-06-20 09:04:00,C13474058067,0,,Hourly         ,$0.00 ,2022-06-20 09:04:00
1412,2022-06-20 09:07:00,C13473922626,0,,Hourly         ,$0.00 ,2022-06-20 09:08:00
1414,2022-06-20 09:12:00,C13472693794,1.00E+15,,Hourly         ,$3.32 ,2022-06-20 10:34:00
1415,2022-06-20 09:15:00,C13467845254,                ,,Hourly         ,$21.84 ,2022-06-20 17:35:00
1416,2022-06-20 09:17:00,C13470991992,1.11E+15,,Hourly         ,$6.12 ,2022-06-20 11:39:00
1419,2022-06-20 09:31:00,C13566075000,1.11E+15,,Hourly         ,$5.81 ,2022-06-20 11:44:00
1417,2022-06-20 09:31:00,C13475542382,1.11E+15,,Hourly         ,$11.11 ,2022-06-20 13:30:00
1418,2022-06-20 09:31:00,C13475142223,0,,Hourly         ,$0.00 ,2022-06-20 09:32:00
1421,2022-06-20 09:40:00,C13374300805,1.11E+15,,Hourly         ,$3.85 ,2022-06-20 11:12:00
1422,2022-06-20 09:48:00,C13472687211,0,,Hourly         ,$0.00 ,2022-06-20 18:32:00
1423,2022-06-20 09:50:00,C13470143226,1.01E+15,,Hourly         ,$2.28 ,2022-06-20 10:46:00
1424,2022-06-20 09:51:00,C13471487679,0,,Season         ,$0.00 ,2022-06-20 11:40:00
1425,2022-06-20 10:05:00,C13471574874,0,,Season         ,$0.00 ,2022-06-20 18:50:00
1426,2022-06-20 10:07:00,C13566289054,0,,Season         ,$0.00 ,2022-06-20 19:04:00
1427,2022-06-20 10:18:00,C13470928905,0,,Hourly         ,$0.00 ,2022-06-20 10:25:00
1428,2022-06-20 10:24:00,C13375075582,1.11E+15,,Hourly         ,$3.94 ,2022-06-20 11:49:00
1433,2022-06-20 10:54:00,C13473518351,0,,Hourly         ,$0.00 ,2022-06-20 10:55:00
1436,2022-06-20 11:18:00,C13566018422,1.11E+15,,Hourly         ,$3.40 ,2022-06-20 12:25:00
1437,2022-06-20 11:24:00,C13471352735,0,,Season         ,$0.00 ,2022-06-20 14:17:00
1441,2022-06-20 11:48:00,C13388065502,0,,Hourly         ,$0.00 ,2022-06-20 11:53:00
1444,2022-06-20 11:55:00,C13472693794,0,,Hourly         ,$0.00 ,2022-06-20 11:59:00
1447,2022-06-20 12:32:00,C13374781731,0,,Hourly         ,$0.00 ,2022-06-20 12:40:00
1450,2022-06-20 13:40:00,C13472637623,0,,Hourly         ,$0.00 ,2022-06-20 13:40:00
1452,2022-06-20 14:02:00,C13474802619,0,,Hourly         ,$0.00 ,2022-06-20 14:03:00
1454,2022-06-20 14:11:00,C13472693794,0,,Hourly         ,$0.00 ,2022-06-20 14:16:00
1455,2022-06-20 14:11:00,C13472278568,0,,Hourly         ,$0.00 ,2022-06-20 14:12:00
1459,2022-06-20 14:26:00,C13473095737,0,,Season         ,$0.00 ,2022-06-20 22:11:00
1460,2022-06-20 14:26:00,C13472003559,0,,Hourly         ,$0.00 ,2022-06-20 14:27:00
1462,2022-06-20 14:29:00,C13473543199,1.11E+15,,Hourly         ,$1.36 ,2022-06-20 15:02:00
1463,2022-06-20 14:30:00,C13388403562,1.11E+15,,Hourly         ,$0.52 ,2022-06-20 14:43:00
1466,2022-06-20 15:31:00,C13388585861,0,,Hourly         ,$0.00 ,2022-06-20 15:34:00
1468,2022-06-20 16:12:00,C13389084674,0,,Hourly         ,$0.00 ,2022-06-20 16:12:00
1470,2022-06-20 17:21:00,C13473736770,0,,Hourly         ,$0.00 ,2022-06-20 17:24:00
1474,2022-06-20 18:41:00,C13566285566,1.01E+15,,Hourly         ,$3.00 ,2022-06-20 22:38:00
1475,2022-06-20 18:49:00,C13565767368,1.11E+15,,Hourly         ,$3.00 ,2022-06-20 22:16:00
1477,2022-06-20 18:59:00,C13475515420,1.11E+15,,Hourly         ,$3.00 ,2022-06-20 21:21:00
1479,2022-06-20 19:15:00,C13468733408,1.11E+15,,Hourly         ,$3.00 ,2022-06-20 23:01:00
1481,2022-06-20 19:44:00,C13471185679,1.11E+15,,Hourly         ,$3.00 ,2022-06-20 22:05:00
1482,2022-06-20 21:10:00,C13474058067,0,,Hourly         ,$0.00 ,2022-06-20 21:10:00
1485,2022-06-20 21:40:00,C13474001790,0,,Hourly         ,$0.00 ,2022-06-20 21:41:00
1492,2022-06-21 08:11:00,C13474058067,0,,Hourly         ,$0.00 ,2022-06-21 08:12:00
1493,2022-06-21 08:12:00,C13473252743,0,,Hourly         ,$0.00 ,2022-06-21 08:12:00
1496,2022-06-21 08:30:00,C13474415671,1.11E+15,,Hourly         ,$7.55 ,2022-06-21 11:30:00
1497,2022-06-21 08:46:00,C13475485059,0,,Hourly         ,$0.00 ,
1498,2022-06-21 08:53:00,C13467845254,                ,,Hourly         ,$21.36 ,2022-06-21 17:01:00
1499,2022-06-21 09:23:00,C13473526411,1.11E+15,,Hourly         ,$3.64 ,2022-06-21 10:54:00
1500,2022-06-21 09:43:00,C13374300805,1.11E+15,,Hourly         ,$9.23 ,2022-06-21 13:02:00
1501,2022-06-21 09:46:00,C13566339189,1.11E+15,,Hourly         ,$2.80 ,2022-06-21 10:55:00
1502,2022-06-21 09:59:00,C13566289054,0,,Season         ,$0.00 ,2022-06-21 18:18:00
1503,2022-06-21 10:10:00,C13388059124,0,,Hourly         ,$0.00 ,2022-06-21 10:10:00
1505,2022-06-21 10:22:00,C13472600505,0,,Hourly         ,$0.00 ,2022-06-21 10:25:00
1507,2022-06-21 10:53:00,C13472078814,0,,Hourly         ,$0.00 ,2022-06-21 10:54:00
1508,2022-06-21 10:54:00,C13473885442,1.11E+15,,Hourly         ,$0.89 ,2022-06-21 11:12:00
1512,2022-06-21 11:04:00,C13566462736,0,,Hourly         ,$0.00 ,2022-06-21 11:05:00
1515,2022-06-21 11:15:00,C13473084342,0,,Hourly         ,$0.00 ,2022-06-21 11:15:00
1518,2022-06-21 11:46:00,C13471574874,0,,Season         ,$0.00 ,2022-06-21 17:51:00
1519,2022-06-21 12:03:00,C13470143226,1.11E+15,,Hourly         ,$3.90 ,2022-06-21 13:20:00
1520,2022-06-21 13:00:00,C13472490566,1.11E+15,,Hourly         ,$10.60 ,2022-06-21 17:09:00
1523,2022-06-21 14:26:00,C111802345678789,1.11E+15,,Hourly         ,$0.00 ,2022-06-21 14:26:00
1524,2022-06-21 14:26:00,C111562345678789,1.11E+15,,Hourly         ,$0.00 ,2022-06-21 14:27:00
1527,2022-06-21 14:37:00,C13472687211,0,,Season         ,$0.00 ,2022-06-22 00:17:00
1528,2022-06-21 15:00:00,C13474058067,0,,Hourly         ,$0.00 ,2022-06-21 15:03:00
1530,2022-06-21 16:10:00,C13473095737,0,,Season         ,$0.00 ,2022-06-21 22:14:00
1535,2022-06-21 18:53:00,C13474349043,1.11E+15,,Hourly         ,$3.00 ,2022-06-21 22:09:00
1536,2022-06-21 19:00:00,C13473426825,1.11E+15,,Hourly         ,$3.00 ,2022-06-21 22:22:00
1537,2022-06-21 19:46:00,C13471185679,1.11E+15,,Hourly         ,$3.00 ,2022-06-21 22:05:00
1538,2022-06-21 21:30:00,C13471158076,0,,Hourly         ,$0.00 ,2022-06-21 21:32:00
1540,2022-06-21 21:33:00,C13474058067,0,,Hourly         ,$0.00 ,2022-06-21 21:34:00
1542,2022-06-21 22:00:00,C13473537499,0,,Hourly         ,$0.00 ,2022-06-21 22:01:00
1549,2022-06-22 07:19:00,C13471481483,0,,Season         ,$0.00 ,2022-06-22 14:03:00
1550,2022-06-22 08:06:00,C13474058067,0,,Hourly         ,$0.00 ,2022-06-22 08:08:00
1552,2022-06-22 08:31:00,C13566398088,0,,Hourly         ,$0.00 ,2022-06-22 08:32:00
1554,2022-06-22 08:43:00,C13474433811,1.11E+15,,Hourly         ,$23.24 ,2022-06-22 17:38:00
1555,2022-06-22 08:47:00,C13475629551,1.11E+15,,Hourly         ,$21.96 ,2022-06-22 17:10:00
1556,2022-06-22 08:48:00,C13473704636,0,,Hourly         ,$0.00 ,
