S/NO.,ENTRYDATETIME,IU,CASHCARD,VEHICLE,CARDTYPE,AMOUNT,EXITDATETIME
5990,2022-06-09 11:33:00,C13372519259,0,,Season         ,$0.00 ,2022-06-09 18:39:00
5998,2022-06-09 11:51:00,C13472764326,0,,Season         ,$0.00 ,2022-06-09 17:41:00
6000,2022-06-09 11:55:00,C13472663488,0,,Season         ,$0.00 ,2022-06-09 18:28:00
6003,2022-06-09 11:57:00,C13468674817,1.11E+15,,Hourly         ,$6.55 ,2022-06-09 15:19:00
6009,2022-06-09 12:11:00,C13472943869,0,,Season         ,$0.00 ,2022-06-09 19:18:00
6013,2022-06-09 12:18:00,C13472454605,1.11E+15,,Hourly         ,$5.66 ,2022-06-09 14:13:00
6016,2022-06-09 12:20:00,C13471788432,1.11E+15,,Hourly         ,$4.55 ,2022-06-09 13:51:00
6018,2022-06-09 12:21:00,C13473556945,1.11E+15,,Hourly         ,$6.67 ,2022-06-09 14:42:00
6020,2022-06-09 12:27:00,C13473759664,0,,Hourly         ,$0.00 ,2022-06-09 12:29:00
6022,2022-06-09 12:27:00,C13474298858,1.11E+15,,Hourly         ,$17.25 ,2022-06-09 19:32:00
6026,2022-06-09 12:37:00,C13473079467,1.11E+15,,Hourly         ,$1.25 ,2022-06-09 13:02:00
6028,2022-06-09 12:40:00,C13471847790,0,,Season         ,$0.00 ,2022-06-09 16:03:00
6029,2022-06-09 12:45:00,C13388001225,1.11E+15,,Hourly         ,$4.75 ,2022-06-09 14:24:00
6031,2022-06-09 12:50:00,C13060185084,1.11E+15,,Hourly         ,$1.50 ,2022-06-09 23:10:00
6034,2022-06-09 12:50:00,C13566591632,0,,Season         ,$0.00 ,2022-06-09 19:16:00
6037,2022-06-09 12:51:00,C13474545676,1.11E+15,,Hourly         ,$1.85 ,2022-06-09 13:27:00
6036,2022-06-09 12:51:00,C13472806910,0,,Season         ,$0.00 ,2022-06-10 10:26:00
6040,2022-06-09 13:00:00,C13566474590,1.11E+15,,Hourly         ,$3.92 ,2022-06-09 14:22:00
6043,2022-06-09 13:02:00,C13473691946,1.11E+15,,Hourly         ,$5.78 ,2022-06-09 15:11:00
6046,2022-06-09 13:04:00,C13471569462,1.11E+15,,Hourly         ,$6.00 ,2022-06-09 15:19:00
6050,2022-06-09 13:07:00,C13473611212,1.11E+15,,Hourly         ,$2.45 ,2022-06-09 13:55:00
6054,2022-06-09 13:17:00,C13468758529,0,,Season         ,$0.00 ,2022-06-09 19:17:00
6056,2022-06-09 13:19:00,C13473974635,0,,Season         ,$0.00 ,2022-06-09 21:01:00
6057,2022-06-09 13:23:00,C13060754210,1.11E+15,,Hourly         ,$1.50 ,2022-06-09 14:00:00
6060,2022-06-09 13:32:00,C13565705993,1.11E+15,,Hourly         ,$2.96 ,2022-06-09 14:38:00
6062,2022-06-09 13:45:00,C13388945695,1.11E+15,,Hourly         ,$1.03 ,2022-06-09 14:06:00
6065,2022-06-09 13:45:00,C13474049229,1.11E+15,,Hourly         ,$0.83 ,2022-06-09 14:01:00
6066,2022-06-09 13:45:00,C13473180413,1.11E+15,,Hourly         ,$3.99 ,2022-06-09 15:20:00
6069,2022-06-09 13:49:00,C13474983211,0,,Season         ,$0.00 ,2022-06-09 21:15:00
6076,2022-06-09 14:01:00,C13470214770,1.11E+15,,Hourly         ,$8.79 ,2022-06-09 20:28:00
6078,2022-06-09 14:05:00,C13467229317,1.11E+15,,Hourly         ,$2.56 ,2022-06-09 15:08:00
6082,2022-06-09 14:07:00,C13470301014,1.11E+15,,Hourly         ,$2.30 ,2022-06-09 15:28:00
6084,2022-06-09 14:09:00,C13473715847,0,,Season         ,$0.00 ,2022-06-09 15:40:00
6087,2022-06-09 14:14:00,C13565716703,0,,Season         ,$0.00 ,2022-06-09 20:06:00
6097,2022-06-09 14:25:00,C13388415937,1.11E+15,,Hourly         ,$1.48 ,2022-06-09 15:02:00
6099,2022-06-09 14:31:00,C13388234462,1.11E+15,,Hourly         ,$0.72 ,2022-06-09 14:49:00
6101,2022-06-09 14:35:00,C13565831592,1.11E+15,,Hourly         ,$0.56 ,2022-06-09 14:49:00
6106,2022-06-09 14:44:00,C13469182989,0,,Season         ,$0.00 ,2022-06-09 18:16:00
6110,2022-06-09 14:53:00,C13472388224,0,,Season         ,$0.00 ,2022-06-09 17:53:00
6112,2022-06-09 14:56:00,C13388276711,1.11E+15,,Hourly         ,$0.88 ,2022-06-09 15:17:00
6114,2022-06-09 14:57:00,C13471561797,0,,Season         ,$0.00 ,2022-06-09 22:20:00
6116,2022-06-09 14:59:00,C13468868609,0,,Season         ,$0.00 ,2022-06-09 17:16:00
6119,2022-06-09 15:10:00,C13060278021,8.01E+15,,Hourly         ,$1.50 ,2022-06-09 18:09:00
6128,2022-06-09 15:36:00,C13471938534,1.11E+15,,Hourly         ,$1.40 ,2022-06-09 16:11:00
6135,2022-06-09 15:52:00,C13565784104,0,,Season         ,$0.00 ,2022-06-09 18:15:00
6137,2022-06-09 15:59:00,C13469051808,1.11E+15,,Hourly         ,$2.20 ,2022-06-09 16:53:00
6139,2022-06-09 16:00:00,C13474339333,0,,Season         ,$0.00 ,2022-06-09 19:23:00
6141,2022-06-09 16:02:00,C13566437539,1.11E+15,,Hourly         ,$3.40 ,2022-06-09 17:27:00
6144,2022-06-09 16:04:00,C13475457763,1.11E+15,,Hourly         ,$1.90 ,2022-06-09 17:12:00
6146,2022-06-09 16:05:00,C13472444959,1.11E+15,,Hourly         ,$3.36 ,2022-06-09 17:29:00
6148,2022-06-09 16:08:00,C13470229520,1.11E+15,,Hourly         ,$3.24 ,2022-06-09 17:28:00
6153,2022-06-09 16:14:00,C13471938534,1.11E+15,,Hourly         ,$0.60 ,2022-06-09 16:29:00
6155,2022-06-09 16:23:00,C13471564611,1.11E+15,,Hourly         ,$1.72 ,2022-06-09 17:06:00
6157,2022-06-09 16:25:00,C13471702004,1.11E+15,,Hourly         ,$6.80 ,2022-06-09 18:20:00
6160,2022-06-09 16:29:00,C13468674817,1.11E+15,,Hourly         ,$4.65 ,2022-06-09 22:14:00
6163,2022-06-09 16:30:00,C13473141019,1.11E+15,,Hourly         ,$4.62 ,2022-06-09 18:34:00
6176,2022-06-09 17:12:00,C13475051705,1.11E+15,,Hourly         ,$3.44 ,2022-06-09 22:44:00
6175,2022-06-09 17:12:00,C13473387184,0,,Hourly         ,$0.00 ,2022-06-09 17:18:00
6184,2022-06-09 17:22:00,C13473544546,0,,Season         ,$0.00 ,2022-06-09 20:13:00
6192,2022-06-09 17:29:00,C13469509311,1.11E+15,,Hourly         ,$4.24 ,2022-06-09 18:36:00
6194,2022-06-09 17:34:00,C13566186582,0,,Season         ,$0.00 ,2022-06-09 22:14:00
6202,2022-06-09 17:44:00,C13470990525,1.11E+15,,Hourly         ,$3.64 ,2022-06-09 18:01:00
6203,2022-06-09 17:45:00,C13566124253,1.00E+15,,Hourly         ,$2.52 ,2022-06-09 19:13:00
6212,2022-06-09 17:56:00,C13474947251,1.11E+15,,Hourly         ,$3.16 ,2022-06-09 22:18:00
6211,2022-06-09 17:56:00,C13473715847,0,,Season         ,$0.00 ,2022-06-09 19:15:00
6213,2022-06-09 18:01:00,C13471769019,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 19:25:00
6216,2022-06-09 18:03:00,C13566215664,1.11E+15,,Hourly         ,$2.10 ,2022-06-09 22:45:00
6220,2022-06-09 18:05:00,C13471965379,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 23:10:00
6222,2022-06-09 18:06:00,C13475258400,1.11E+15,,Hourly         ,$2.10 ,2022-06-09 22:23:00
6225,2022-06-09 18:08:00,C13473362261,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 19:45:00
6227,2022-06-09 18:09:00,C13388571491,1.01E+15,,Hourly         ,$3.00 ,2022-06-09 22:57:00
6232,2022-06-09 18:10:00,C13566158210,1.11E+15,,Hourly         ,$2.10 ,2022-06-09 22:17:00
6235,2022-06-09 18:12:00,C13566447788,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 22:45:00
6238,2022-06-09 18:13:00,C13474920166,1.11E+15,,Hourly         ,$2.10 ,2022-06-09 22:36:00
6241,2022-06-09 18:16:00,C13566579916,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 22:23:00
6248,2022-06-09 18:17:00,C13474395019,1.11E+15,,Hourly         ,$2.10 ,2022-06-09 23:30:00
6245,2022-06-09 18:17:00,C13388804371,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 23:01:00
6249,2022-06-09 18:18:00,C13566345685,1.11E+15,,Hourly         ,$2.10 ,2022-06-09 23:13:00
6253,2022-06-09 18:19:00,C13474341785,1.11E+15,,Hourly         ,$2.10 ,2022-06-09 23:06:00
6260,2022-06-09 18:20:00,C13474965970,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 22:23:00
6258,2022-06-09 18:20:00,C13475154244,1.11E+15,,Hourly         ,$2.10 ,2022-06-09 22:16:00
6262,2022-06-09 18:21:00,C13473733789,1.11E+15,,Hourly         ,$2.10 ,2022-06-09 22:55:00
6266,2022-06-09 18:23:00,C13474874355,1.11E+15,,Hourly         ,$2.10 ,2022-06-09 23:39:00
6271,2022-06-09 18:25:00,C13474998517,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 23:04:00
6278,2022-06-09 18:30:00,C13471548490,1.00E+15,,Hourly         ,$2.10 ,2022-06-09 22:29:00
6280,2022-06-09 18:30:00,C13471585144,1.11E+15,,Hourly         ,$2.10 ,2022-06-09 22:47:00
6288,2022-06-09 18:36:00,C13475225952,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 22:06:00
6290,2022-06-09 18:38:00,C13470702534,0,,Hourly         ,$0.00 ,2022-06-09 18:42:00
6293,2022-06-09 18:39:00,C13475108899,1.11E+15,,Hourly         ,$2.10 ,2022-06-09 22:43:00
6295,2022-06-09 18:41:00,C13565961968,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 22:29:00
6302,2022-06-09 18:42:00,C13565920914,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 21:24:00
6298,2022-06-09 18:42:00,C13474237595,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 21:58:00
6304,2022-06-09 18:43:00,C13473594010,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 23:06:00
6308,2022-06-09 18:44:00,C13566153070,1.11E+15,,Hourly         ,$2.10 ,2022-06-09 22:06:00
6312,2022-06-09 18:45:00,C13471791813,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 22:36:00
6310,2022-06-09 18:45:00,C13471959941,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 22:33:00
6314,2022-06-09 18:47:00,C13471606752,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 22:58:00
6316,2022-06-09 18:47:00,C13472029647,1.11E+15,,Hourly         ,$2.10 ,2022-06-09 23:06:00
6318,2022-06-09 18:48:00,C13565833109,1.11E+15,,Hourly         ,$2.10 ,2022-06-09 22:13:00
6322,2022-06-09 18:50:00,C13474470904,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 22:52:00
6324,2022-06-09 18:50:00,C13466935254,1.11E+15,,Hourly         ,$2.10 ,2022-06-09 22:36:00
6326,2022-06-09 18:50:00,C13471446413,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 22:14:00
6328,2022-06-09 18:51:00,C13473712275,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 22:15:00
6333,2022-06-09 18:55:00,C13565850014,1.11E+15,,Hourly         ,$2.24 ,2022-06-10 00:03:00
6332,2022-06-09 18:55:00,C13566456614,1.11E+15,,Hourly         ,$2.10 ,2022-06-09 22:56:00
6335,2022-06-09 18:57:00,C13472857905,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 22:51:00
6338,2022-06-09 19:00:00,C13471958087,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 22:25:00
6344,2022-06-09 19:02:00,C13469776374,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 23:34:00
6341,2022-06-09 19:02:00,C13566244976,1.11E+15,,Hourly         ,$2.10 ,2022-06-09 22:55:00
6342,2022-06-09 19:02:00,C13473727133,1.11E+15,,Hourly         ,$2.10 ,2022-06-09 22:50:00
6346,2022-06-09 19:04:00,C13475569426,1.11E+15,,Hourly         ,$2.10 ,2022-06-09 22:56:00
6349,2022-06-09 19:06:00,C13474485185,1.11E+15,,Hourly         ,$2.10 ,2022-06-09 23:02:00
6351,2022-06-09 19:07:00,C13565921096,1.11E+15,,Hourly         ,$26.24 ,2022-06-09 19:07:00
6353,2022-06-09 19:08:00,C13475489218,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 22:46:00
6356,2022-06-09 19:11:00,C13473767626,1.11E+15,,Hourly         ,$2.10 ,2022-06-09 22:13:00
6359,2022-06-09 19:11:00,C13472193011,1.01E+15,,Hourly         ,$3.00 ,2022-06-09 23:28:00
6361,2022-06-09 19:12:00,C13475624419,1.11E+15,,Hourly         ,$2.10 ,2022-06-09 22:54:00
6366,2022-06-09 19:14:00,C13566360920,1.11E+15,,Hourly         ,$2.10 ,2022-06-09 22:57:00
6367,2022-06-09 19:14:00,C13566426409,1.11E+15,,Hourly         ,$2.10 ,2022-06-09 21:32:00
6372,2022-06-09 19:17:00,C13566417476,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 22:00:00
6376,2022-06-09 19:19:00,C13565690911,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 20:23:00
6380,2022-06-09 19:23:00,C13475330711,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 21:50:00
6390,2022-06-09 19:25:00,C13470720692,1.00E+15,,Hourly         ,$2.10 ,2022-06-09 22:21:00
6389,2022-06-09 19:25:00,C13473231747,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 22:31:00
6387,2022-06-09 19:25:00,C13474259771,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 22:27:00
6395,2022-06-09 19:29:00,C13566509660,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 21:09:00
6397,2022-06-09 19:31:00,C13472931107,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 23:06:00
6402,2022-06-09 19:37:00,C13474024990,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 21:06:00
6421,2022-06-09 19:53:00,C13565751691,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 23:27:00
6422,2022-06-09 19:53:00,C13472997214,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 23:28:00
6423,2022-06-09 19:53:00,C13472774893,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 22:04:00
6424,2022-06-09 19:53:00,C13474356857,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 21:11:00
6425,2022-06-09 19:53:00,C13468962964,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 23:26:00
6426,2022-06-09 19:53:00,C13473691946,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 23:20:00
6428,2022-06-09 20:01:00,C13475190509,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 21:31:00
6434,2022-06-09 20:08:00,C13475415662,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 22:59:00
6436,2022-06-09 20:11:00,C13472888380,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 21:16:00
6438,2022-06-09 20:12:00,C13474722372,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 22:19:00
6441,2022-06-09 20:18:00,C13472299074,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 22:39:00
6445,2022-06-09 20:29:00,C13469986888,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 22:19:00
6454,2022-06-09 21:18:00,C13473155426,1.01E+15,,Hourly         ,$3.00 ,2022-06-09 23:58:00
6456,2022-06-09 21:24:00,C13471932346,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 23:25:00
6459,2022-06-09 21:24:00,C13388708892,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 23:49:00
6464,2022-06-09 21:40:00,C13471924145,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 22:24:00
6468,2022-06-09 21:44:00,C13468279895,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 23:10:00
6480,2022-06-09 22:13:00,C13387976830,1.11E+15,,Hourly         ,$11.90 ,2022-06-10 02:57:00
6496,2022-06-09 22:21:00,C13468067105,1.11E+15,,Hourly         ,$11.80 ,2022-06-10 02:55:00
6586,2022-06-10 06:45:00,C13473793372,0,,Season         ,$0.00 ,2022-06-10 18:15:00
6589,2022-06-10 07:09:00,C13565920914,1.11E+15,,Hourly         ,$3.00 ,2022-06-10 08:24:00
6591,2022-06-10 07:32:00,C13565996353,0,,Season         ,$0.00 ,2022-06-10 14:01:00
6594,2022-06-10 07:37:00,C13472440571,0,,Hourly         ,$0.00 ,2022-06-10 17:08:00
6595,2022-06-10 07:38:00,C13388331755,1.11E+15,,Hourly         ,$0.44 ,2022-06-10 07:48:00
6598,2022-06-10 07:44:00,C13475135862,1.11E+15,,Hourly         ,$14.81 ,2022-06-10 15:47:00
6599,2022-06-10 07:44:00,C13060464133,1.11E+15,,Hourly         ,$1.50 ,2022-06-10 12:19:00
6601,2022-06-10 07:48:00,C12365714379,0,,               ,$0.00 ,2022-06-10 21:57:00
6605,2022-06-10 07:50:00,C13470704275,0,,Season         ,$0.00 ,2022-06-10 17:29:00
6607,2022-06-10 07:59:00,C13474577298,0,,Season         ,$0.00 ,2022-06-10 17:42:00
6608,2022-06-10 08:00:00,C13061316383,1.11E+15,,Hourly         ,$1.50 ,2022-06-10 20:08:00
6610,2022-06-10 08:03:00,C13471299455,0,,Season         ,$0.00 ,2022-06-10 13:12:00
6612,2022-06-10 08:04:00,C13471968078,0,,Season         ,$0.00 ,2022-06-10 18:45:00
6614,2022-06-10 08:07:00,C13565784104,0,,Season         ,$0.00 ,2022-06-10 18:53:00
6618,2022-06-10 08:08:00,C13468201125,1.11E+15,,Hourly         ,$7.03 ,2022-06-10 12:02:00
6621,2022-06-10 08:11:00,C13565758101,0,,Season         ,$0.00 ,2022-06-10 17:55:00
6623,2022-06-10 08:12:00,C13388261984,1.11E+15,,Hourly         ,$6.52 ,2022-06-10 10:55:00
6625,2022-06-10 08:13:00,C13565731874,0,,Hourly         ,$0.00 ,2022-06-10 18:23:00
6630,2022-06-10 08:16:00,C13565723047,1.11E+15,,Hourly         ,$6.97 ,2022-06-10 12:07:00
6631,2022-06-10 08:17:00,C13474412839,0,,Hourly         ,$0.00 ,2022-06-10 23:09:00
6639,2022-06-10 08:23:00,C13474871862,0,,Season         ,$0.00 ,2022-06-10 17:04:00
6638,2022-06-10 08:23:00,C13473206302,1.11E+15,,Hourly         ,$23.72 ,2022-06-10 17:30:00
6636,2022-06-10 08:23:00,C13468907756,0,,Season         ,$0.00 ,2022-06-10 19:31:00
6634,2022-06-10 08:23:00,C13473522401,0,,Season         ,$0.00 ,2022-06-10 12:26:00
6641,2022-06-10 08:24:00,C13474902338,0,,Season         ,$0.00 ,2022-06-10 22:50:00
6644,2022-06-10 08:26:00,C13473862994,1.11E+15,,Hourly         ,$8.55 ,2022-06-10 13:00:00
6647,2022-06-10 08:27:00,C13469641122,1.11E+15,,Hourly         ,$2.84 ,2022-06-10 09:37:00
6649,2022-06-10 08:29:00,C13471847790,0,,Season         ,$0.00 ,2022-06-10 09:28:00
6652,2022-06-10 08:30:00,C13472405169,0,,Season         ,$0.00 ,2022-06-10 12:10:00
6654,2022-06-10 08:33:00,C13388637773,1.11E+15,,Hourly         ,$0.44 ,2022-06-10 08:43:00
6656,2022-06-10 08:34:00,C13473923590,1.11E+15,,Hourly         ,$6.14 ,2022-06-10 11:05:00
6658,2022-06-10 08:38:00,C13472665169,0,,Hourly         ,$0.00 ,2022-06-10 18:23:00
6663,2022-06-10 08:42:00,C13471419970,1.11E+15,,Hourly         ,$14.28 ,2022-06-10 16:26:00
6664,2022-06-10 08:42:00,C13470921835,0,,Season         ,$0.00 ,2022-06-10 18:37:00
6667,2022-06-10 08:43:00,C13472388224,0,,Season         ,$0.00 ,2022-06-10 11:13:00
6670,2022-06-10 08:46:00,C13475045599,0,,Season         ,$0.00 ,2022-06-10 18:21:00
6672,2022-06-10 08:47:00,C13469312119,0,,Season         ,$0.00 ,2022-06-10 12:52:00
6674,2022-06-10 08:48:00,C13566280764,1.11E+15,,Hourly         ,$21.20 ,2022-06-10 16:52:00
6676,2022-06-10 08:50:00,C13471654882,0,,Season         ,$0.00 ,2022-06-10 17:41:00
6678,2022-06-10 08:52:00,C13474221573,0,,Season         ,$0.00 ,2022-06-10 12:12:00
6682,2022-06-10 08:56:00,C13475594208,0,,Season         ,$0.00 ,2022-06-10 21:43:00
6685,2022-06-10 08:59:00,C13468758529,0,,Season         ,$0.00 ,2022-06-10 17:47:00
6690,2022-06-10 09:00:00,C13473179191,0,,Season         ,$0.00 ,2022-06-10 20:23:00
6687,2022-06-10 09:00:00,C13473101073,0,,Season         ,$0.00 ,2022-06-10 09:37:00
6688,2022-06-10 09:00:00,C13470957551,0,,Season         ,$0.00 ,2022-06-10 17:07:00
6692,2022-06-10 09:02:00,C13566068625,0,,Season         ,$0.00 ,2022-06-10 10:37:00
6695,2022-06-10 09:06:00,C13472017073,1.11E+15,,Hourly         ,$2.16 ,2022-06-10 10:22:00
6698,2022-06-10 09:12:00,C13474339333,0,,Season         ,$0.00 ,2022-06-11 13:15:00
6701,2022-06-10 09:15:00,C13475170472,0,,Season         ,$0.00 ,2022-06-10 17:45:00
6703,2022-06-10 09:18:00,C13469680959,0,,Season         ,$0.00 ,2022-06-10 18:35:00
6707,2022-06-10 09:31:00,C13565702867,0,,Season         ,$0.00 ,2022-06-10 17:35:00
6713,2022-06-10 09:39:00,C13472055229,0,,Season         ,$0.00 ,2022-06-10 13:37:00
6715,2022-06-10 09:40:00,C13472764326,0,,Season         ,$0.00 ,2022-06-10 17:36:00
6718,2022-06-10 09:41:00,C13474398130,0,,Season         ,$0.00 ,2022-06-10 13:21:00
6720,2022-06-10 09:43:00,C13471236244,1.11E+15,,Hourly         ,$1.44 ,2022-06-10 10:18:00
6725,2022-06-10 09:58:00,C13566271442,0,,Season         ,$0.00 ,2022-06-10 11:46:00
6728,2022-06-10 10:05:00,C13566003754,1.11E+15,,Hourly         ,$2.30 ,2022-06-10 11:01:00
6730,2022-06-10 10:05:00,C13471873136,1.11E+15,,Hourly         ,$1.20 ,2022-06-10 10:34:00
6732,2022-06-10 10:08:00,C13472535554,0,,Season         ,$0.00 ,2022-06-10 19:11:00
6734,2022-06-10 10:10:00,C13388276711,1.11E+15,,Hourly         ,$3.35 ,2022-06-10 11:26:00
6736,2022-06-10 10:11:00,C13473649814,0,,Season         ,$0.00 ,2022-06-10 16:06:00
6742,2022-06-10 10:20:00,C13474265190,1.11E+15,,Hourly         ,$0.72 ,2022-06-10 10:37:00
6745,2022-06-10 10:23:00,C13470274797,1.11E+15,,Hourly         ,$1.24 ,2022-06-10 10:54:00
6748,2022-06-10 10:27:00,C13566119683,0,,Season         ,$0.00 ,2022-06-10 17:50:00
6751,2022-06-10 10:33:00,C13474134914,1.11E+15,,Hourly         ,$1.28 ,2022-06-10 11:03:00
6753,2022-06-10 10:34:00,C13471134688,1.11E+15,,Hourly         ,$7.87 ,2022-06-10 14:29:00
6759,2022-06-10 10:45:00,C13058640931,0,,Season         ,$0.00 ,2022-06-10 23:57:00
6761,2022-06-10 10:51:00,C13565893351,1.11E+15,,Hourly         ,$2.74 ,2022-06-10 12:10:00
6764,2022-06-10 10:53:00,C13472402579,0,,Season         ,$0.00 ,2022-06-10 17:56:00
6765,2022-06-10 10:53:00,C13565944873,0,,Season         ,$0.00 ,2022-06-10 20:10:00
6772,2022-06-10 11:03:00,C13472708788,1.11E+15,,Hourly         ,$11.01 ,2022-06-10 14:53:00
6775,2022-06-10 11:10:00,C13471938534,1.11E+15,,Hourly         ,$1.80 ,2022-06-10 11:45:00
6779,2022-06-10 11:20:00,C13373405838,0,,Hourly         ,$0.00 ,2022-06-10 15:24:00
6781,2022-06-10 11:23:00,C13474800368,1.11E+15,,Hourly         ,$11.45 ,2022-06-10 15:29:00
6786,2022-06-10 11:33:00,C13474371138,0,,Hourly         ,$0.00 ,2022-06-10 14:26:00
6791,2022-06-10 11:50:00,C13471561797,0,,Season         ,$0.00 ,2022-06-10 12:29:00
6792,2022-06-10 11:51:00,C13856739974,1.11E+15,,Hourly         ,$0.70 ,2022-06-10 12:04:00
6808,2022-06-10 12:20:00,C13473037723,1.11E+15,,Hourly         ,$17.60 ,2022-06-10 18:59:00
6811,2022-06-10 12:21:00,C13474826538,1.11E+15,,Hourly         ,$5.35 ,2022-06-10 14:09:00
6814,2022-06-10 12:22:00,C13389018782,0,,Hourly         ,$0.00 ,2022-06-10 12:30:00
6815,2022-06-10 12:22:00,C13566591632,0,,Season         ,$0.00 ,2022-06-10 14:30:00
6816,2022-06-10 12:22:00,C13388903816,1.11E+15,,Hourly         ,$0.75 ,2022-06-10 12:36:00
6818,2022-06-10 12:23:00,C13473150658,1.11E+15,,Hourly         ,$5.97 ,2022-06-10 14:27:00
6819,2022-06-10 12:24:00,C13566271442,0,,Season         ,$0.00 ,2022-06-10 17:34:00
6822,2022-06-10 12:29:00,C13474016839,0,,Season         ,$0.00 ,2022-06-10 14:21:00
6823,2022-06-10 12:30:00,C13474442442,1.11E+15,,Hourly         ,$1.00 ,2022-06-10 12:49:00
6826,2022-06-10 12:38:00,C13471488496,0,,Season         ,$0.00 ,2022-06-10 18:32:00
6827,2022-06-10 12:41:00,C13472703308,1.11E+15,,Hourly         ,$2.50 ,2022-06-10 13:30:00
6830,2022-06-10 12:52:00,C12365718315,0,,               ,$0.00 ,2022-06-10 14:00:00
6831,2022-06-10 12:57:00,C13474710286,1.11E+15,,Hourly         ,$1.80 ,2022-06-10 13:33:00
6832,2022-06-10 12:58:00,C13472306937,1.11E+15,,Hourly         ,$12.14 ,2022-06-10 17:45:00
6833,2022-06-10 12:59:00,C13472402899,0,,Season         ,$0.00 ,2022-06-10 17:37:00
6834,2022-06-10 12:59:00,C13474983211,0,,Season         ,$0.00 ,2022-06-10 19:31:00
6836,2022-06-10 13:04:00,C13471523386,0,,Season         ,$0.00 ,2022-06-10 17:18:00
6838,2022-06-10 13:18:00,C13473656143,1.11E+15,,Hourly         ,$14.70 ,2022-06-10 18:57:00
6839,2022-06-10 13:20:00,C13388276711,1.11E+15,,Hourly         ,$4.00 ,2022-06-10 14:49:00
6841,2022-06-10 13:24:00,C13475304328,1.11E+15,,Hourly         ,$0.95 ,2022-06-10 13:43:00
6842,2022-06-10 13:27:00,C13475514406,0,,Hourly         ,$0.00 ,2022-06-10 13:36:00
6847,2022-06-10 13:39:00,C13474173871,1.11E+15,,Hourly         ,$6.73 ,2022-06-10 16:21:00
6848,2022-06-10 13:39:00,C13566138163,0,,Season         ,$0.00 ,2022-06-10 17:11:00
6850,2022-06-10 13:44:00,C13474174722,1.11E+15,,Hourly         ,$1.96 ,2022-06-10 14:28:00
6851,2022-06-10 13:46:00,C13474707035,1.01E+15,,Hourly         ,$9.31 ,2022-06-10 22:09:00
6852,2022-06-10 13:54:00,C13060253122,1.01E+15,,Hourly         ,$1.50 ,2022-06-10 17:54:00
6855,2022-06-10 14:02:00,C13388656658,1.00E+15,,Hourly         ,$0.48 ,2022-06-10 14:14:00
6856,2022-06-10 14:03:00,C13473343683,0,,Hourly         ,$0.00 ,2022-06-10 14:11:00
6858,2022-06-10 14:09:00,C13473101073,0,,Season         ,$0.00 ,2022-06-10 17:36:00
6859,2022-06-10 14:10:00,C13474179472,1.11E+15,,Hourly         ,$8.54 ,2022-06-10 22:58:00
