S/NO.,ENTRYDATETIME,IU,CASHCARD,VEHICLE,CARDTYPE,AMOUNT,EXITDATETIME
10868,2022-06-16 11:23:00,C13472649122,0,,Season         ,$0.00 ,2022-06-16 20:36:00
10872,2022-06-16 11:29:00,C13471663075,0,,Season         ,$0.00 ,2022-06-16 17:46:00
10875,2022-06-16 11:31:00,C13566138163,0,,Season         ,$0.00 ,2022-06-16 15:49:00
10877,2022-06-16 11:32:00,C13470249972,1.11E+15,,Hourly         ,$4.30 ,2022-06-16 12:57:00
10881,2022-06-16 11:35:00,C13468927085,0,,Season         ,$0.00 ,2022-06-16 15:08:00
10884,2022-06-16 11:35:00,C13472055229,0,,Season         ,$0.00 ,2022-06-16 21:15:00
10886,2022-06-16 11:46:00,C13387794711,1.11E+15,,Hourly         ,$0.60 ,2022-06-16 11:58:00
10888,2022-06-16 11:48:00,C13475624419,1.11E+15,,Hourly         ,$10.19 ,2022-06-16 17:18:00
10890,2022-06-16 11:50:00,C13468674817,1.11E+15,,Hourly         ,$7.13 ,2022-06-16 15:31:00
10893,2022-06-16 11:59:00,C13372519259,0,,Season         ,$0.00 ,2022-06-16 19:55:00
10896,2022-06-16 12:05:00,C13475223768,1.11E+15,,Hourly         ,$6.63 ,2022-06-16 14:21:00
10898,2022-06-16 12:07:00,C13473646803,1.11E+15,,Hourly         ,$3.65 ,2022-06-16 13:20:00
10905,2022-06-16 12:16:00,C13566348770,1.11E+15,,Hourly         ,$3.50 ,2022-06-16 13:25:00
10903,2022-06-16 12:16:00,C13060253122,1.01E+15,,Hourly         ,$1.50 ,2022-06-16 17:09:00
10909,2022-06-16 12:20:00,C13473358260,1.11E+15,,Hourly         ,$3.10 ,2022-06-16 13:21:00
10911,2022-06-16 12:20:00,C13565784962,0,,Season         ,$0.00 ,2022-06-16 18:40:00
10913,2022-06-16 12:24:00,C13469559407,1.11E+15,,Hourly         ,$5.20 ,2022-06-16 14:09:00
10915,2022-06-16 12:28:00,C13388938526,1.11E+15,,Hourly         ,$2.10 ,2022-06-16 13:09:00
10917,2022-06-16 12:32:00,C13470691594,1.11E+15,,Hourly         ,$9.40 ,2022-06-16 16:04:00
10921,2022-06-16 12:36:00,C13566119683,0,,Season         ,$0.00 ,2022-06-16 15:50:00
10922,2022-06-16 12:36:00,C13471938534,1.11E+15,,Hourly         ,$1.80 ,2022-06-16 13:12:00
10925,2022-06-16 12:39:00,C13566360920,1.11E+15,,Hourly         ,$11.66 ,2022-06-16 22:42:00
10928,2022-06-16 12:41:00,C13467427368,0,,Season         ,$0.00 ,2022-06-16 18:30:00
10932,2022-06-16 12:47:00,C13468263933,0,,Season         ,$0.00 ,2022-06-16 17:40:00
10935,2022-06-16 12:49:00,C13856731486,1.11E+15,,Hourly         ,$1.40 ,2022-06-16 13:17:00
10939,2022-06-16 12:50:00,C13472633679,1.11E+15,,Hourly         ,$7.90 ,2022-06-16 15:49:00
10937,2022-06-16 12:50:00,C13471279991,1.11E+15,,Hourly         ,$5.00 ,2022-06-16 15:30:00
10952,2022-06-16 13:14:00,C13471802299,1.11E+15,,Hourly         ,$14.90 ,2022-06-16 22:24:00
10959,2022-06-16 13:24:00,C13474702176,1.11E+15,,Hourly         ,$4.40 ,2022-06-16 15:04:00
10966,2022-06-16 13:32:00,C13475338119,1.11E+15,,Hourly         ,$9.32 ,2022-06-16 17:17:00
10968,2022-06-16 13:36:00,C13470763271,0,,Season         ,$0.00 ,2022-06-16 21:19:00
10970,2022-06-16 13:40:00,C13473150476,0,,Season         ,$0.00 ,2022-06-16 13:52:00
10972,2022-06-16 13:41:00,C13474664210,0,,Season         ,$0.00 ,2022-06-16 17:36:00
10974,2022-06-16 13:44:00,C13474531170,1.11E+15,,Hourly         ,$3.92 ,2022-06-16 15:17:00
10979,2022-06-16 13:50:00,C13388656658,0,,Hourly         ,$0.00 ,2022-06-16 13:59:00
10981,2022-06-16 13:52:00,C13473281021,0,,Season         ,$0.00 ,2022-06-16 18:32:00
10985,2022-06-16 13:54:00,C13472983734,0,,Season         ,$0.00 ,2022-06-16 15:49:00
10986,2022-06-16 13:54:00,C13566068625,0,,Season         ,$0.00 ,2022-06-16 15:15:00
10989,2022-06-16 13:57:00,C13475258400,1.11E+15,,Hourly         ,$8.93 ,2022-06-16 22:44:00
10992,2022-06-16 14:01:00,C13565893169,1.11E+15,,Hourly         ,$3.16 ,2022-06-16 15:20:00
10997,2022-06-16 14:12:00,C13388234462,1.11E+15,,Hourly         ,$0.80 ,2022-06-16 14:32:00
10999,2022-06-16 14:14:00,C13566186582,0,,Season         ,$0.00 ,2022-06-16 21:35:00
11001,2022-06-16 14:19:00,C13472105513,1.11E+15,,Hourly         ,$11.84 ,2022-06-16 18:07:00
11003,2022-06-16 14:20:00,C13473694421,0,,Season         ,$0.00 ,2022-06-16 16:07:00
11004,2022-06-16 14:21:00,C13061272971,1.11E+15,,Hourly         ,$1.50 ,2022-06-16 15:28:00
11007,2022-06-16 14:26:00,C13473862674,1.11E+15,,Hourly         ,$4.80 ,2022-06-16 16:26:00
11008,2022-06-16 14:30:00,C13061059263,1.11E+15,,Hourly         ,$1.50 ,2022-06-16 18:28:00
11011,2022-06-16 14:31:00,C13374740135,0,,Season         ,$0.00 ,2022-06-16 18:46:00
11014,2022-06-16 14:35:00,C13473657456,0,,Season         ,$0.00 ,2022-06-16 17:51:00
11018,2022-06-16 14:40:00,C13474722778,1.11E+15,,Hourly         ,$11.00 ,2022-06-16 20:21:00
11019,2022-06-16 14:40:00,C13475633965,1.11E+15,,Hourly         ,$1.84 ,2022-06-16 15:25:00
11021,2022-06-16 14:41:00,C13388891193,1.11E+15,,Hourly         ,$7.67 ,2022-06-16 20:52:00
11024,2022-06-16 14:46:00,C13471561797,0,,Season         ,$0.00 ,2022-06-16 22:06:00
11026,2022-06-16 14:49:00,C13565800506,1.11E+15,,Hourly         ,$5.68 ,2022-06-16 17:10:00
11029,2022-06-16 14:52:00,C13471949389,1.11E+15,,Hourly         ,$1.32 ,2022-06-16 15:24:00
11031,2022-06-16 14:58:00,C13474983211,0,,Season         ,$0.00 ,2022-06-17 00:03:00
11039,2022-06-16 15:19:00,C13566591632,0,,Season         ,$0.00 ,2022-06-16 18:27:00
11047,2022-06-16 15:30:00,C13474226458,1.11E+15,,Hourly         ,$3.64 ,2022-06-16 17:00:00
11059,2022-06-16 16:00:00,C13474659862,1.11E+15,,Hourly         ,$7.80 ,2022-06-16 22:01:00
11060,2022-06-16 16:00:00,C13473594010,1.11E+15,,Hourly         ,$7.80 ,2022-06-16 22:48:00
11064,2022-06-16 16:06:00,C13471556856,1.11E+15,,Hourly         ,$7.56 ,2022-06-16 18:13:00
11067,2022-06-16 16:14:00,C13475223768,1.11E+15,,Hourly         ,$7.24 ,2022-06-16 23:41:00
11071,2022-06-16 16:18:00,C13059745953,                ,,Hourly         ,$1.50 ,2022-06-16 18:38:00
11073,2022-06-16 16:19:00,C13475676759,1.11E+15,,Hourly         ,$3.20 ,2022-06-16 17:38:00
11075,2022-06-16 16:21:00,C13468592597,1.11E+15,,Hourly         ,$0.44 ,2022-06-16 16:32:00
11079,2022-06-16 16:32:00,C13471702004,1.11E+15,,Hourly         ,$6.52 ,2022-06-16 19:06:00
11084,2022-06-16 16:35:00,C13471938534,1.11E+15,,Hourly         ,$2.88 ,2022-06-16 17:46:00
11088,2022-06-16 16:45:00,C13474509984,1.00E+15,,Hourly         ,$6.00 ,2022-06-16 21:54:00
11096,2022-06-16 17:06:00,C13473308965,1.11E+15,,Hourly         ,$5.16 ,2022-06-16 18:13:00
11104,2022-06-16 17:20:00,C13475051705,1.11E+15,,Hourly         ,$3.22 ,2022-06-16 23:18:00
11111,2022-06-16 17:30:00,C13471236377,1.11E+15,,Hourly         ,$4.20 ,2022-06-16 20:17:00
11116,2022-06-16 17:35:00,C13060843211,1.11E+15,,Hourly         ,$1.50 ,2022-06-16 19:27:00
11127,2022-06-16 17:47:00,C13473898635,1.11E+15,,Hourly         ,$3.52 ,2022-06-16 19:23:00
11131,2022-06-16 17:48:00,C13472438310,1.11E+15,,Hourly         ,$3.48 ,2022-06-16 18:14:00
11135,2022-06-16 17:51:00,C13061347692,1.11E+15,,Hourly         ,$1.50 ,2022-06-16 19:24:00
11136,2022-06-16 17:51:00,C13566158210,1.11E+15,,Hourly         ,$2.35 ,2022-06-16 22:11:00
11139,2022-06-16 17:53:00,C12365716781,0,,               ,$0.00 ,2022-06-16 19:27:00
11141,2022-06-16 17:55:00,C13473657456,0,,Season         ,$0.00 ,2022-06-16 18:24:00
11145,2022-06-16 17:58:00,C13473646803,1.11E+15,,Hourly         ,$3.08 ,2022-06-16 19:36:00
11149,2022-06-16 18:01:00,C13466935254,1.11E+15,,Hourly         ,$2.10 ,2022-06-16 22:39:00
11151,2022-06-16 18:01:00,C13472663488,0,,Season         ,$0.00 ,2022-06-16 21:32:00
11152,2022-06-16 18:01:00,C13470050974,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 19:23:00
11155,2022-06-16 18:03:00,C13566215664,1.11E+15,,Hourly         ,$2.10 ,2022-06-16 22:06:00
11158,2022-06-16 18:07:00,C13471548490,1.00E+15,,Hourly         ,$2.10 ,2022-06-16 22:14:00
11161,2022-06-16 18:08:00,C13469776374,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:43:00
11167,2022-06-16 18:10:00,C13565958660,1.11E+15,,Hourly         ,$2.10 ,2022-06-16 22:26:00
11165,2022-06-16 18:10:00,C13473688185,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:43:00
11170,2022-06-16 18:12:00,C13475416824,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 19:27:00
11172,2022-06-16 18:13:00,C13473679529,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:16:00
11179,2022-06-16 18:15:00,C13471854441,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:18:00
11180,2022-06-16 18:15:00,C13566280540,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 23:38:00
11181,2022-06-16 18:15:00,C13475007904,1.01E+15,,Hourly         ,$3.00 ,2022-06-16 19:27:00
11183,2022-06-16 18:15:00,C13566447788,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:23:00
11187,2022-06-16 18:22:00,C13474998517,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:41:00
11191,2022-06-16 18:23:00,C13061190404,1.11E+15,,Hourly         ,$1.50 ,2022-06-16 22:51:00
11192,2022-06-16 18:23:00,C13474341131,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 21:49:00
11197,2022-06-16 18:27:00,C13473789956,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 21:05:00
11205,2022-06-16 18:30:00,C13565850014,1.11E+15,,Hourly         ,$2.10 ,2022-06-16 22:35:00
11208,2022-06-16 18:31:00,C13474874355,1.11E+15,,Hourly         ,$2.10 ,2022-06-16 22:17:00
11209,2022-06-16 18:31:00,C13475330711,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:17:00
11213,2022-06-16 18:32:00,C13566456614,1.11E+15,,Hourly         ,$2.10 ,2022-06-16 22:41:00
11219,2022-06-16 18:36:00,C13566500122,1.11E+15,,Hourly         ,$2.10 ,2022-06-16 20:35:00
11223,2022-06-16 18:37:00,C13472029647,1.11E+15,,Hourly         ,$2.10 ,2022-06-16 22:40:00
11222,2022-06-16 18:37:00,C13474395019,1.11E+15,,Hourly         ,$2.10 ,2022-06-16 22:21:00
11226,2022-06-16 18:38:00,C13388804371,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:25:00
11230,2022-06-16 18:42:00,C13470992289,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:25:00
11235,2022-06-16 18:44:00,C13473733789,1.11E+15,,Hourly         ,$2.10 ,2022-06-16 22:29:00
11232,2022-06-16 18:44:00,C13473608467,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:47:00
11237,2022-06-16 18:45:00,C13475108899,1.11E+15,,Hourly         ,$2.10 ,2022-06-16 22:13:00
11239,2022-06-16 18:46:00,C13475154244,1.11E+15,,Hourly         ,$2.10 ,2022-06-16 22:10:00
11242,2022-06-16 18:47:00,C13471959941,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:34:00
11249,2022-06-16 18:49:00,C13566461738,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 19:28:00
11248,2022-06-16 18:49:00,C13473712275,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:19:00
11246,2022-06-16 18:49:00,C13565833109,1.11E+15,,Hourly         ,$2.10 ,2022-06-16 22:21:00
11254,2022-06-16 18:52:00,C13468674817,1.11E+15,,Hourly         ,$2.10 ,2022-06-16 22:22:00
11257,2022-06-16 18:53:00,C13566345685,1.11E+15,,Hourly         ,$2.10 ,2022-06-16 19:07:00
11259,2022-06-16 18:54:00,C13474341785,1.11E+15,,Hourly         ,$2.10 ,2022-06-16 22:47:00
11262,2022-06-16 18:56:00,C13471446413,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:25:00
11270,2022-06-16 18:58:00,C13566072913,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:22:00
11269,2022-06-16 18:58:00,C13471585144,1.11E+15,,Hourly         ,$2.10 ,2022-06-16 22:09:00
11267,2022-06-16 18:58:00,C13566124253,1.00E+15,,Hourly         ,$2.10 ,2022-06-16 22:27:00
11281,2022-06-16 19:01:00,C13472299074,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:36:00
11280,2022-06-16 19:01:00,C13475089117,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:15:00
11277,2022-06-16 19:01:00,C13474485185,1.11E+15,,Hourly         ,$2.10 ,2022-06-16 23:39:00
11286,2022-06-16 19:02:00,C13470720692,1.11E+15,,Hourly         ,$2.10 ,2022-06-16 22:32:00
11287,2022-06-16 19:02:00,C13471606752,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:37:00
11292,2022-06-16 19:04:00,C13474470904,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 21:06:00
11291,2022-06-16 19:04:00,C13565961968,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 23:21:00
11298,2022-06-16 19:08:00,C13475627134,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 21:10:00
11300,2022-06-16 19:10:00,C13473231747,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:23:00
11304,2022-06-16 19:12:00,C13473101073,0,,Season         ,$0.00 ,2022-06-16 22:09:00
11305,2022-06-16 19:12:00,C13472452584,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:59:00
11306,2022-06-16 19:14:00,C13061219718,1.11E+15,,Hourly         ,$1.50 ,2022-06-16 22:17:00
11308,2022-06-16 19:15:00,C13566244976,1.11E+15,,Hourly         ,$2.10 ,2022-06-16 22:42:00
11310,2022-06-16 19:19:00,C13565920914,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 23:29:00
11313,2022-06-16 19:20:00,C13474132267,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 21:22:00
11317,2022-06-16 19:24:00,C13475415662,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 23:40:00
11320,2022-06-16 19:25:00,C13474808544,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 21:06:00
11322,2022-06-16 19:26:00,C13472743346,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:22:00
11329,2022-06-16 19:30:00,C13470300587,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 20:33:00
11335,2022-06-16 19:46:00,C13475225952,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:43:00
11337,2022-06-16 19:48:00,C13474310894,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:10:00
11344,2022-06-16 19:55:00,C13565688736,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:11:00
11347,2022-06-16 19:55:00,C13475474444,1.11E+15,,Hourly         ,$3.25 ,2022-06-17 00:04:00
11343,2022-06-16 19:55:00,C13565917624,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:12:00
11342,2022-06-16 19:55:00,C13474974668,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:12:00
11349,2022-06-16 19:58:00,C13472774893,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:00:00
11352,2022-06-16 20:00:00,C13895991601,1.11E+15,,Hourly         ,$2.10 ,2022-06-16 20:58:00
11353,2022-06-16 20:00:00,C13474496512,1.00E+15,,Hourly         ,$3.00 ,2022-06-16 21:53:00
11355,2022-06-16 20:02:00,C13475543364,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 21:52:00
11357,2022-06-16 20:04:00,C13474975359,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:02:00
11359,2022-06-16 20:06:00,C13468279895,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:25:00
11362,2022-06-16 20:11:00,C13471279968,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:45:00
11364,2022-06-16 20:16:00,C13468380216,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 21:16:00
11373,2022-06-16 20:36:00,C13469108461,1.00E+15,,Hourly         ,$3.00 ,2022-06-16 20:50:00
11376,2022-06-16 20:43:00,C13388708892,1.11E+15,,Hourly         ,$3.55 ,2022-06-17 00:10:00
11378,2022-06-16 20:49:00,C13475409935,1.01E+15,,Hourly         ,$3.00 ,2022-06-16 23:44:00
11383,2022-06-16 20:54:00,C13566520708,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 23:04:00
11396,2022-06-16 21:21:00,C13565693198,1.11E+15,,Hourly         ,$5.81 ,2022-06-17 01:45:00
11399,2022-06-16 21:27:00,C13566195301,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 22:56:00
11408,2022-06-16 21:50:00,C13475624419,1.11E+15,,Hourly         ,$2.10 ,2022-06-16 22:36:00
11423,2022-06-16 22:08:00,C13471485029,0,,Hourly         ,$0.00 ,2022-06-16 22:12:00
11503,2022-06-16 22:58:00,C13474859890,1.11E+15,,Hourly         ,$3.00 ,2022-06-16 23:49:00
11526,2022-06-17 06:53:00,C13474297835,0,,Season         ,$0.00 ,2022-06-17 08:48:00
11530,2022-06-17 07:11:00,C13471488496,0,,Season         ,$0.00 ,2022-06-17 17:43:00
11532,2022-06-17 07:17:00,C13061423599,1.11E+15,,Hourly         ,$1.50 ,2022-06-17 18:34:00
11534,2022-06-17 07:29:00,C13388625916,1.11E+15,,Hourly         ,$2.04 ,2022-06-17 08:20:00
11537,2022-06-17 07:41:00,C13475135862,1.11E+15,,Hourly         ,$7.04 ,2022-06-17 11:41:00
11539,2022-06-17 07:49:00,C13565996353,0,,Season         ,$0.00 ,2022-06-17 07:52:00
11541,2022-06-17 07:50:00,C13060464133,1.11E+15,,Hourly         ,$1.50 ,2022-06-17 15:25:00
11543,2022-06-17 07:51:00,C12365714379,0,,               ,$0.00 ,2022-06-17 08:03:00
11546,2022-06-17 07:54:00,C13475170472,0,,Season         ,$0.00 ,2022-06-17 17:05:00
11550,2022-06-17 08:00:00,C13566186582,0,,Season         ,$0.00 ,2022-06-17 11:33:00
11553,2022-06-17 08:05:00,C13474902338,0,,Season         ,$0.00 ,2022-06-17 23:52:00
11556,2022-06-17 08:09:00,C13474577298,0,,Season         ,$0.00 ,2022-06-17 17:45:00
11557,2022-06-17 08:09:00,C13470921835,0,,Season         ,$0.00 ,2022-06-17 18:04:00
11561,2022-06-17 08:13:00,C13565755371,0,,Season         ,$0.00 ,2022-06-17 13:23:00
11563,2022-06-17 08:17:00,C13475374089,0,,Season         ,$0.00 ,2022-06-17 17:59:00
11566,2022-06-17 08:17:00,C13565784104,0,,Season         ,$0.00 ,2022-06-17 18:28:00
11569,2022-06-17 08:19:00,C13467427368,0,,Season         ,$0.00 ,2022-06-17 12:05:00
11575,2022-06-17 08:21:00,C13565723047,1.11E+15,,Hourly         ,$6.10 ,2022-06-17 11:46:00
11579,2022-06-17 08:23:00,C13473200789,1.11E+15,,Hourly         ,$1.76 ,2022-06-17 09:06:00
11577,2022-06-17 08:23:00,C13468907756,0,,Season         ,$0.00 ,2022-06-17 18:24:00
11584,2022-06-17 08:24:00,C12365714379,0,,               ,$0.00 ,2022-06-17 21:31:00
11582,2022-06-17 08:24:00,C13473115462,0,,Season         ,$0.00 ,2022-06-17 15:04:00
11588,2022-06-17 08:27:00,C13469795041,0,,Season         ,$0.00 ,2022-06-17 17:15:00
11591,2022-06-17 08:29:00,C13472764326,0,,Season         ,$0.00 ,2022-06-17 21:08:00
11592,2022-06-17 08:29:00,C13474412839,0,,Hourly         ,$0.00 ,2022-06-17 18:11:00
11596,2022-06-17 08:30:00,C13388637773,0,,Hourly         ,$0.00 ,2022-06-17 08:40:00
11597,2022-06-17 08:31:00,C13471938534,1.11E+15,,Hourly         ,$3.60 ,2022-06-17 10:00:00
11602,2022-06-17 08:33:00,C13474042977,1.11E+15,,Hourly         ,$23.76 ,2022-06-17 17:41:00
11604,2022-06-17 08:35:00,C13475083845,0,,Season         ,$0.00 ,2022-06-17 17:57:00
11606,2022-06-17 08:36:00,C13474199379,0,,Hourly         ,$0.00 ,2022-06-17 18:53:00
11609,2022-06-17 08:37:00,C13473454422,1.11E+15,,Hourly         ,$27.32 ,2022-06-17 19:10:00
11611,2022-06-17 08:37:00,C13565996353,0,,Season         ,$0.00 ,2022-06-17 15:55:00
11614,2022-06-17 08:40:00,C13473179191,0,,Season         ,$0.00 ,2022-06-17 19:17:00
11618,2022-06-17 08:41:00,C13470760772,1.11E+15,,Hourly         ,$21.80 ,2022-06-17 17:00:00
11620,2022-06-17 08:44:00,C13469312119,0,,Season         ,$0.00 ,2022-06-17 18:10:00
11623,2022-06-17 08:46:00,C13472405169,0,,Season         ,$0.00 ,2022-06-17 15:47:00
11627,2022-06-17 08:47:00,C13475045599,0,,Season         ,$0.00 ,2022-06-17 19:30:00
11626,2022-06-17 08:47:00,C13472388224,0,,Season         ,$0.00 ,2022-06-17 17:12:00
11631,2022-06-17 08:48:00,C13474910662,1.11E+15,,Hourly         ,$7.83 ,2022-06-17 11:50:00
11632,2022-06-17 08:48:00,C13473101073,0,,Season         ,$0.00 ,2022-06-17 17:24:00
11637,2022-06-17 08:49:00,C13473883889,0,,Hourly         ,$0.00 ,2022-06-17 17:49:00
11636,2022-06-17 08:49:00,C13475594208,0,,Season         ,$0.00 ,2022-06-17 22:06:00
11639,2022-06-17 08:50:00,C13475634585,0,,Hourly         ,$0.00 ,2022-06-17 17:50:00
11641,2022-06-17 08:51:00,C13471654882,0,,Season         ,$0.00 ,2022-06-17 17:59:00
11643,2022-06-17 08:51:00,C13475569426,1.11E+15,,Hourly         ,$18.73 ,2022-06-17 22:48:00
11646,2022-06-17 08:54:00,C13472649823,1.11E+15,,Hourly         ,$1.48 ,2022-06-17 09:30:00
11647,2022-06-17 08:55:00,C13060008543,1.11E+15,,Hourly         ,$1.50 ,2022-06-17 12:24:00
11649,2022-06-17 08:56:00,C13566249800,0,,Hourly         ,$0.00 ,2022-06-17 22:49:00
11652,2022-06-17 08:58:00,C13470957551,0,,Season         ,$0.00 ,2022-06-17 16:59:00
11653,2022-06-17 08:58:00,C13061087081,1.00E+15,,Hourly         ,$1.50 ,2022-06-17 12:42:00
11655,2022-06-17 08:59:00,C13566579916,0,,Hourly         ,$0.00 ,2022-06-17 17:29:00
11657,2022-06-17 09:01:00,C13566244976,1.11E+15,,Hourly         ,$16.15 ,2022-06-17 17:52:00
11661,2022-06-17 09:03:00,C13472402899,0,,Season         ,$0.00 ,2022-06-17 12:33:00
11665,2022-06-17 09:06:00,C13472988197,1.11E+15,,Hourly         ,$15.76 ,2022-06-17 17:43:00
11675,2022-06-17 09:13:00,C13472806910,0,,Season         ,$0.00 ,2022-06-17 16:17:00
11677,2022-06-17 09:15:00,C13471561797,0,,Season         ,$0.00 ,2022-06-17 16:59:00
11679,2022-06-17 09:16:00,C13472709082,0,,Season         ,$0.00 ,2022-06-17 15:06:00
11683,2022-06-17 09:20:00,C13472665169,0,,Hourly         ,$0.00 ,2022-06-17 17:56:00
11685,2022-06-17 09:21:00,C13388127146,1.11E+15,,Hourly         ,$4.51 ,2022-06-17 11:10:00
11687,2022-06-17 09:23:00,C13388398133,1.11E+15,,Hourly         ,$0.56 ,2022-06-17 09:36:00
11690,2022-06-17 09:25:00,C13388682699,1.11E+15,,Hourly         ,$0.72 ,2022-06-17 09:43:00
11691,2022-06-17 09:26:00,C13471409311,0,,Season         ,$0.00 ,2022-06-17 17:36:00
11695,2022-06-17 09:29:00,C13469470480,1.11E+15,,Hourly         ,$2.96 ,2022-06-17 10:43:00
11696,2022-06-17 09:29:00,C13472334847,1.11E+15,,Hourly         ,$2.44 ,2022-06-17 10:30:00
11701,2022-06-17 09:34:00,C13470624836,1.11E+15,,Hourly         ,$6.89 ,2022-06-17 12:08:00
11703,2022-06-17 09:34:00,C13473281021,0,,Season         ,$0.00 ,2022-06-17 14:21:00
11705,2022-06-17 09:35:00,C13472055229,0,,Season         ,$0.00 ,2022-06-17 15:37:00
11710,2022-06-17 09:41:00,C13566081758,0,,Season         ,$0.00 ,2022-06-17 14:23:00
11713,2022-06-17 09:44:00,C13387682081,1.11E+15,,Hourly         ,$2.48 ,2022-06-17 10:46:00
11716,2022-06-17 09:48:00,C13475624419,1.11E+15,,Hourly         ,$6.57 ,2022-06-17 13:09:00
11721,2022-06-17 09:53:00,C13566271442,0,,Season         ,$0.00 ,2022-06-17 13:14:00
11723,2022-06-17 09:55:00,C13472535554,0,,Season         ,$0.00 ,2022-06-17 16:56:00
11725,2022-06-17 09:59:00,C13060118886,1.11E+15,,Hourly         ,$1.50 ,2022-06-17 18:00:00
11729,2022-06-17 10:15:00,C13472269350,1.11E+15,,Hourly         ,$4.73 ,2022-06-17 12:38:00
11731,2022-06-17 10:19:00,C13565938745,1.11E+15,,Hourly         ,$10.76 ,2022-06-17 14:02:00
11733,2022-06-17 10:20:00,C13388682699,1.11E+15,,Hourly         ,$0.44 ,2022-06-17 10:31:00
11737,2022-06-17 10:32:00,C13058640931,0,,Season         ,$0.00 ,2022-06-17 22:30:00
11743,2022-06-17 10:56:00,C13474016839,0,,Season         ,$0.00 ,2022-06-17 11:50:00
11745,2022-06-17 11:03:00,C13565751691,1.01E+15,,Hourly         ,$12.09 ,2022-06-17 15:20:00
11749,2022-06-17 11:10:00,C13473873738,1.11E+15,,Hourly         ,$3.36 ,2022-06-17 12:46:00
11751,2022-06-17 11:18:00,C13475418187,0,,Hourly         ,$0.00 ,2022-06-17 11:28:00
11755,2022-06-17 11:23:00,C13474871862,0,,Season         ,$0.00 ,2022-06-17 17:44:00
11753,2022-06-17 11:23:00,C13474155243,0,,Season         ,$0.00 ,2022-06-17 17:50:00
11757,2022-06-17 11:26:00,C13472402579,0,,Season         ,$0.00 ,2022-06-17 17:33:00
11761,2022-06-17 11:27:00,C13474221573,0,,Season         ,$0.00 ,2022-06-17 12:24:00
11762,2022-06-17 11:27:00,C13388537725,0,,Hourly         ,$0.00 ,2022-06-17 11:33:00
11763,2022-06-17 11:27:00,C13471523386,0,,Season         ,$0.00 ,2022-06-17 15:17:00
11766,2022-06-17 11:28:00,C13472030504,1.11E+15,,Hourly         ,$4.30 ,2022-06-17 12:53:00
11769,2022-06-17 11:29:00,C13388882713,1.11E+15,,Hourly         ,$1.80 ,2022-06-17 12:04:00
11771,2022-06-17 11:30:00,C13474498870,1.11E+15,,Hourly         ,$1.90 ,2022-06-17 12:07:00
11776,2022-06-17 11:40:00,C13472401060,1.11E+15,,Hourly         ,$7.84 ,2022-06-17 14:20:00
