S/NO.,TIME,STATION,IU,CASHCARD,VEHICLE,CARDTYPE,AMOUNT
6759,10/6/22 10:45,Entry     ,C13058640931,0,,Season         ,$0.00 
6760,10/6/22 10:51,Front_Ent ,C13565893351,0,,Hourly         ,$0.00 
6761,10/6/22 10:51,Entry     ,C13565893351,0,,Hourly         ,$0.00 
6762,10/6/22 10:53,Front_Ent ,C13472402579,0,,Season         ,$0.00 
6763,10/6/22 10:53,Front_Ent ,C13565944873,0,,Season         ,$0.00 
6764,10/6/22 10:53,Entry     ,C13472402579,0,,Season         ,$0.00 
6765,10/6/22 10:53,Entry     ,C13565944873,0,,Season         ,$0.00 
6766,10/6/22 10:54,Exit      ,C13470274797,1.11E+15,,Hourly         ,$1.24 
6767,10/6/22 10:55,Exit      ,C13388261984,1.11E+15,,Hourly         ,$6.52 
6768,10/6/22 10:55,Front_Ent ,C13472030504,0,,Hourly         ,$0.00 
6769,10/6/22 11:01,Exit      ,C13566003754,1.11E+15,,Hourly         ,$2.30 
6770,10/6/22 11:03,Exit      ,C13474134914,1.11E+15,,Hourly         ,$1.28 
6771,10/6/22 11:03,Front_Ent ,C13472708788,0,,Hourly         ,$0.00 
6772,10/6/22 11:03,Entry     ,C13472708788,0,,Hourly         ,$0.00 
6773,10/6/22 11:05,Exit      ,C13473923590,1.11E+15,,Hourly         ,$6.14 
6774,10/6/22 11:10,Front_Ent ,C13471938534,0,,Hourly         ,$0.00 
6775,10/6/22 11:10,Entry     ,C13471938534,0,,Hourly         ,$0.00 
6776,10/6/22 11:13,Exit      ,C13472388224,0,,Season         ,$0.00 
6777,10/6/22 11:17,Front_Ent ,C13474684463,0,,Hourly         ,$0.00 
6778,10/6/22 11:20,Front_Ent ,C13373405838,0,,Hourly         ,$0.00 
6779,10/6/22 11:20,Entry     ,C13373405838,0,,Hourly         ,$0.00 
6780,10/6/22 11:23,Front_Ent ,C13474800368,0,,Hourly         ,$0.00 
6781,10/6/22 11:23,Entry     ,C13474800368,0,,Hourly         ,$0.00 
6782,10/6/22 11:23,Front_Ent ,C13473930728,0,,Hourly         ,$0.00 
6783,10/6/22 11:26,Exit      ,C13388276711,1.11E+15,,Hourly         ,$3.35 
6784,10/6/22 11:27,Front_Ent ,C13387682081,0,,Hourly         ,$0.00 
6785,10/6/22 11:33,Front_Ent ,C13474371138,0,,Hourly         ,$0.00 
6786,10/6/22 11:33,Entry     ,C13474371138,0,,Hourly         ,$0.00 
6787,10/6/22 11:45,Exit      ,C13471938534,1.11E+15,,Hourly         ,$1.80 
6788,10/6/22 11:46,Exit      ,C13566271442,0,,Season         ,$0.00 
6789,10/6/22 11:46,Front_Ent ,C13856739974,0,,Hourly         ,$0.00 
6790,10/6/22 11:50,Front_Ent ,C13471561797,0,,Season         ,$0.00 
6791,10/6/22 11:50,Entry     ,C13471561797,0,,Season         ,$0.00 
6792,10/6/22 11:51,Entry     ,C13856739974,0,,Hourly         ,$0.00 
6793,10/6/22 12:00,Front_Ent ,C13470644406,0,,Hourly         ,$0.00 
6794,10/6/22 12:02,Exit      ,C13468201125,1.11E+15,,               ,$7.03 
6795,10/6/22 12:04,Exit      ,C13856739974,1.11E+15,,Hourly         ,$0.70 
6796,10/6/22 12:06,Front_Ent ,C13473715847,0,,Season         ,$0.00 
6797,10/6/22 12:07,Exit      ,C13565723047,1.11E+15,,               ,$6.97 
6798,10/6/22 12:07,Front_Ent ,C13473715847,0,,Season         ,$0.00 
6799,10/6/22 12:07,Front_Ent ,C13473715847,0,,Season         ,$0.00 
6800,10/6/22 12:08,Front_Ent ,C13473715847,0,,Season         ,$0.00 
6801,10/6/22 12:09,Front_Ent ,C13389018782,0,,Hourly         ,$0.00 
6802,10/6/22 12:10,Exit      ,C13472405169,0,,Season         ,$0.00 
6803,10/6/22 12:10,Exit      ,C13565893351,1.11E+15,,               ,$2.74 
6804,10/6/22 12:12,Exit      ,C13474221573,0,,Season         ,$0.00 
6805,10/6/22 12:14,Front_Ent ,C13473037723,0,,Hourly         ,$0.00 
6806,10/6/22 12:15,Front_Ent ,C13473037723,0,,Hourly         ,$0.00 
6807,10/6/22 12:19,Exit      ,C13060464133,1.11E+15,,Hourly         ,$1.50 
6808,10/6/22 12:20,Entry     ,C13473037723,0,,Hourly         ,$0.00 
6809,10/6/22 12:20,Front_Ent ,C13388903816,0,,Hourly         ,$0.00 
6810,10/6/22 12:21,Front_Ent ,C13474826538,0,,Hourly         ,$0.00 
6811,10/6/22 12:21,Entry     ,C13474826538,0,,Hourly         ,$0.00 
6812,10/6/22 12:22,Front_Ent ,C13389018782,0,,Hourly         ,$0.00 
6813,10/6/22 12:22,Front_Ent ,C13566591632,0,,Season         ,$0.00 
6814,10/6/22 12:22,Entry     ,C13389018782,0,,Hourly         ,$0.00 
6815,10/6/22 12:22,Entry     ,C13566591632,0,,Season         ,$0.00 
6816,10/6/22 12:22,Entry     ,C13388903816,0,,Hourly         ,$0.00 
6817,10/6/22 12:22,Front_Ent ,C13472721087,0,,Hourly         ,$0.00 
6818,10/6/22 12:23,Entry     ,C13473150658,0,,Hourly         ,$0.00 
6819,10/6/22 12:24,Entry     ,C13566271442,0,,Season         ,$0.00 
6820,10/6/22 12:26,Exit      ,C13473522401,0,,Season         ,$0.00 
6821,10/6/22 12:29,Exit      ,C13471561797,0,,Season         ,$0.00 
6822,10/6/22 12:29,Entry     ,C13474016839,0,,Season         ,$0.00 
6823,10/6/22 12:30,Entry     ,C13474442442,0,,Hourly         ,$0.00 
6824,10/6/22 12:30,Exit      ,C13389018782,0,,Hourly         ,$0.00 
6825,10/6/22 12:36,Exit      ,C13388903816,1.11E+15,,Hourly         ,$0.75 
6826,10/6/22 12:38,Entry     ,C13471488496,0,,Season         ,$0.00 
6827,10/6/22 12:41,Entry     ,C13472703308,0,,Hourly         ,$0.00 
6828,10/6/22 12:49,Exit      ,C13474442442,1.11E+15,,Hourly         ,$1.00 
6829,10/6/22 12:52,Exit      ,C13469312119,0,,Season         ,$0.00 
6830,10/6/22 12:52,Entry     ,C12365718315,0,,               ,$0.00 
6831,10/6/22 12:57,Entry     ,C13474710286,0,,Hourly         ,$0.00 
6832,10/6/22 12:58,Entry     ,C13472306937,0,,Hourly         ,$0.00 
6833,10/6/22 12:59,Entry     ,C13472402899,0,,Season         ,$0.00 
6834,10/6/22 12:59,Entry     ,C13474983211,0,,Season         ,$0.00 
6835,10/6/22 13:00,Exit      ,C13473862994,1.11E+15,,               ,$8.55 
6836,10/6/22 13:04,Entry     ,C13471523386,0,,Season         ,$0.00 
6837,10/6/22 13:12,Exit      ,C13471299455,0,,Season         ,$0.00 
6838,10/6/22 13:18,Entry     ,C13473656143,0,,Hourly         ,$0.00 
6839,10/6/22 13:20,Entry     ,C13388276711,0,,Hourly         ,$0.00 
6840,10/6/22 13:21,Exit      ,C13474398130,0,,Season         ,$0.00 
6841,10/6/22 13:24,Entry     ,C13475304328,0,,Hourly         ,$0.00 
6842,10/6/22 13:27,Entry     ,C13475514406,0,,Hourly         ,$0.00 
6843,10/6/22 13:30,Exit      ,C13472703308,1.11E+15,,Hourly         ,$2.50 
6844,10/6/22 13:33,Exit      ,C13474710286,1.11E+15,,Hourly         ,$1.80 
6845,10/6/22 13:36,Exit      ,C13475514406,0,,Hourly         ,$0.00 
6846,10/6/22 13:37,Exit      ,C13472055229,0,,Season         ,$0.00 
6847,10/6/22 13:39,Entry     ,C13474173871,0,,Hourly         ,$0.00 
6848,10/6/22 13:39,Entry     ,C13566138163,0,,Season         ,$0.00 
6849,10/6/22 13:43,Exit      ,C13475304328,1.11E+15,,Hourly         ,$0.95 
6850,10/6/22 13:44,Entry     ,C13474174722,0,,Hourly         ,$0.00 
6851,10/6/22 13:46,Entry     ,C13474707035,0,,Hourly         ,$0.00 
6852,10/6/22 13:54,Entry     ,C13060253122,0,,Hourly         ,$0.00 
6853,10/6/22 14:00,Exit      ,C12365718315,0,,               ,$0.00 
6854,10/6/22 14:01,Exit      ,C13565996353,0,,Season         ,$0.00 
6855,10/6/22 14:02,Entry     ,C13388656658,0,,Hourly         ,$0.00 
6856,10/6/22 14:03,Entry     ,C13473343683,0,,Hourly         ,$0.00 
6857,10/6/22 14:09,Exit      ,C13474826538,1.11E+15,,Hourly         ,$5.35 
6858,10/6/22 14:09,Entry     ,C13473101073,0,,Season         ,$0.00 
6859,10/6/22 14:10,Entry     ,C13474179472,0,,Hourly         ,$0.00 
6860,10/6/22 14:11,Exit      ,C13473343683,0,,Hourly         ,$0.00 
6861,10/6/22 14:12,Entry     ,C13471586225,0,,Hourly         ,$0.00 
6862,10/6/22 14:14,Exit      ,C13388656658,1.00E+15,,Hourly         ,$0.48 
6863,10/6/22 14:15,Entry     ,C13388797772,0,,Hourly         ,$0.00 
6864,10/6/22 14:16,Front_Ent ,C13388882507,0,,Hourly         ,$0.00 
6865,10/6/22 14:16,Entry     ,C13388882507,0,,Hourly         ,$0.00 
6866,10/6/22 14:21,Exit      ,C13474016839,0,,Season         ,$0.00 
6867,10/6/22 14:26,Exit      ,C13474371138,0,,Use Ticket     ,$0.00 
6868,10/6/22 14:27,Exit      ,C13473150658,1.11E+15,,Hourly         ,$5.97 
6869,10/6/22 14:28,Exit      ,C13474174722,1.11E+15,,Hourly         ,$1.96 
6870,10/6/22 14:29,Exit      ,C13471134688,1.11E+15,,               ,$7.87 
6871,10/6/22 14:30,Exit      ,C13566591632,0,,Season         ,$0.00 
6872,10/6/22 14:30,Front_Ent ,C13388908789,0,,Hourly         ,$0.00 
6873,10/6/22 14:31,Front_Ent ,C13566595163,0,,Hourly         ,$0.00 
6874,10/6/22 14:31,Entry     ,C13566595163,0,,Hourly         ,$0.00 
6875,10/6/22 14:37,Front_Ent ,C13566552248,0,,Hourly         ,$0.00 
6876,10/6/22 14:40,Exit      ,C13388882507,1.11E+15,,Hourly         ,$0.96 
6877,10/6/22 14:45,Front_Ent ,C13388376743,0,,Hourly         ,$0.00 
6878,10/6/22 14:45,Entry     ,C13388376743,0,,Hourly         ,$0.00 
6879,10/6/22 14:45,Front_Ent ,C13389003905,0,,Hourly         ,$0.00 
6880,10/6/22 14:49,Exit      ,C13388276711,1.11E+15,,Hourly         ,$4.00 
6881,10/6/22 14:53,Exit      ,C13472708788,1.11E+15,,Hourly         ,$11.01 
6882,10/6/22 14:53,Exit      ,C13388797772,1.11E+15,,Hourly         ,$1.56 
6883,10/6/22 14:55,Front_Ent ,C13472388224,0,,Season         ,$0.00 
6884,10/6/22 14:55,Entry     ,C13472388224,0,,Season         ,$0.00 
6885,10/6/22 14:55,Front_Ent ,C13388891193,0,,Hourly         ,$0.00 
6886,10/6/22 14:55,Front_Ent ,C13396425144,0,,Hourly         ,$0.00 
6887,10/6/22 14:55,Entry     ,C13388891193,0,,Hourly         ,$0.00 
6888,10/6/22 14:57,Front_Ent ,C13388715635,0,,Hourly         ,$0.00 
6889,10/6/22 14:59,Front_Ent ,C13566003754,0,,Hourly         ,$0.00 
6890,10/6/22 14:59,Entry     ,C13566003754,0,,Hourly         ,$0.00 
6891,10/6/22 15:05,Front_Ent ,C13472802249,0,,Hourly         ,$0.00 
6892,10/6/22 15:06,Entry     ,C13058203351,0,,Hourly         ,$0.00 
6893,10/6/22 15:06,Front_Ent ,C13473010497,0,,Hourly         ,$0.00 
6894,10/6/22 15:07,Entry     ,C13473010497,0,,Hourly         ,$0.00 
6895,10/6/22 15:10,Front_Ent ,C13388498881,0,,Hourly         ,$0.00 
6896,10/6/22 15:12,Front_Ent ,C13475422954,0,,Hourly         ,$0.00 
6897,10/6/22 15:12,Entry     ,C13475422954,0,,Hourly         ,$0.00 
6898,10/6/22 15:12,Front_Ent ,C13471185918,0,,Hourly         ,$0.00 
6899,10/6/22 15:13,Exit      ,C13388376743,1.11E+15,,Hourly         ,$1.12 
6900,10/6/22 15:21,Front_Ent ,C13471919385,0,,Hourly         ,$0.00 
6901,10/6/22 15:21,Front_Ent ,C13388715635,0,,Hourly         ,$0.00 
6902,10/6/22 15:22,Entry     ,C13388715635,0,,Hourly         ,$0.00 
6903,10/6/22 15:22,Front_Ent ,C13473073181,0,,Hourly         ,$0.00 
6904,10/6/22 15:22,Front_Ent ,C13472142086,0,,Hourly         ,$0.00 
6905,10/6/22 15:24,Exit      ,C13373405838,0,,Use Ticket     ,$0.00 
6906,10/6/22 15:25,Front_Ent ,C13471272537,0,,Hourly         ,$0.00 
6907,10/6/22 15:26,Entry     ,C13471272537,0,,Hourly         ,$0.00 
6908,10/6/22 15:28,Front_Ent ,C13474199379,0,,Hourly         ,$0.00 
6909,10/6/22 15:28,Entry     ,C13474199379,0,,Hourly         ,$0.00 
6910,10/6/22 15:29,Exit      ,C13474800368,1.11E+15,,Hourly         ,$11.45 
6911,10/6/22 15:31,Front_Ent ,C13566167821,0,,Hourly         ,$0.00 
6912,10/6/22 15:32,Front_Ent ,C13388926042,0,,Hourly         ,$0.00 
6913,10/6/22 15:34,Front_Ent ,C13473083344,0,,Hourly         ,$0.00 
6914,10/6/22 15:35,Front_Ent ,C13473122285,0,,Hourly         ,$0.00 
6915,10/6/22 15:39,Exit      ,C13471272537,1.11E+15,,Hourly         ,$0.56 
6916,10/6/22 15:40,Front_Ent ,C13566211990,0,,Hourly         ,$0.00 
6917,10/6/22 15:41,Front_Ent ,C13061107962,0,,Hourly         ,$0.00 
6918,10/6/22 15:41,Exit      ,C13473010497,1.11E+15,,Hourly         ,$1.40 
6919,10/6/22 15:43,Front_Ent ,C13475551159,0,,Hourly         ,$0.00 
6920,10/6/22 15:43,Front_Ent ,C13472312241,0,,Hourly         ,$0.00 
6921,10/6/22 15:43,Front_Ent ,C13388276711,0,,Hourly         ,$0.00 
6922,10/6/22 15:44,Entry     ,C13388276711,0,,Hourly         ,$0.00 
6923,10/6/22 15:47,Exit      ,C13475135862,1.11E+15,,               ,$14.81 
6924,10/6/22 15:47,Front_Ent ,C13473265801,0,,Hourly         ,$0.00 
6925,10/6/22 15:48,Entry     ,C13473265801,0,,Hourly         ,$0.00 
6926,10/6/22 15:48,Front_Ent ,C13470955967,0,,Hourly         ,$0.00 
6927,10/6/22 15:48,Front_Ent ,C13471564429,0,,Hourly         ,$0.00 
6928,10/6/22 15:48,Entry     ,C13470955967,0,,Hourly         ,$0.00 
6929,10/6/22 15:48,Entry     ,C13471564429,0,,Hourly         ,$0.00 
6930,10/6/22 15:49,Front_Ent ,C13372519259,0,,Season         ,$0.00 
6931,10/6/22 15:49,Entry     ,C13372519259,0,,Season         ,$0.00 
6932,10/6/22 15:50,Front_Ent ,C13388297870,0,,Hourly         ,$0.00 
6933,10/6/22 15:50,Exit      ,C13388276711,0,,Hourly         ,$0.00 
6934,10/6/22 15:50,Entry     ,C13388297870,0,,Hourly         ,$0.00 
6935,10/6/22 15:53,Front_Ent ,C13566591632,0,,Season         ,$0.00 
6936,10/6/22 15:53,Front_Ent ,C13471938534,0,,Hourly         ,$0.00 
6937,10/6/22 15:53,Entry     ,C13566591632,0,,Season         ,$0.00 
6938,10/6/22 15:53,Entry     ,C13471938534,0,,Hourly         ,$0.00 
6939,10/6/22 15:55,Front_Ent ,C13396512693,0,,Hourly         ,$0.00 
6940,10/6/22 15:57,Front_Ent ,C13473862674,0,,Hourly         ,$0.00 
6941,10/6/22 15:57,Front_Ent ,C13388972467,0,,Hourly         ,$0.00 
6942,10/6/22 15:57,Entry     ,C13473862674,0,,Hourly         ,$0.00 
6943,10/6/22 15:58,Exit      ,C13388297870,0,,Hourly         ,$0.00 
6944,10/6/22 16:01,Front_Ent ,C13471233068,0,,Hourly         ,$0.00 
6945,10/6/22 16:01,Entry     ,C13471233068,0,,Hourly         ,$0.00 
6946,10/6/22 16:02,Front_Ent ,C13388404263,0,,Hourly         ,$0.00 
6947,10/6/22 16:02,Entry     ,C13388404263,0,,Hourly         ,$0.00 
6948,10/6/22 16:03,Exit      ,C13388715635,1.11E+15,,Hourly         ,$1.68 
6949,10/6/22 16:06,Exit      ,C13473649814,0,,Season         ,$0.00 
6950,10/6/22 16:09,Exit      ,C13566003754,1.11E+15,,Hourly         ,$2.80 
6951,10/6/22 16:18,Front_Ent ,C13388318365,0,,Hourly         ,$0.00 
6952,10/6/22 16:19,Front_Ent ,C13566010486,0,,Hourly         ,$0.00 
6953,10/6/22 16:19,Entry     ,C13388318365,0,,Hourly         ,$0.00 
6954,10/6/22 16:19,Front_Ent ,C13474256924,0,,Hourly         ,$0.00 
6955,10/6/22 16:19,Entry     ,C13474256924,0,,Hourly         ,$0.00 
6956,10/6/22 16:21,Exit      ,C13474173871,1.11E+15,,Hourly         ,$6.73 
6957,10/6/22 16:22,Exit      ,C13471564429,1.11E+15,,               ,$0.95 
6958,10/6/22 16:23,Exit      ,C13475422954,1.11E+15,,Hourly         ,$2.88 
6959,10/6/22 16:26,Exit      ,C13471419970,1.11E+15,,               ,$14.28 
6960,10/6/22 16:33,Exit      ,C13472388224,0,,Season         ,$0.00 
6961,10/6/22 16:36,Entry     ,C110012345678789,1.11E+15,,Hourly         ,$0.00 
6962,10/6/22 16:37,Entry     ,C13057811805,0,,Hourly         ,$0.00 
6963,10/6/22 16:39,Exit      ,C13470955967,1.11E+15,,Hourly         ,$2.08 
6964,10/6/22 16:43,Front_Ent ,C13469001483,0,,Hourly         ,$0.00 
6965,10/6/22 16:44,Exit      ,C13388404263,1.11E+15,,Hourly         ,$1.72 
6966,10/6/22 16:46,Front_Ent ,C13474471936,0,,Hourly         ,$0.00 
6967,10/6/22 16:47,Exit      ,C13471938534,1.11E+15,,Hourly         ,$2.16 
6968,10/6/22 16:51,Exit      ,C13474256924,1.01E+15,,Hourly         ,$1.28 
6969,10/6/22 16:52,Exit      ,C13566280764,1.11E+15,,Hourly         ,$21.20 
6970,10/6/22 16:58,Exit      ,C13057811805,1.11E+15,,Hourly         ,$1.50 
6971,10/6/22 17:04,Exit      ,C13474871862,0,,Season         ,$0.00 
6972,10/6/22 17:04,Front_Ent ,C13471438855,0,,Hourly         ,$0.00 
6973,10/6/22 17:07,Exit      ,C13470957551,0,,Season         ,$0.00 
6974,10/6/22 17:08,Exit      ,C13472440571,0,,Use Ticket     ,$0.00 
6975,10/6/22 17:09,Front_Ent ,C13474010653,0,,Hourly         ,$0.00 
6976,10/6/22 17:09,Front_Ent ,C13474226291,0,,Hourly         ,$0.00 
6977,10/6/22 17:10,Entry     ,C13474226291,0,,Hourly         ,$0.00 
6978,10/6/22 17:11,Exit      ,C13566138163,0,,Season         ,$0.00 
6979,10/6/22 17:12,Front_Ent ,C13396493139,0,,Hourly         ,$0.00 
6980,10/6/22 17:18,Exit      ,C13471523386,0,,Season         ,$0.00 
6981,10/6/22 17:23,Front_Ent ,C13473544546,0,,Season         ,$0.00 
6982,10/6/22 17:23,Entry     ,C13473544546,0,,Season         ,$0.00 
6983,10/6/22 17:25,Front_Ent ,C13475426122,0,,Hourly         ,$0.00 
6984,10/6/22 17:27,Front_Ent ,C13472708788,0,,Hourly         ,$0.00 
6985,10/6/22 17:29,Exit      ,C13470704275,0,,Season         ,$0.00 
6986,10/6/22 17:29,Entry     ,C13472708788,0,,Hourly         ,$0.00 
6987,10/6/22 17:30,Exit      ,C13473206302,1.11E+15,,Hourly         ,$23.72 
6988,10/6/22 17:31,Exit      ,C13472708788,0,,Hourly         ,$0.00 
6989,10/6/22 17:34,Exit      ,C13474065088,1.11E+15,,Hourly         ,$23.12 
6990,10/6/22 17:34,Exit      ,C13566271442,0,,Season         ,$0.00 
6991,10/6/22 17:35,Exit      ,C13565702867,0,,Season         ,$0.00 
6992,10/6/22 17:36,Exit      ,C13473101073,0,,Season         ,$0.00 
6993,10/6/22 17:36,Exit      ,C13472764326,0,,Season         ,$0.00 
6994,10/6/22 17:37,Exit      ,C13472402899,0,,Season         ,$0.00 
6995,10/6/22 17:39,Front_Ent ,C13475206558,0,,Hourly         ,$0.00 
6996,10/6/22 17:41,Exit      ,C13471654882,0,,Season         ,$0.00 
6997,10/6/22 17:42,Exit      ,C13474577298,0,,Season         ,$0.00 
6998,10/6/22 17:45,Exit      ,C13475170472,0,,Season         ,$0.00 
6999,10/6/22 17:45,Exit      ,C13472306937,1.11E+15,,Hourly         ,$12.14 
7000,10/6/22 17:47,Exit      ,C13468758529,0,,Season         ,$0.00 
7001,10/6/22 17:48,Front_Ent ,C13473679917,0,,Hourly         ,$0.00 
7002,10/6/22 17:49,Entry     ,C13473679917,0,,Hourly         ,$0.00 
7003,10/6/22 17:50,Exit      ,C13566119683,0,,Season         ,$0.00 
7004,10/6/22 17:51,Front_Ent ,C13475223768,0,,Hourly         ,$0.00 
7005,10/6/22 17:51,Entry     ,C13475223768,0,,Hourly         ,$0.00 
7006,10/6/22 17:54,Exit      ,C13388891193,1.11E+15,,               ,$5.01 
7007,10/6/22 17:54,Exit      ,C13566591632,0,,Season         ,$0.00 
7008,10/6/22 17:54,Exit      ,C13060253122,1.01E+15,,Hourly         ,$1.50 
7009,10/6/22 17:55,Exit      ,C13565758101,0,,Season         ,$0.00 
7010,10/6/22 17:56,Exit      ,C13472402579,0,,Season         ,$0.00 
7011,10/6/22 17:57,Front_Ent ,C13566327203,0,,Hourly         ,$0.00 
7012,10/6/22 18:03,Front_Ent ,C13475581057,0,,Hourly         ,$0.00 
7013,10/6/22 18:03,Entry     ,C13475581057,0,,Hourly         ,$0.00 
7014,10/6/22 18:06,Front_Ent ,C13387682081,0,,Hourly         ,$0.00 
7015,10/6/22 18:07,Front_Ent ,C13469182989,0,,Season         ,$0.00 
7016,10/6/22 18:07,Entry     ,C13469182989,0,,Season         ,$0.00 
7017,10/6/22 18:09,Exit      ,C13058203351,1.11E+15,,Hourly         ,$1.50 
7018,10/6/22 18:09,Front_Ent ,C13473756825,0,,Hourly         ,$0.00 
7019,10/6/22 18:13,Exit      ,C13566595163,1.11E+15,,Hourly         ,$11.36 
7020,10/6/22 18:15,Front_Ent ,C13388571491,0,,Hourly         ,$0.00 
7021,10/6/22 18:15,Entry     ,C13388571491,0,,Hourly         ,$0.00 
7022,10/6/22 18:15,Exit      ,C13473793372,0,,Season         ,$0.00 
7023,10/6/22 18:17,Exit      ,C13473862674,1.11E+15,,Hourly         ,$7.92 
7024,10/6/22 18:18,Exit      ,C13471233068,1.11E+15,,Hourly         ,$7.76 
7025,10/6/22 18:20,Front_Ent ,C13475553751,0,,Hourly         ,$0.00 
7026,10/6/22 18:20,Entry     ,C13475553751,0,,Hourly         ,$0.00 
7027,10/6/22 18:21,Exit      ,C13475045599,0,,Season         ,$0.00 
7028,10/6/22 18:21,Front_Ent ,C13472639686,0,,Hourly         ,$0.00 
7029,10/6/22 18:21,Exit      ,C13473265801,1.00E+15,,Hourly         ,$8.28 
7030,10/6/22 18:23,Exit      ,C13565731874,0,,Use Ticket     ,$0.00 
7031,10/6/22 18:23,Exit      ,C13472665169,0,,Use Ticket     ,$0.00 
7032,10/6/22 18:24,Front_Ent ,C13473020570,0,,Hourly         ,$0.00 
7033,10/6/22 18:24,Entry     ,C13473020570,0,,Hourly         ,$0.00 
7034,10/6/22 18:24,Front_Ent ,C13473877417,0,,Hourly         ,$0.00 
7035,10/6/22 18:24,Front_Ent ,C13470305957,0,,Hourly         ,$0.00 
7036,10/6/22 18:24,Entry     ,C13473877417,0,,Hourly         ,$0.00 
7037,10/6/22 18:25,Entry     ,C13470305957,0,,Hourly         ,$0.00 
7038,10/6/22 18:26,Front_Ent ,C13473529604,0,,Hourly         ,$0.00 
7039,10/6/22 18:27,Front_Ent ,C13566105336,0,,Hourly         ,$0.00 
7040,10/6/22 18:27,Entry     ,C13566105336,0,,Hourly         ,$0.00 
7041,10/6/22 18:28,Exit      ,C13471586225,1.00E+15,,Hourly         ,$12.12 
7042,10/6/22 18:29,Exit      ,C13473020570,0,,Hourly         ,$0.00 
7043,10/6/22 18:32,Exit      ,C13471488496,0,,Season         ,$0.00 
7044,10/6/22 18:33,Exit      ,C13474199379,1.11E+15,,               ,$6.36 
7045,10/6/22 18:35,Exit      ,C13566105336,0,,Hourly         ,$0.00 
7046,10/6/22 18:35,Exit      ,C13469680959,0,,Season         ,$0.00 
7047,10/6/22 18:36,Front_Ent ,C13473381508,0,,Hourly         ,$0.00 
7048,10/6/22 18:36,Entry     ,C13473381508,0,,Hourly         ,$0.00 
7049,10/6/22 18:37,Front_Ent ,C13472527402,0,,Hourly         ,$0.00 
7050,10/6/22 18:37,Exit      ,C13470921835,0,,Season         ,$0.00 
7051,10/6/22 18:38,Front_Ent ,C13471728604,0,,Hourly         ,$0.00 
7052,10/6/22 18:38,Entry     ,C13471728604,0,,Hourly         ,$0.00 
7053,10/6/22 18:40,Exit      ,C13475553751,1.11E+15,,Hourly         ,$3.00 
7054,10/6/22 18:41,Front_Ent ,C13475036895,0,,Hourly         ,$0.00 
7055,10/6/22 18:42,Entry     ,C13475036895,0,,Hourly         ,$0.00 
7056,10/6/22 18:43,Front_Ent ,C13566574325,0,,Hourly         ,$0.00 
7057,10/6/22 18:44,Front_Ent ,C13566289888,0,,Hourly         ,$0.00 
7058,10/6/22 18:44,Front_Ent ,C13566039641,0,,Hourly         ,$0.00 
7059,10/6/22 18:45,Exit      ,C13471968078,0,,Season         ,$0.00 
7060,10/6/22 18:46,Entry     ,C13061116006,0,,Hourly         ,$0.00 
7061,10/6/22 18:46,Front_Ent ,C13565679148,0,,Hourly         ,$0.00 
7062,10/6/22 18:47,Entry     ,C13565679148,0,,Hourly         ,$0.00 
7063,10/6/22 18:48,Front_Ent ,C13471871742,0,,Hourly         ,$0.00 
7064,10/6/22 18:48,Entry     ,C13471871742,0,,Hourly         ,$0.00 
7065,10/6/22 18:49,Front_Ent ,C13474807182,0,,Hourly         ,$0.00 
7066,10/6/22 18:49,Entry     ,C13474807182,0,,Hourly         ,$0.00 
7067,10/6/22 18:50,Front_Ent ,C13565920914,0,,Hourly         ,$0.00 
7068,10/6/22 18:50,Exit      ,C13474226291,1.00E+15,,Hourly         ,$5.00 
7069,10/6/22 18:50,Entry     ,C13565920914,0,,Hourly         ,$0.00 
7070,10/6/22 18:53,Exit      ,C13565784104,0,,Season         ,$0.00 
7071,10/6/22 18:57,Exit      ,C13473656143,1.11E+15,,Hourly         ,$14.70 
7072,10/6/22 18:58,Front_Ent ,C13469920236,0,,Hourly         ,$0.00 
7073,10/6/22 18:58,Front_Ent ,C13566478056,0,,Hourly         ,$0.00 
7074,10/6/22 18:58,Entry     ,C13469920236,0,,Hourly         ,$0.00 
7075,10/6/22 18:58,Front_Ent ,C13471411977,0,,Hourly         ,$0.00 
7076,10/6/22 18:58,Entry     ,C13566478056,0,,Hourly         ,$0.00 
7077,10/6/22 18:59,Entry     ,C13471411977,0,,Hourly         ,$0.00 
7078,10/6/22 18:59,Exit      ,C13473037723,1.11E+15,,Hourly         ,$17.60 
7079,10/6/22 19:00,Front_Ent ,C13467181540,0,,Hourly         ,$0.00 
7080,10/6/22 19:00,Entry     ,C13467181540,0,,Hourly         ,$0.00 
7081,10/6/22 19:02,Front_Ent ,C13469587809,0,,Hourly         ,$0.00 
7082,10/6/22 19:03,Entry     ,C13469587809,0,,Hourly         ,$0.00 
7083,10/6/22 19:03,Exit      ,C13388318365,1.11E+15,,Hourly         ,$7.04 
7084,10/6/22 19:05,Front_Ent ,C13388708892,0,,Hourly         ,$0.00 
7085,10/6/22 19:05,Entry     ,C13388708892,0,,Hourly         ,$0.00 
7086,10/6/22 19:06,Front_Ent ,C13566356095,0,,Hourly         ,$0.00 
7087,10/6/22 19:06,Entry     ,C13566356095,0,,Hourly         ,$0.00 
7088,10/6/22 19:06,Front_Ent ,C13388908881,0,,Hourly         ,$0.00 
7089,10/6/22 19:08,Front_Ent ,C13471612238,0,,Hourly         ,$0.00 
