S/NO.,TIME,STATION,IU,CASHCARD,VEHICLE,CARDTYPE,AMOUNT
32,1/6/22 13:45,Exit      ,C13472262008,0,,Hourly         ,$0.00 
33,1/6/22 13:47,Exit      ,C13474709577,1.11E+15,,Hourly         ,$2.20 
34,1/6/22 13:52,Entry     ,C13470459060,0,,Hourly         ,$0.00 
35,1/6/22 13:52,Exit      ,C13470459060,0,,Hourly         ,$0.00 
36,1/6/22 14:06,Entry     ,C13473095737,0,,Season         ,$0.00 
37,1/6/22 14:34,Exit      ,C13566516491,1.11E+15,,Hourly         ,$6.65 
38,1/6/22 14:38,Exit      ,C13471350002,1.11E+15,,               ,$10.44 
39,1/6/22 14:41,Entry     ,C13475634806,0,,Hourly         ,$0.00 
40,1/6/22 15:00,Entry     ,C13472346099,0,,Season         ,$0.00 
41,1/6/22 15:03,Entry     ,C13470143226,0,,Hourly         ,$0.00 
42,1/6/22 15:05,Entry     ,C13374300805,0,,Hourly         ,$0.00 
43,1/6/22 15:50,Exit      ,C13470143226,1.11E+15,,Hourly         ,$1.92 
44,1/6/22 15:54,Exit      ,C13472346099,0,,Season         ,$0.00 
45,1/6/22 16:10,Exit      ,C13374300805,1.11E+15,,Hourly         ,$2.60 
46,1/6/22 16:12,Entry     ,C13566610343,0,,Hourly         ,$0.00 
47,1/6/22 16:21,Exit      ,C13470689515,0,,Season         ,$0.00 
48,1/6/22 16:36,Exit      ,C13566610343,1.11E+15,,Hourly         ,$1.00 
49,1/6/22 16:54,Exit      ,C13565806429,0,,Season         ,$0.00 
50,1/6/22 17:23,Exit      ,C13471481483,0,,Season         ,$0.00 
51,1/6/22 17:41,Exit      ,C13475634806,1.11E+15,,Hourly         ,$7.20 
52,1/6/22 17:53,Entry     ,C13472346099,0,,Season         ,$0.00 
53,1/6/22 18:09,Entry     ,C13472207658,0,,Hourly         ,$0.00 
54,1/6/22 18:11,Exit      ,C13472207658,0,,Hourly         ,$0.00 
55,1/6/22 18:12,Exit      ,C13472346099,0,,Season         ,$0.00 
56,1/6/22 18:20,Entry     ,C13565986494,0,,Hourly         ,$0.00 
57,1/6/22 18:22,Exit      ,C13565986494,0,,Hourly         ,$0.00 
58,1/6/22 18:22,Entry     ,C13474727090,0,,Hourly         ,$0.00 
59,1/6/22 18:54,Entry     ,C13388364698,0,,Hourly         ,$0.00 
60,1/6/22 19:11,Exit      ,C13388364698,1.11E+15,,Hourly         ,$3.00 
61,1/6/22 19:14,Exit      ,C13470791699,1.11E+15,,Hourly         ,$19.10 
62,1/6/22 19:24,Exit      ,C13566289054,0,,Season         ,$0.00 
63,1/6/22 20:20,Entry     ,C13474050591,0,,Hourly         ,$0.00 
64,1/6/22 20:20,Exit      ,C13474050591,0,,Hourly         ,$0.00 
65,1/6/22 21:09,Entry     ,C13475542382,0,,Hourly         ,$0.00 
66,1/6/22 21:11,Exit      ,C13475542382,0,,Hourly         ,$0.00 
67,1/6/22 21:21,Exit      ,C13474727090,1.11E+15,,Hourly         ,$3.00 
68,1/6/22 21:36,Entry     ,C13471158076,0,,Hourly         ,$0.00 
69,1/6/22 21:37,Exit      ,C13471158076,0,,Hourly         ,$0.00 
70,1/6/22 21:48,Entry     ,C13565986494,0,,Hourly         ,$0.00 
71,1/6/22 21:50,Exit      ,C13565986494,0,,Hourly         ,$0.00 
72,1/6/22 22:02,Entry     ,C13473835597,0,,Hourly         ,$0.00 
73,1/6/22 22:04,Exit      ,C13473835597,0,,Hourly         ,$0.00 
74,1/6/22 22:09,Exit      ,C13473095737,0,,Season         ,$0.00 
75,1/6/22 23:19,Exit      ,C13472687211,0,,Use Ticket     ,$0.00 
76,2/6/22 07:23,Entry     ,C13473202094,0,,Hourly         ,$0.00 
77,2/6/22 07:54,Entry     ,C13473736770,0,,Hourly         ,$0.00 
78,2/6/22 08:00,Entry     ,C13565869618,0,,Hourly         ,$0.00 
79,2/6/22 08:00,Exit      ,C13565869618,0,,Hourly         ,$0.00 
80,2/6/22 08:01,Entry     ,C13471481483,0,,Season         ,$0.00 
81,2/6/22 08:05,Entry     ,C13472898420,0,,Hourly         ,$0.00 
82,2/6/22 08:06,Exit      ,C13472898420,0,,Hourly         ,$0.00 
83,2/6/22 08:30,Entry     ,C13474388898,0,,Hourly         ,$0.00 
84,2/6/22 08:30,Exit      ,C13474388898,0,,Hourly         ,$0.00 
85,2/6/22 08:40,Entry     ,C13471352735,0,,Season         ,$0.00 
86,2/6/22 09:03,Entry     ,C13470689515,0,,Season         ,$0.00 
87,2/6/22 10:14,Entry     ,C13566289054,0,,Season         ,$0.00 
88,2/6/22 10:39,Exit      ,C13473202094,1.11E+15,,Hourly         ,$7.88 
89,2/6/22 11:04,Exit      ,C13471352735,0,,Season         ,$0.00 
90,2/6/22 11:46,Entry     ,C13472479163,0,,Hourly         ,$0.00 
91,2/6/22 12:02,Entry     ,C13473708240,0,,Season         ,$0.00 
92,2/6/22 12:06,Entry     ,C13473606997,0,,Hourly         ,$0.00 
93,2/6/22 12:07,Exit      ,C13473606997,0,,Hourly         ,$0.00 
94,2/6/22 12:10,Entry     ,C13475499976,0,,Hourly         ,$0.00 
95,2/6/22 12:11,Exit      ,C13475499976,0,,Hourly         ,$0.00 
96,2/6/22 12:19,Entry     ,C13474709577,0,,Hourly         ,$0.00 
97,2/6/22 12:26,Entry     ,C13473095737,0,,Season         ,$0.00 
98,2/6/22 12:39,Entry     ,C13565998565,0,,Season         ,$0.00 
99,2/6/22 12:40,Exit      ,C13565998565,0,,Season         ,$0.00 
100,2/6/22 12:46,Entry     ,C13472806326,0,,Hourly         ,$0.00 
101,2/6/22 12:47,Exit      ,C13472806326,0,,Hourly         ,$0.00 
102,2/6/22 12:50,Entry     ,C13396404461,0,,Hourly         ,$0.00 
103,2/6/22 12:51,Exit      ,C13396404461,0,,Hourly         ,$0.00 
104,2/6/22 12:58,Exit      ,C13474709577,1.11E+15,,Hourly         ,$1.95 
105,2/6/22 13:04,Entry     ,C13472844475,0,,Hourly         ,$0.00 
106,2/6/22 13:04,Exit      ,C13472844475,0,,Hourly         ,$0.00 
107,2/6/22 13:31,Entry     ,C111752345678789,0,,Hourly         ,$0.00 
108,2/6/22 13:38,Entry     ,C13471350002,0,,               ,$0.00 
109,2/6/22 13:46,Entry     ,C13475488443,0,,Hourly         ,$0.00 
110,2/6/22 13:47,Exit      ,C13475488443,0,,Hourly         ,$0.00 
111,2/6/22 13:51,Entry     ,C13474052366,0,,Hourly         ,$0.00 
112,2/6/22 13:51,Exit      ,C13474052366,0,,Hourly         ,$0.00 
113,2/6/22 14:05,Entry     ,C13471016620,0,,Hourly         ,$0.00 
114,2/6/22 14:07,Entry     ,C13565924916,0,,Hourly         ,$0.00 
115,2/6/22 14:08,Entry     ,C13475676889,0,,Hourly         ,$0.00 
116,2/6/22 14:10,Entry     ,C13471574874,0,,Season         ,$0.00 
117,2/6/22 14:12,Entry     ,C13470638852,0,,Hourly         ,$0.00 
118,2/6/22 14:13,Exit      ,C13470638852,0,,Hourly         ,$0.00 
119,2/6/22 14:15,Entry     ,C13474578586,0,,Hourly         ,$0.00 
120,2/6/22 14:17,Entry     ,C13060397439,0,,Hourly         ,$0.00 
121,2/6/22 14:20,Entry     ,C13475050260,0,,Hourly         ,$0.00 
122,2/6/22 14:25,Exit      ,C13475050260,0,,Hourly         ,$0.00 
123,2/6/22 14:48,Entry     ,C13396444714,0,,Hourly         ,$0.00 
124,2/6/22 14:48,Exit      ,C13396444714,0,,Hourly         ,$0.00 
125,2/6/22 14:55,Entry     ,C13472806326,0,,Hourly         ,$0.00 
126,2/6/22 14:55,Exit      ,C13472806326,0,,Hourly         ,$0.00 
127,2/6/22 15:07,Entry     ,C13473811934,0,,Hourly         ,$0.00 
128,2/6/22 15:43,Exit      ,C13474578586,1.11E+15,,Hourly         ,$3.52 
129,2/6/22 15:46,Entry     ,C13470143226,0,,Hourly         ,$0.00 
130,2/6/22 15:54,Entry     ,C13565998565,0,,Season         ,$0.00 
131,2/6/22 16:06,Exit      ,C13565998565,0,,Season         ,$0.00 
132,2/6/22 16:10,Exit      ,C13472479163,1.11E+15,,Hourly         ,$11.94 
133,2/6/22 16:14,Entry     ,C13473606997,0,,Hourly         ,$0.00 
134,2/6/22 16:15,Exit      ,C13473606997,0,,Hourly         ,$0.00 
135,2/6/22 16:26,Exit      ,C13470143226,1.01E+15,,Hourly         ,$1.64 
136,2/6/22 16:40,Exit      ,C13473736770,0,,Use Ticket     ,$0.00 
137,2/6/22 16:54,Entry     ,C13474430958,0,,Hourly         ,$0.00 
138,2/6/22 16:54,Exit      ,C13474430958,0,,Hourly         ,$0.00 
139,2/6/22 16:59,Entry     ,C13475247205,0,,Hourly         ,$0.00 
140,2/6/22 16:59,Exit      ,C13475247205,0,,Hourly         ,$0.00 
141,2/6/22 17:04,Exit      ,C13473811934,1.11E+15,,Hourly         ,$4.68 
142,2/6/22 17:06,Entry     ,C13472349748,0,,Hourly         ,$0.00 
143,2/6/22 17:23,Exit      ,C13470689515,0,,Season         ,$0.00 
144,2/6/22 17:42,Exit      ,C13471481483,0,,Season         ,$0.00 
145,2/6/22 17:50,Exit      ,C13472349748,1.11E+15,,Hourly         ,$1.76 
146,2/6/22 17:51,Exit      ,C13475676889,0,,Use Ticket     ,$0.00 
147,2/6/22 17:53,Exit      ,C13471016620,0,,Use Ticket     ,$0.00 
148,2/6/22 17:53,Exit      ,C13565924916,0,,Use Ticket     ,$0.00 
149,2/6/22 17:56,Exit      ,C13060397439,0,,Use Ticket     ,$0.00 
150,2/6/22 18:02,Exit      ,C13473708240,0,,Season         ,$0.00 
151,2/6/22 18:29,Exit      ,C13471350002,1.11E+15,,               ,$9.59 
152,2/6/22 18:31,Entry     ,C13472029647,0,,Hourly         ,$0.00 
153,2/6/22 18:38,Entry     ,C13474000149,0,,Hourly         ,$0.00 
154,2/6/22 18:51,Entry     ,C13061228298,0,,Hourly         ,$0.00 
155,2/6/22 18:58,Entry     ,C13474280113,0,,Hourly         ,$0.00 
156,2/6/22 18:59,Exit      ,C13474280113,0,,Hourly         ,$0.00 
157,2/6/22 18:59,Entry     ,C13566285566,0,,Hourly         ,$0.00 
158,2/6/22 19:01,Entry     ,C13470357883,0,,Hourly         ,$0.00 
159,2/6/22 19:03,Entry     ,C13565972882,0,,Hourly         ,$0.00 
160,2/6/22 19:05,Exit      ,C13472029647,1.11E+15,,Hourly         ,$3.00 
161,2/6/22 19:17,Exit      ,C111752345678789,1.11E+15,,Hourly         ,$14.05 
162,2/6/22 19:52,Exit      ,C13566289054,0,,Season         ,$0.00 
163,2/6/22 21:33,Entry     ,C13471158076,0,,Hourly         ,$0.00 
164,2/6/22 21:38,Exit      ,C13471158076,0,,Hourly         ,$0.00 
165,2/6/22 21:56,Exit      ,C13471574874,0,,Season         ,$0.00 
166,2/6/22 22:14,Exit      ,C13474000149,1.11E+15,,Hourly         ,$3.00 
167,2/6/22 22:15,Exit      ,C13473095737,0,,Season         ,$0.00 
168,2/6/22 22:17,Entry     ,C13475542382,0,,Hourly         ,$0.00 
169,2/6/22 22:20,Exit      ,C13565972882,1.11E+15,,Hourly         ,$3.00 
170,2/6/22 22:38,Exit      ,C13470357883,1.11E+15,,Hourly         ,$3.00 
171,2/6/22 22:41,Exit      ,C13475542382,1.11E+15,,Hourly         ,$3.00 
172,2/6/22 22:44,Exit      ,C13061228298,1.11E+15,,Hourly         ,$1.50 
173,2/6/22 23:10,Exit      ,C13566285566,1.01E+15,,Hourly         ,$3.00 
174,3/6/22 07:59,Entry     ,C13473736770,0,,Hourly         ,$0.00 
175,3/6/22 08:00,Exit      ,C13473736770,0,,Hourly         ,$0.00 
176,3/6/22 08:00,Entry     ,C13471481483,0,,Season         ,$0.00 
177,3/6/22 08:12,Entry     ,C13472898420,0,,Hourly         ,$0.00 
178,3/6/22 08:12,Exit      ,C13472898420,0,,Hourly         ,$0.00 
179,3/6/22 08:17,Entry     ,C13473971819,0,,Hourly         ,$0.00 
180,3/6/22 08:20,Entry     ,C13472806326,0,,Hourly         ,$0.00 
181,3/6/22 08:21,Exit      ,C13472806326,0,,Hourly         ,$0.00 
182,3/6/22 08:29,Entry     ,C13473229147,0,,Hourly         ,$0.00 
183,3/6/22 08:41,Entry     ,C13475614840,0,,Hourly         ,$0.00 
184,3/6/22 09:15,Entry     ,C13470689515,0,,Season         ,$0.00 
185,3/6/22 09:25,Entry     ,C13472806326,0,,Hourly         ,$0.00 
186,3/6/22 09:29,Entry     ,C13388746614,0,,Hourly         ,$0.00 
187,3/6/22 09:38,Exit      ,C13473229147,1.11E+15,,Hourly         ,$2.76 
188,3/6/22 09:47,Entry     ,C13472299874,0,,Hourly         ,$0.00 
189,3/6/22 09:50,Exit      ,C13475614840,1.11E+15,,Hourly         ,$2.80 
190,3/6/22 09:52,Exit      ,C13473971819,1.11E+15,,Hourly         ,$3.80 
191,3/6/22 09:52,Entry     ,C13388108895,0,,Hourly         ,$0.00 
192,3/6/22 09:54,Entry     ,C13566289054,0,,Season         ,$0.00 
193,3/6/22 09:57,Entry     ,C13471507140,0,,Hourly         ,$0.00 
194,3/6/22 09:58,Exit      ,C13471507140,0,,Hourly         ,$0.00 
195,3/6/22 10:04,Exit      ,C13472806326,1.11E+15,,Hourly         ,$1.56 
196,3/6/22 10:11,Exit      ,C13472299874,1.11E+15,,Hourly         ,$1.00 
197,3/6/22 10:15,Entry     ,C13474545337,0,,Hourly         ,$0.00 
198,3/6/22 10:23,Entry     ,C13472676275,0,,Hourly         ,$0.00 
199,3/6/22 10:23,Exit      ,C13472676275,0,,Hourly         ,$0.00 
200,3/6/22 10:43,Entry     ,C13565763184,0,,Hourly         ,$0.00 
201,3/6/22 10:49,Entry     ,C13388771413,0,,Hourly         ,$0.00 
202,3/6/22 11:07,Entry     ,C13472532988,0,,Hourly         ,$0.00 
203,3/6/22 11:38,Entry     ,C13371494130,0,,Hourly         ,$0.00 
204,3/6/22 12:00,Exit      ,C13388108895,1.11E+15,,Hourly         ,$5.77 
205,3/6/22 12:05,Exit      ,C13565763184,1.11E+15,,Hourly         ,$3.98 
206,3/6/22 12:31,Entry     ,C13474710286,0,,Season         ,$0.00 
207,3/6/22 12:36,Entry     ,C13565993101,0,,Hourly         ,$0.00 
208,3/6/22 12:49,Entry     ,C13473082081,0,,Hourly         ,$0.00 
209,3/6/22 12:49,Exit      ,C13473082081,0,,Hourly         ,$0.00 
210,3/6/22 13:11,Exit      ,C13388746614,1.11E+15,,Hourly         ,$10.24 
211,3/6/22 13:12,Exit      ,C13371494130,1.11E+15,,Hourly         ,$4.70 
212,3/6/22 13:16,Exit      ,C13388771413,1.11E+15,,Hourly         ,$7.29 
213,3/6/22 13:18,Entry     ,C13471574874,0,,Season         ,$0.00 
214,3/6/22 14:14,Exit      ,C13474545337,1.11E+15,,Hourly         ,$11.40 
215,3/6/22 14:18,Entry     ,C13474605165,0,,Hourly         ,$0.00 
216,3/6/22 14:20,Exit      ,C13472532988,1.11E+15,,Hourly         ,$9.49 
217,3/6/22 14:24,Entry     ,C13470833553,0,,Hourly         ,$0.00 
218,3/6/22 14:24,Entry     ,C13474601064,0,,Season         ,$0.00 
219,3/6/22 14:39,Entry     ,C13473095737,0,,Season         ,$0.00 
220,3/6/22 14:40,Exit      ,C13474710286,0,,Season         ,$0.00 
221,3/6/22 14:46,Exit      ,C13565993101,1.11E+15,,Hourly         ,$6.08 
222,3/6/22 15:00,Entry     ,C13388746614,0,,Hourly         ,$0.00 
223,3/6/22 15:18,Exit      ,C13470833553,1.11E+15,,Hourly         ,$2.16 
224,3/6/22 15:20,Exit      ,C13388746614,1.11E+15,,Hourly         ,$0.80 
225,3/6/22 15:40,Exit      ,C13474601064,0,,Season         ,$0.00 
226,3/6/22 17:01,Exit      ,C13470689515,0,,Season         ,$0.00 
227,3/6/22 17:23,Exit      ,C13471481483,0,,Season         ,$0.00 
228,3/6/22 17:29,Exit      ,C13474605165,1.01E+15,,Hourly         ,$7.64 
229,3/6/22 17:36,Entry     ,C13473353541,0,,Hourly         ,$0.00 
230,3/6/22 17:53,Entry     ,C13470070304,0,,Hourly         ,$0.00 
231,3/6/22 18:14,Entry     ,C13472694339,0,,Hourly         ,$0.00 
232,3/6/22 18:15,Exit      ,C13472694339,0,,Hourly         ,$0.00 
233,3/6/22 18:31,Entry     ,C13473429951,0,,Hourly         ,$0.00 
234,3/6/22 18:36,Entry     ,C13473318488,0,,Hourly         ,$0.00 
235,3/6/22 18:38,Entry     ,C13474369158,0,,Season         ,$0.00 
236,3/6/22 18:39,Exit      ,C13473318488,0,,Hourly         ,$0.00 
237,3/6/22 18:45,Entry     ,C13473505918,0,,Hourly         ,$0.00 
238,3/6/22 18:50,Exit      ,C13471574874,0,,Season         ,$0.00 
239,3/6/22 18:58,Entry     ,C13474000149,0,,Hourly         ,$0.00 
240,3/6/22 19:07,Entry     ,C13566285566,0,,Hourly         ,$0.00 
241,3/6/22 19:14,Entry     ,C13474416562,0,,Hourly         ,$0.00 
242,3/6/22 19:14,Exit      ,C13474416562,0,,Hourly         ,$0.00 
243,3/6/22 19:16,Exit      ,C13470070304,1.11E+15,,Hourly         ,$3.28 
244,3/6/22 19:22,Entry     ,C13474819069,0,,Hourly         ,$0.00 
245,3/6/22 19:24,Exit      ,C13566289054,0,,Season         ,$0.00 
246,3/6/22 20:01,Exit      ,C13473429951,1.11E+15,,Hourly         ,$3.00 
247,3/6/22 20:02,Entry     ,C13566468700,0,,Hourly         ,$0.00 
248,3/6/22 20:02,Exit      ,C13566468700,0,,Hourly         ,$0.00 
249,3/6/22 20:40,Entry     ,C13475155802,0,,Hourly         ,$0.00 
250,3/6/22 20:43,Exit      ,C13473505918,1.11E+15,,Hourly         ,$3.00 
251,3/6/22 20:48,Exit      ,C13474369158,0,,Season         ,$0.00 
252,3/6/22 20:59,Entry     ,C13471158076,0,,Hourly         ,$0.00 
253,3/6/22 21:00,Exit      ,C13471158076,0,,Hourly         ,$0.00 
254,3/6/22 21:14,Entry     ,C13469646972,0,,Hourly         ,$0.00 
255,3/6/22 21:15,Exit      ,C13469646972,0,,Hourly         ,$0.00 
256,3/6/22 21:36,Entry     ,C13474881498,0,,Hourly         ,$0.00 
257,3/6/22 21:39,Exit      ,C13474881498,0,,Hourly         ,$0.00 
258,3/6/22 21:39,Exit      ,C13473353541,1.11E+15,,Hourly         ,$3.96 
259,3/6/22 21:46,Exit      ,C13474819069,1.11E+15,,Hourly         ,$3.00 
260,3/6/22 21:54,Exit      ,C13566285566,1.01E+15,,Hourly         ,$3.00 
261,3/6/22 21:57,Exit      ,C13474000149,1.11E+15,,Hourly         ,$3.00 
262,3/6/22 22:19,Entry     ,C13472694339,0,,Hourly         ,$0.00 
263,3/6/22 22:19,Exit      ,C13472694339,0,,Hourly         ,$0.00 
264,3/6/22 22:42,Entry     ,C13469468386,0,,Hourly         ,$0.00 
265,3/6/22 22:44,Exit      ,C13469468386,0,,Hourly         ,$0.00 
266,3/6/22 22:45,Exit      ,C13475155802,1.11E+15,,Hourly         ,$3.00 
267,3/6/22 23:56,Exit      ,C13473095737,0,,Season         ,$0.00 
268,4/6/22 06:50,Entry     ,C13472639123,0,,Hourly         ,$0.00 
269,4/6/22 06:51,Exit      ,C13472639123,0,,Hourly         ,$0.00 
270,4/6/22 08:11,Entry     ,C13895984135,0,,Hourly         ,$0.00 
271,4/6/22 08:13,Exit      ,C13895984135,0,,Hourly         ,$0.00 
272,4/6/22 08:15,Entry     ,C13061228298,0,,Hourly         ,$0.00 
273,4/6/22 08:15,Entry     ,C13566363833,0,,Hourly         ,$0.00 
274,4/6/22 08:16,Exit      ,C13566363833,0,,Hourly         ,$0.00 
275,4/6/22 08:25,Entry     ,C13566088613,0,,Hourly         ,$0.00 
276,4/6/22 08:27,Entry     ,C13474613720,0,,Hourly         ,$0.00 
277,4/6/22 08:30,Entry     ,C13565798113,0,,Hourly         ,$0.00 
278,4/6/22 08:52,Entry     ,C13474133397,0,,Hourly         ,$0.00 
279,4/6/22 09:06,Entry     ,C13470106000,0,,Hourly         ,$0.00 
280,4/6/22 09:10,Entry     ,C13475354406,0,,Hourly         ,$0.00 
281,4/6/22 09:11,Exit      ,C13475354406,0,,Hourly         ,$0.00 
282,4/6/22 09:16,Entry     ,C13472569948,0,,Hourly         ,$0.00 
283,4/6/22 09:20,Entry     ,C13471799858,0,,Hourly         ,$0.00 
284,4/6/22 09:21,Exit      ,C13471799858,0,,Hourly         ,$0.00 
285,4/6/22 10:02,Entry     ,C13469764798,0,,Hourly         ,$0.00 
286,4/6/22 10:02,Exit      ,C13469764798,0,,Hourly         ,$0.00 
287,4/6/22 10:24,Entry     ,C13472749468,0,,Hourly         ,$0.00 
288,4/6/22 10:25,Exit      ,C13472749468,0,,Hourly         ,$0.00 
289,4/6/22 10:28,Entry     ,C13374300805,0,,Hourly         ,$0.00 
290,4/6/22 10:37,Entry     ,C13473511066,0,,Hourly         ,$0.00 
291,4/6/22 10:37,Entry     ,C13474386977,0,,Hourly         ,$0.00 
292,4/6/22 10:37,Exit      ,C13474386977,0,,Hourly         ,$0.00 
293,4/6/22 10:37,Exit      ,C13473511066,0,,Hourly         ,$0.00 
294,4/6/22 10:53,Entry     ,C13566262722,0,,Hourly         ,$0.00 
295,4/6/22 11:44,Exit      ,C13061228298,1.11E+15,,Hourly         ,$1.50 
296,4/6/22 11:47,Exit      ,C13474133397,1.11E+15,,Hourly         ,$7.00 
297,4/6/22 12:00,Exit      ,C13374300805,1.11E+15,,Hourly         ,$3.72 
298,4/6/22 12:05,Entry     ,C13566285566,0,,Hourly         ,$0.00 
299,4/6/22 12:06,Exit      ,C13566285566,0,,Hourly         ,$0.00 
300,4/6/22 13:05,Exit      ,C13470106000,1.11E+15,,Hourly         ,$9.56 
301,4/6/22 13:18,Entry     ,C13566327813,0,,Hourly         ,$0.00 
302,4/6/22 13:18,Exit      ,C13566327813,0,,Hourly         ,$0.00 
303,4/6/22 13:29,Entry     ,C13471919533,0,,Hourly         ,$0.00 
304,4/6/22 13:48,Exit      ,C13471919533,1.11E+15,,Hourly         ,$0.80 
305,4/6/22 13:48,Entry     ,C13566363083,0,,Hourly         ,$0.00 
306,4/6/22 13:49,Exit      ,C13566363083,0,,Hourly         ,$0.00 
307,4/6/22 13:49,Entry     ,C13475094464,0,,Hourly         ,$0.00 
308,4/6/22 13:59,Entry     ,C13470106000,0,,Hourly         ,$0.00 
309,4/6/22 14:02,Entry     ,C13473612392,0,,Hourly         ,$0.00 
310,4/6/22 14:03,Exit      ,C13475094464,1.11E+15,,Hourly         ,$0.56 
311,4/6/22 14:03,Exit      ,C13473612392,0,,Hourly         ,$0.00 
312,4/6/22 14:08,Entry     ,C13471960313,0,,Hourly         ,$0.00 
313,4/6/22 14:08,Entry     ,C13472441280,0,,Hourly         ,$0.00 
314,4/6/22 14:09,Exit      ,C13471960313,0,,Hourly         ,$0.00 
315,4/6/22 14:09,Exit      ,C13472441280,0,,Hourly         ,$0.00 
316,4/6/22 14:49,Entry     ,C13471410450,0,,Hourly         ,$0.00 
317,4/6/22 15:08,Entry     ,C13388956437,0,,Hourly         ,$0.00 
318,4/6/22 16:02,Exit      ,C13388956437,1.11E+15,,Hourly         ,$2.20 
319,4/6/22 16:08,Entry     ,C13472952309,0,,Hourly         ,$0.00 
320,4/6/22 16:11,Exit      ,C13472952309,0,,Hourly         ,$0.00 
321,4/6/22 16:57,Entry     ,C13388399445,0,,Hourly         ,$0.00 
322,4/6/22 17:14,Exit      ,C13472569948,1.11E+15,,Hourly         ,$19.12 
323,4/6/22 17:14,Exit      ,C13566262722,1.11E+15,,Hourly         ,$15.24 
324,4/6/22 17:16,Exit      ,C13470106000,1.11E+15,,Hourly         ,$7.92 
325,4/6/22 17:17,Exit      ,C13388399445,1.11E+15,,Hourly         ,$0.80 
326,4/6/22 17:17,Exit      ,C13565798113,1.11E+15,,Hourly         ,$21.12 
327,4/6/22 17:17,Exit      ,C13471410450,1.11E+15,,Hourly         ,$5.92 
328,4/6/22 17:20,Exit      ,C13566088613,1.11E+15,,Hourly         ,$21.44 
329,4/6/22 17:23,Exit      ,C13474613720,1.11E+15,,Hourly         ,$21.48 
330,4/6/22 18:46,Entry     ,C13473720888,0,,Hourly         ,$0.00 
331,4/6/22 18:53,Entry     ,C13472236532,0,,Hourly         ,$0.00 
332,4/6/22 18:54,Exit      ,C13472236532,0,,Hourly         ,$0.00 
333,4/6/22 20:06,Entry     ,C13473874546,0,,Hourly         ,$0.00 
334,4/6/22 22:26,Exit      ,C13473874546,1.11E+15,,Hourly         ,$3.00 
335,4/6/22 22:38,Exit      ,C13473720888,1.11E+15,,Hourly         ,$3.00 
336,4/6/22 23:13,Entry     ,C13474065187,0,,Hourly         ,$0.00 
337,4/6/22 23:14,Exit      ,C13474065187,0,,Hourly         ,$0.00 
338,4/6/22 23:16,Entry     ,C13473314856,0,,Hourly         ,$0.00 
339,4/6/22 23:17,Entry     ,C13565948257,0,,Hourly         ,$0.00 
340,4/6/22 23:17,Exit      ,C13473314856,0,,Hourly         ,$0.00 
