S/NO.,TIME,STATION,IU,CASHCARD,VEHICLE,CARDTYPE,AMOUNT
341,4/6/22 23:17,Entry     ,C13471725311,0,,Hourly         ,$0.00 
342,4/6/22 23:17,Exit      ,C13565948257,0,,Hourly         ,$0.00 
343,4/6/22 23:17,Exit      ,C13471725311,0,,Hourly         ,$0.00 
344,5/6/22 07:39,Entry     ,C13473405094,0,,Hourly         ,$0.00 
345,5/6/22 09:03,Exit      ,C13473405094,1.11E+15,,Hourly         ,$3.40 
346,5/6/22 09:06,Entry     ,C13473639197,0,,Hourly         ,$0.00 
347,5/6/22 09:14,Entry     ,C13469405213,0,,Hourly         ,$0.00 
348,5/6/22 09:14,Entry     ,C13474492247,0,,Hourly         ,$0.00 
349,5/6/22 09:16,Entry     ,C13472320359,0,,Hourly         ,$0.00 
350,5/6/22 09:18,Entry     ,C13474927253,0,,Hourly         ,$0.00 
351,5/6/22 09:22,Entry     ,C13473652480,0,,Hourly         ,$0.00 
352,5/6/22 09:27,Entry     ,C13475166380,0,,Hourly         ,$0.00 
353,5/6/22 09:29,Entry     ,C13474310243,0,,Hourly         ,$0.00 
354,5/6/22 09:37,Entry     ,C13475242023,0,,Hourly         ,$0.00 
355,5/6/22 09:42,Entry     ,C13474942582,0,,Hourly         ,$0.00 
356,5/6/22 09:46,Entry     ,C13472348270,0,,Hourly         ,$0.00 
357,5/6/22 10:22,Entry     ,C13475632448,0,,Hourly         ,$0.00 
358,5/6/22 10:22,Exit      ,C13475632448,0,,Hourly         ,$0.00 
359,5/6/22 10:46,Entry     ,C13472354540,0,,Hourly         ,$0.00 
360,5/6/22 10:46,Exit      ,C13472354540,0,,Hourly         ,$0.00 
361,5/6/22 10:56,Entry     ,C13474372259,0,,Hourly         ,$0.00 
362,5/6/22 10:56,Exit      ,C13474372259,0,,Hourly         ,$0.00 
363,5/6/22 10:56,Exit      ,C13474927253,1.11E+15,,Hourly         ,$3.92 
364,5/6/22 10:58,Entry     ,C13472664113,0,,Hourly         ,$0.00 
365,5/6/22 10:59,Exit      ,C13472320359,1.11E+15,,Hourly         ,$4.16 
366,5/6/22 10:59,Exit      ,C13474310243,1.11E+15,,Hourly         ,$3.60 
367,5/6/22 10:59,Exit      ,C13472664113,0,,Hourly         ,$0.00 
368,5/6/22 11:00,Exit      ,C13473639197,1.11E+15,,Hourly         ,$4.60 
369,5/6/22 11:01,Exit      ,C13473652480,1.11E+15,,Hourly         ,$4.00 
370,5/6/22 11:02,Exit      ,C13474492247,1.11E+15,,Hourly         ,$4.32 
371,5/6/22 11:02,Exit      ,C13469405213,1.11E+15,,Hourly         ,$4.32 
372,5/6/22 11:03,Exit      ,C13474942582,1.11E+15,,Hourly         ,$3.24 
373,5/6/22 11:11,Exit      ,C13475166380,1.11E+15,,Hourly         ,$4.20 
374,5/6/22 11:25,Entry     ,C13475218446,0,,Hourly         ,$0.00 
375,5/6/22 11:26,Exit      ,C13475218446,0,,Hourly         ,$0.00 
376,5/6/22 12:06,Entry     ,C13469375440,0,,Hourly         ,$0.00 
377,5/6/22 12:06,Exit      ,C13469375440,0,,Hourly         ,$0.00 
378,5/6/22 12:42,Entry     ,C13474400959,0,,Hourly         ,$0.00 
379,5/6/22 12:42,Entry     ,C13471774540,0,,Hourly         ,$0.00 
380,5/6/22 12:48,Exit      ,C13475242023,1.11E+15,,Hourly         ,$7.68 
381,5/6/22 13:11,Entry     ,C13472299874,0,,Hourly         ,$0.00 
382,5/6/22 13:16,Exit      ,C13472299874,0,,Hourly         ,$0.00 
383,5/6/22 13:21,Entry     ,C13472073710,0,,Hourly         ,$0.00 
384,5/6/22 13:21,Exit      ,C13472073710,0,,Hourly         ,$0.00 
385,5/6/22 13:34,Entry     ,C13388746614,0,,Hourly         ,$0.00 
386,5/6/22 13:48,Entry     ,C13472299874,0,,Hourly         ,$0.00 
387,5/6/22 13:49,Exit      ,C13472299874,0,,Hourly         ,$0.00 
388,5/6/22 14:19,Entry     ,C13475190171,0,,Hourly         ,$0.00 
389,5/6/22 14:20,Exit      ,C13475190171,0,,Hourly         ,$0.00 
390,5/6/22 14:42,Entry     ,C13566079611,0,,Hourly         ,$0.00 
391,5/6/22 14:43,Exit      ,C13566079611,0,,Hourly         ,$0.00 
392,5/6/22 14:51,Entry     ,C13566013670,0,,Hourly         ,$0.00 
393,5/6/22 15:24,Exit      ,C13566013670,1.11E+15,,Hourly         ,$1.32 
394,5/6/22 15:51,Entry     ,C13388954374,0,,Hourly         ,$0.00 
395,5/6/22 16:01,Exit      ,C13472348270,                ,,Hourly         ,$15.00 
396,5/6/22 16:43,Exit      ,C13388954374,1.11E+15,,Hourly         ,$2.08 
397,5/6/22 16:47,Entry     ,C13565698636,0,,Hourly         ,$0.00 
398,5/6/22 16:48,Exit      ,C13565698636,0,,Hourly         ,$0.00 
399,5/6/22 17:06,Exit      ,C13474400959,1.11E+15,,Hourly         ,$10.60 
400,5/6/22 17:06,Exit      ,C13471774540,1.11E+15,,Hourly         ,$10.60 
401,5/6/22 17:09,Entry     ,C13566112339,0,,               ,$0.00 
402,5/6/22 17:48,Entry     ,C13471574874,0,,Season         ,$0.00 
403,5/6/22 18:01,Entry     ,C13388954374,0,,Hourly         ,$0.00 
404,5/6/22 18:07,Entry     ,C13565716876,0,,Hourly         ,$0.00 
405,5/6/22 18:09,Exit      ,C13565716876,0,,Hourly         ,$0.00 
406,5/6/22 18:22,Entry     ,C13373739409,0,,Hourly         ,$0.00 
407,5/6/22 18:23,Exit      ,C13373739409,0,,Hourly         ,$0.00 
408,5/6/22 19:08,Exit      ,C13388746614,1.11E+15,,Hourly         ,$13.64 
409,5/6/22 19:30,Exit      ,C13471574874,0,,Season         ,$0.00 
410,5/6/22 19:42,Exit      ,C13388954374,1.11E+15,,Hourly         ,$3.00 
411,5/6/22 20:12,Entry     ,C13566408467,0,,Hourly         ,$0.00 
412,5/6/22 20:12,Exit      ,C13566408467,0,,Hourly         ,$0.00 
413,5/6/22 20:29,Entry     ,C13472354540,0,,Hourly         ,$0.00 
414,5/6/22 20:30,Exit      ,C13472354540,0,,Hourly         ,$0.00 
415,5/6/22 21:12,Entry     ,C13471158076,0,,Hourly         ,$0.00 
416,5/6/22 21:13,Exit      ,C13471158076,0,,Hourly         ,$0.00 
417,5/6/22 22:13,Exit      ,C13566112339,1.11E+15,,               ,$3.53 
418,6/6/22 07:09,Entry     ,C13388954374,0,,Hourly         ,$0.00 
419,6/6/22 07:17,Exit      ,C13388954374,0,,Hourly         ,$0.00 
420,6/6/22 07:24,Entry     ,C13388746614,0,,Hourly         ,$0.00 
421,6/6/22 07:28,Entry     ,C13474773489,0,,Hourly         ,$0.00 
422,6/6/22 07:50,Entry     ,C13471481483,0,,Season         ,$0.00 
423,6/6/22 08:03,Entry     ,C13475043687,0,,Hourly         ,$0.00 
424,6/6/22 08:03,Entry     ,C13472382886,0,,Hourly         ,$0.00 
425,6/6/22 08:04,Exit      ,C13472382886,0,,Hourly         ,$0.00 
426,6/6/22 08:09,Entry     ,C13475384591,0,,Hourly         ,$0.00 
427,6/6/22 08:14,Entry     ,C13472850357,0,,Hourly         ,$0.00 
428,6/6/22 08:15,Exit      ,C13472850357,0,,Hourly         ,$0.00 
429,6/6/22 08:18,Entry     ,C13472839887,0,,Season         ,$0.00 
430,6/6/22 08:24,Entry     ,C13473906091,0,,Hourly         ,$0.00 
431,6/6/22 08:27,Entry     ,C13470650172,0,,Season         ,$0.00 
432,6/6/22 08:28,Exit      ,C13470650172,0,,Season         ,$0.00 
433,6/6/22 08:31,Entry     ,C13565772159,0,,Hourly         ,$0.00 
434,6/6/22 08:33,Exit      ,C13565772159,0,,Hourly         ,$0.00 
435,6/6/22 08:37,Entry     ,C13473886836,0,,Hourly         ,$0.00 
436,6/6/22 08:37,Entry     ,C13475325233,0,,Hourly         ,$0.00 
437,6/6/22 08:38,Exit      ,C13475325233,0,,Hourly         ,$0.00 
438,6/6/22 08:39,Entry     ,C13471574874,0,,Season         ,$0.00 
439,6/6/22 08:41,Exit      ,C13475384591,1.11E+15,,Hourly         ,$1.28 
440,6/6/22 08:44,Entry     ,C13475434983,0,,Hourly         ,$0.00 
441,6/6/22 08:45,Exit      ,C13475434983,0,,Hourly         ,$0.00 
442,6/6/22 08:51,Entry     ,C13472693794,0,,Season         ,$0.00 
443,6/6/22 08:56,Entry     ,C13470875323,0,,Hourly         ,$0.00 
444,6/6/22 09:08,Entry     ,C13470650172,0,,Season         ,$0.00 
445,6/6/22 09:27,Exit      ,C13470650172,0,,Season         ,$0.00 
446,6/6/22 09:39,Entry     ,C13566289054,0,,Season         ,$0.00 
447,6/6/22 09:42,Entry     ,C13470689515,0,,Season         ,$0.00 
448,6/6/22 10:00,Entry     ,C13472687211,0,,Hourly         ,$0.00 
449,6/6/22 10:01,Exit      ,C13471481483,0,,Season         ,$0.00 
450,6/6/22 10:01,Entry     ,C13388874051,0,,Hourly         ,$0.00 
451,6/6/22 10:02,Exit      ,C13475043687,1.00E+15,,Hourly         ,$4.76 
452,6/6/22 10:03,Exit      ,C13473906091,0,,Use Ticket     ,$0.00 
453,6/6/22 10:08,Entry     ,C13473119140,0,,Hourly         ,$0.00 
454,6/6/22 10:09,Exit      ,C13473119140,0,,Hourly         ,$0.00 
455,6/6/22 10:11,Entry     ,C13388065502,0,,Hourly         ,$0.00 
456,6/6/22 10:19,Exit      ,C13472839887,0,,Season         ,$0.00 
457,6/6/22 10:20,Entry     ,C13472864481,0,,Hourly         ,$0.00 
458,6/6/22 10:21,Exit      ,C13388065502,1.01E+15,,Hourly         ,$0.44 
459,6/6/22 10:34,Entry     ,C13473355175,0,,Hourly         ,$0.00 
460,6/6/22 10:34,Exit      ,C13473355175,0,,Hourly         ,$0.00 
461,6/6/22 10:57,Entry     ,C13389077801,0,,Hourly         ,$0.00 
462,6/6/22 11:44,Entry     ,C13473095737,0,,Season         ,$0.00 
463,6/6/22 11:46,Entry     ,C13473609695,0,,Hourly         ,$0.00 
464,6/6/22 11:51,Entry     ,C13471950231,0,,Hourly         ,$0.00 
465,6/6/22 11:51,Exit      ,C13471950231,0,,Hourly         ,$0.00 
466,6/6/22 11:52,Entry     ,C13469855803,0,,Hourly         ,$0.00 
467,6/6/22 11:53,Exit      ,C13469855803,0,,Hourly         ,$0.00 
468,6/6/22 12:04,Entry     ,C13388172967,0,,Hourly         ,$0.00 
469,6/6/22 12:09,Exit      ,C13389077801,1.11E+15,,Hourly         ,$3.62 
470,6/6/22 12:12,Exit      ,C13388172967,0,,Hourly         ,$0.00 
471,6/6/22 12:44,Exit      ,C13470875323,0,,Use Ticket     ,$0.00 
472,6/6/22 12:53,Exit      ,C13472864481,1.11E+15,,Hourly         ,$7.30 
473,6/6/22 13:03,Entry     ,C13470902621,0,,Hourly         ,$0.00 
474,6/6/22 13:04,Exit      ,C13470902621,0,,Hourly         ,$0.00 
475,6/6/22 13:08,Entry     ,C13565985966,0,,Hourly         ,$0.00 
476,6/6/22 13:17,Exit      ,C13565985966,0,,Hourly         ,$0.00 
477,6/6/22 13:17,Entry     ,C13388874059,0,,Hourly         ,$0.00 
478,6/6/22 13:48,Exit      ,C13388874059,1.11E+15,,Hourly         ,$1.55 
479,6/6/22 15:09,Exit      ,C13474773489,1.11E+15,,Hourly         ,$20.28 
480,6/6/22 15:15,Exit      ,C13473609695,0,,Use Ticket     ,$0.00 
481,6/6/22 15:51,Exit      ,C13470689515,0,,Season         ,$0.00 
482,6/6/22 15:56,Entry     ,C13371552021,0,,Hourly         ,$0.00 
483,6/6/22 16:09,Entry     ,C13472532988,0,,Hourly         ,$0.00 
484,6/6/22 16:18,Exit      ,C13371552021,1.11E+15,,Hourly         ,$0.88 
485,6/6/22 16:59,Exit      ,C13472693794,0,,Season         ,$0.00 
486,6/6/22 17:01,Entry     ,C13475443191,0,,Hourly         ,$0.00 
487,6/6/22 17:10,Exit      ,C13473886836,1.11E+15,,Hourly         ,$22.36 
488,6/6/22 17:14,Exit      ,C13471574874,0,,Season         ,$0.00 
489,6/6/22 17:30,Entry     ,C13474152504,0,,Hourly         ,$0.00 
490,6/6/22 17:30,Exit      ,C13474152504,0,,Hourly         ,$0.00 
491,6/6/22 17:33,Entry     ,C13472839887,0,,Season         ,$0.00 
492,6/6/22 18:01,Entry     ,C13473134412,0,,Hourly         ,$0.00 
493,6/6/22 18:07,Exit      ,C13388874051,1.11E+15,,Hourly         ,$23.96 
494,6/6/22 18:17,Exit      ,C13472532988,1.11E+15,,Hourly         ,$7.44 
495,6/6/22 18:25,Exit      ,C13472839887,0,,Season         ,$0.00 
496,6/6/22 18:29,Exit      ,C13566289054,0,,Season         ,$0.00 
497,6/6/22 18:45,Entry     ,C13475597385,0,,Hourly         ,$0.00 
498,6/6/22 18:55,Entry     ,C13475515420,0,,Hourly         ,$0.00 
499,6/6/22 18:57,Entry     ,C13566285566,0,,Hourly         ,$0.00 
500,6/6/22 19:02,Exit      ,C13388746614,1.11E+15,,Hourly         ,$30.24 
501,6/6/22 19:07,Entry     ,C13473069684,0,,Hourly         ,$0.00 
502,6/6/22 19:07,Exit      ,C13473069684,0,,Hourly         ,$0.00 
503,6/6/22 19:09,Entry     ,C13473508195,0,,Hourly         ,$0.00 
504,6/6/22 19:13,Exit      ,C13473508195,0,,Hourly         ,$0.00 
505,6/6/22 19:16,Exit      ,C13475443191,1.11E+15,,Hourly         ,$5.36 
506,6/6/22 19:19,Entry     ,C13473343576,0,,Hourly         ,$0.00 
507,6/6/22 19:19,Exit      ,C13473343576,0,,Hourly         ,$0.00 
508,6/6/22 19:41,Exit      ,C13472687211,0,,Use Ticket     ,$0.00 
509,6/6/22 20:45,Entry     ,C13471132038,0,,Hourly         ,$0.00 
510,6/6/22 20:47,Exit      ,C13471132038,0,,Hourly         ,$0.00 
511,6/6/22 21:01,Exit      ,C13473134412,1.11E+15,,Hourly         ,$3.00 
512,6/6/22 21:50,Exit      ,C13475515420,1.11E+15,,Hourly         ,$3.00 
513,6/6/22 21:52,Exit      ,C13475597385,1.11E+15,,Hourly         ,$3.00 
514,6/6/22 22:00,Exit      ,C13566285566,1.01E+15,,Hourly         ,$3.00 
515,6/6/22 22:22,Exit      ,C13473095737,0,,Season         ,$0.00 
516,7/6/22 07:11,Entry     ,C13388954374,0,,Hourly         ,$0.00 
517,7/6/22 07:22,Exit      ,C13388954374,1.11E+15,,Hourly         ,$0.48 
518,7/6/22 07:24,Entry     ,C13388746614,0,,Hourly         ,$0.00 
519,7/6/22 07:32,Entry     ,C13472695957,0,,Hourly         ,$0.00 
520,7/6/22 08:18,Entry     ,C13474368656,0,,Hourly         ,$0.00 
521,7/6/22 08:52,Entry     ,C13396382037,0,,Hourly         ,$0.00 
522,7/6/22 08:53,Exit      ,C13396382037,0,,Hourly         ,$0.00 
523,7/6/22 08:56,Entry     ,C13472693794,0,,Season         ,$0.00 
524,7/6/22 09:16,Entry     ,C13470689515,0,,Season         ,$0.00 
525,7/6/22 09:22,Entry     ,C13472821934,0,,Hourly         ,$0.00 
526,7/6/22 09:22,Exit      ,C13472821934,0,,Hourly         ,$0.00 
527,7/6/22 09:23,Entry     ,C13472687211,0,,Hourly         ,$0.00 
528,7/6/22 09:53,Entry     ,C13566289054,0,,Season         ,$0.00 
529,7/6/22 09:55,Entry     ,C13388874051,0,,Hourly         ,$0.00 
530,7/6/22 10:22,Entry     ,C13388628631,0,,Hourly         ,$0.00 
531,7/6/22 11:26,Entry     ,C13472532988,0,,Hourly         ,$0.00 
532,7/6/22 11:29,Entry     ,C13471157268,0,,Hourly         ,$0.00 
533,7/6/22 11:31,Entry     ,C13472864481,0,,Hourly         ,$0.00 
534,7/6/22 11:31,Exit      ,C13471157268,0,,Hourly         ,$0.00 
535,7/6/22 11:47,Exit      ,C13388746614,1.11E+15,,Hourly         ,$11.04 
536,7/6/22 11:58,Entry     ,C13473247231,0,,Hourly         ,$0.00 
537,7/6/22 11:59,Exit      ,C13473247231,0,,Hourly         ,$0.00 
538,7/6/22 13:02,Exit      ,C13472864481,1.11E+15,,Hourly         ,$4.60 
539,7/6/22 13:13,Entry     ,C13473095737,0,,Season         ,$0.00 
540,7/6/22 13:15,Exit      ,C13472532988,1.11E+15,,Hourly         ,$5.50 
541,7/6/22 13:38,Entry     ,C13066792062,0,,Hourly         ,$0.00 
542,7/6/22 13:49,Entry     ,C13388894980,0,,Hourly         ,$0.00 
543,7/6/22 13:50,Exit      ,C13388894980,0,,Hourly         ,$0.00 
544,7/6/22 13:57,Entry     ,C13388746614,0,,Hourly         ,$0.00 
545,7/6/22 14:15,Entry     ,C13895986545,0,,Hourly         ,$0.00 
546,7/6/22 14:17,Exit      ,C13895986545,0,,Hourly         ,$0.00 
547,7/6/22 14:27,Exit      ,C13388874051,1.11E+15,,Hourly         ,$12.72 
548,7/6/22 15:06,Exit      ,C13388746614,1.11E+15,,Hourly         ,$2.83 
549,7/6/22 15:09,Entry     ,C13473736770,0,,Hourly         ,$0.00 
550,7/6/22 15:43,Exit      ,C13066792062,1.11E+15,,Hourly         ,$1.50 
551,7/6/22 15:58,Exit      ,C13388628631,1.11E+15,,Hourly         ,$15.28 
552,7/6/22 16:30,Entry     ,C13388874051,0,,Hourly         ,$0.00 
553,7/6/22 16:46,Exit      ,C13388874051,1.11E+15,,Hourly         ,$0.64 
554,7/6/22 16:49,Exit      ,C13472693794,0,,Season         ,$0.00 
555,7/6/22 17:02,Exit      ,C13472695957,1.11E+15,,Hourly         ,$24.64 
556,7/6/22 17:04,Exit      ,C13474368656,1.11E+15,,Hourly         ,$22.88 
557,7/6/22 17:25,Exit      ,C13470689515,0,,Season         ,$0.00 
558,7/6/22 19:17,Exit      ,C13472687211,0,,Use Ticket     ,$0.00 
559,7/6/22 19:18,Exit      ,C13473736770,1.11E+15,,Hourly         ,$9.84 
560,7/6/22 19:27,Entry     ,C13388874051,0,,Hourly         ,$0.00 
561,7/6/22 19:36,Exit      ,C13388874051,0,,Hourly         ,$0.00 
562,7/6/22 19:42,Exit      ,C13566289054,0,,Season         ,$0.00 
563,7/6/22 22:18,Exit      ,C13473095737,0,,Season         ,$0.00 
564,8/6/22 07:32,Entry     ,C13472695957,0,,Hourly         ,$0.00 
565,8/6/22 07:44,Entry     ,C13470877311,0,,Hourly         ,$0.00 
566,8/6/22 07:59,Entry     ,C13475096303,0,,Hourly         ,$0.00 
567,8/6/22 08:00,Exit      ,C13475096303,0,,Hourly         ,$0.00 
568,8/6/22 08:02,Entry     ,C13565772458,0,,Hourly         ,$0.00 
569,8/6/22 08:03,Exit      ,C13565772458,0,,Hourly         ,$0.00 
570,8/6/22 08:21,Entry     ,C13474368656,0,,Hourly         ,$0.00 
571,8/6/22 08:26,Entry     ,C13471481483,0,,Season         ,$0.00 
572,8/6/22 08:34,Entry     ,C13388871609,0,,Hourly         ,$0.00 
573,8/6/22 08:46,Entry     ,C13565800506,0,,Hourly         ,$0.00 
574,8/6/22 09:03,Entry     ,C13472687211,0,,Hourly         ,$0.00 
575,8/6/22 09:03,Entry     ,C13472532988,0,,Hourly         ,$0.00 
576,8/6/22 09:03,Entry     ,C13471350002,0,,               ,$0.00 
577,8/6/22 09:20,Entry     ,C13472029859,0,,Hourly         ,$0.00 
578,8/6/22 09:21,Entry     ,C13388802828,0,,Hourly         ,$0.00 
579,8/6/22 09:27,Exit      ,C13471481483,0,,Season         ,$0.00 
580,8/6/22 09:28,Entry     ,C13473017775,0,,Hourly         ,$0.00 
581,8/6/22 09:29,Exit      ,C13473017775,0,,Hourly         ,$0.00 
582,8/6/22 09:29,Entry     ,C13470689515,0,,Season         ,$0.00 
583,8/6/22 09:40,Entry     ,C13388101075,0,,Hourly         ,$0.00 
584,8/6/22 09:44,Entry     ,C13566289054,0,,Season         ,$0.00 
585,8/6/22 09:47,Exit      ,C13388101075,0,,Hourly         ,$0.00 
586,8/6/22 10:00,Entry     ,C13388628631,0,,Hourly         ,$0.00 
587,8/6/22 10:08,Entry     ,C13388716047,0,,Hourly         ,$0.00 
588,8/6/22 10:09,Exit      ,C13388716047,0,,Hourly         ,$0.00 
589,8/6/22 10:18,Entry     ,C13388710692,0,,Hourly         ,$0.00 
590,8/6/22 10:23,Exit      ,C13388710692,0,,Hourly         ,$0.00 
591,8/6/22 10:26,Entry     ,C13388746614,0,,Hourly         ,$0.00 
592,8/6/22 10:34,Entry     ,C13374300805,0,,Hourly         ,$0.00 
593,8/6/22 10:40,Exit      ,C13472532988,1.11E+15,,Hourly         ,$3.92 
594,8/6/22 10:59,Entry     ,C13474802619,0,,Hourly         ,$0.00 
595,8/6/22 11:00,Entry     ,C13396519110,0,,Hourly         ,$0.00 
596,8/6/22 11:00,Exit      ,C13474802619,0,,Hourly         ,$0.00 
597,8/6/22 11:00,Exit      ,C13396519110,0,,Hourly         ,$0.00 
598,8/6/22 11:06,Exit      ,C13388871609,1.00E+15,,Hourly         ,$6.19 
599,8/6/22 11:19,Exit      ,C13388628631,1.11E+15,,Hourly         ,$3.40 
600,8/6/22 11:54,Entry     ,C13470734594,0,,Hourly         ,$0.00 
601,8/6/22 12:35,Entry     ,C13566487261,0,,               ,$0.00 
602,8/6/22 12:45,Exit      ,C13388802828,1.11E+15,,Hourly         ,$9.26 
603,8/6/22 12:47,Entry     ,C13566246956,0,,Hourly         ,$0.00 
604,8/6/22 12:47,Exit      ,C13566246956,0,,Hourly         ,$0.00 
605,8/6/22 13:24,Entry     ,C13474399012,0,,Hourly         ,$0.00 
606,8/6/22 13:26,Exit      ,C13474399012,0,,Hourly         ,$0.00 
607,8/6/22 13:28,Entry     ,C13473020982,0,,Hourly         ,$0.00 
608,8/6/22 13:29,Exit      ,C13473020982,0,,Hourly         ,$0.00 
609,8/6/22 13:42,Entry     ,C13388802828,0,,Hourly         ,$0.00 
610,8/6/22 13:44,Exit      ,C13470734594,1.11E+15,,Hourly         ,$5.55 
611,8/6/22 13:46,Exit      ,C13374300805,1.11E+15,,Hourly         ,$9.39 
612,8/6/22 13:54,Entry     ,C13473095737,0,,Season         ,$0.00 
613,8/6/22 14:03,Entry     ,C13388871609,0,,Hourly         ,$0.00 
614,8/6/22 14:09,Exit      ,C13471350002,1.11E+15,,               ,$9.86 
615,8/6/22 14:19,Entry     ,C13474787926,0,,Hourly         ,$0.00 
616,8/6/22 14:30,Exit      ,C13388871609,1.00E+15,,Hourly         ,$1.08 
617,8/6/22 14:53,Entry     ,C13565806429,0,,Hourly         ,$0.00 
618,8/6/22 15:06,Entry     ,C13469597365,0,,Hourly         ,$0.00 
619,8/6/22 15:08,Exit      ,C13472695957,1.11E+15,,Hourly         ,$20.08 
620,8/6/22 15:11,Entry     ,C13389058043,0,,Hourly         ,$0.00 
621,8/6/22 15:21,Exit      ,C13469597365,1.11E+15,,Hourly         ,$0.60 
622,8/6/22 15:34,Entry     ,C13388802844,0,,Hourly         ,$0.00 
623,8/6/22 15:46,Exit      ,C13565806429,1.11E+15,,Hourly         ,$2.12 
624,8/6/22 15:48,Entry     ,C13374743113,0,,Hourly         ,$0.00 
625,8/6/22 15:53,Exit      ,C13474787926,1.11E+15,,Hourly         ,$3.80 
626,8/6/22 16:01,Exit      ,C13388746614,1.11E+15,,Hourly         ,$15.24 
627,8/6/22 16:33,Exit      ,C13389058043,1.11E+15,,Hourly         ,$3.32 
628,8/6/22 16:35,Exit      ,C13470689515,0,,Season         ,$0.00 
629,8/6/22 16:41,Exit      ,C13566487261,1.11E+15,,               ,$7.52 
630,8/6/22 16:44,Exit      ,C13565800506,1.11E+15,,Hourly         ,$20.96 
631,8/6/22 16:49,Exit      ,C13472029859,1.11E+15,,Hourly         ,$19.80 
632,8/6/22 16:58,Entry     ,C13566112339,0,,               ,$0.00 
633,8/6/22 17:23,Exit      ,C13388802828,1.11E+15,,Hourly         ,$9.06 
634,8/6/22 17:23,Exit      ,C13388802844,1.11E+15,,Hourly         ,$4.36 
635,8/6/22 17:27,Exit      ,C13470877311,1.11E+15,,Hourly         ,$25.16 
636,8/6/22 17:30,Exit      ,C13474368656,1.11E+15,,Hourly         ,$23.80 
637,8/6/22 17:32,Exit      ,C13374743113,1.11E+15,,Hourly         ,$4.20 
638,8/6/22 17:32,Entry     ,C13469092365,0,,Hourly         ,$0.00 
639,8/6/22 17:33,Exit      ,C13469092365,0,,Hourly         ,$0.00 
640,8/6/22 17:39,Entry     ,C13474793594,0,,Hourly         ,$0.00 
641,8/6/22 17:47,Exit      ,C13473095737,0,,Season         ,$0.00 
642,8/6/22 17:48,Exit      ,C13566289054,0,,Season         ,$0.00 
643,8/6/22 18:18,Entry     ,C13566177343,0,,Hourly         ,$0.00 
644,8/6/22 18:20,Entry     ,C13470238605,0,,Hourly         ,$0.00 
645,8/6/22 18:29,Exit      ,C13472687211,0,,Use Ticket     ,$0.00 
646,8/6/22 18:34,Entry     ,C13565986494,0,,Hourly         ,$0.00 
647,8/6/22 18:39,Entry     ,C13475083243,0,,Hourly         ,$0.00 
648,8/6/22 18:41,Entry     ,C13475367069,0,,Hourly         ,$0.00 
649,8/6/22 18:42,Exit      ,C13475367069,0,,Hourly         ,$0.00 
650,8/6/22 18:56,Entry     ,C13388804371,0,,Hourly         ,$0.00 
651,8/6/22 19:24,Entry     ,C13472349748,0,,Hourly         ,$0.00 
652,8/6/22 19:25,Entry     ,C13474940453,0,,Hourly         ,$0.00 
653,8/6/22 19:25,Exit      ,C13474940453,0,,Hourly         ,$0.00 
654,8/6/22 19:40,Entry     ,C13388632301,0,,Hourly         ,$0.00 
655,8/6/22 19:46,Entry     ,C13475306514,0,,Hourly         ,$0.00 
656,8/6/22 21:42,Exit      ,C13566177343,1.11E+15,,Hourly         ,$3.00 
657,8/6/22 21:43,Exit      ,C13475083243,1.11E+15,,Hourly         ,$3.00 
658,8/6/22 21:45,Exit      ,C13470238605,1.11E+15,,Hourly         ,$3.00 
659,8/6/22 21:49,Exit      ,C13474793594,1.11E+15,,Hourly         ,$3.84 
660,8/6/22 21:51,Exit      ,C13565986494,1.11E+15,,Hourly         ,$3.00 
661,8/6/22 21:52,Exit      ,C13472349748,1.11E+15,,Hourly         ,$3.00 
662,8/6/22 21:52,Exit      ,C13475306514,1.11E+15,,Hourly         ,$3.00 
663,8/6/22 21:56,Exit      ,C13388632301,1.11E+15,,Hourly         ,$3.00 
664,8/6/22 22:01,Exit      ,C13566112339,1.11E+15,,               ,$3.84 
665,8/6/22 22:29,Exit      ,C13388804371,1.11E+15,,Hourly         ,$3.00 
666,9/6/22 07:38,Entry     ,C13475384591,0,,Hourly         ,$0.00 
667,9/6/22 08:21,Entry     ,C13388871609,0,,Hourly         ,$0.00 
668,9/6/22 08:37,Entry     ,C13474917814,0,,Hourly         ,$0.00 
669,9/6/22 08:38,Exit      ,C13474917814,0,,Hourly         ,$0.00 
670,9/6/22 08:52,Entry     ,C13470262339,0,,Hourly         ,$0.00 
671,9/6/22 08:52,Entry     ,C13472029859,0,,Hourly         ,$0.00 
672,9/6/22 08:53,Entry     ,C13388802828,0,,Hourly         ,$0.00 
673,9/6/22 08:57,Entry     ,C13470689515,0,,Season         ,$0.00 
674,9/6/22 08:57,Entry     ,C13565800506,0,,Hourly         ,$0.00 
675,9/6/22 09:00,Entry     ,C13473050947,0,,Hourly         ,$0.00 
676,9/6/22 09:01,Exit      ,C13473050947,0,,Hourly         ,$0.00 
677,9/6/22 09:25,Entry     ,C13472687211,0,,Hourly         ,$0.00 
678,9/6/22 09:26,Entry     ,C13472789751,0,,Hourly         ,$0.00 
679,9/6/22 09:27,Entry     ,C13473886836,0,,Hourly         ,$0.00 
680,9/6/22 09:37,Entry     ,C13566289054,0,,Season         ,$0.00 
681,9/6/22 09:43,Entry     ,C13388305411,0,,Hourly         ,$0.00 
